,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
1022,HEISER,@AldoAlcudia,2020-12-29,#YoNoMeVacuno si no es con la de la eutanasia...,0
1023,SABRiNA | #FreeBritney,@PinkGlitter_Cat,2020-12-29,"#YoNoMeVacuno
""Quien sabe que traigan esas vacunas, seguramente lo que quieren es ponerte el virus""

Quien les explica como funciona una vacuna? ",0
1024,Sarablake921,@sarablake921,2020-12-29,"A los que dicen #YoNoMeVacuno mejor para uno así tendremos más vacunas y menos gente pendeja, muy bien tan siquiera hicieron algo bueno jajaja ",0
1025,Tienda de Fotos,@FotosTienda,2020-12-29,"#YoNoMeVacuno Este hashtag es inocentada, verdad?",0
1026,lucía,@luciiadpm,2020-12-29,los del #YoNoMeVacuno son los mismos q usan la misma mascarilla desde marzo,0
1027,Daniel Peña Bayona,@DanielPBayona,2020-12-29,"Ayyy Dios, Colombia poniendo de tendencia esto -->  #YoNoMeVacuno ",0
1028,Salvador Santiago Fc,@SalvadorOton,2020-12-29, Ya diosito llevatelos por favor #YoNoMeVacuno,0
1029,Natt,@natti_pro,2020-12-29,"BIONTECH O PFIZER Y SEGÚN COMO SEA CUIDADA, SINO, SIGO CUIDANDOME #YoNoMeVacuno",0
1030,Ernesto Camacho,@ErnestoSanki,2020-12-29,"Existen varias líneas celulares comúnmente utilizadas en el desarrollo de las vacunas que se originaron con fetos e incluyen las siguientes:
 #YoNoMeVacuno",0
1031,"EmBOLAdo ✠
✠",@PabloSolca,2020-12-29,#YoNoMeVacuno quiero ver que médico se hace responsable y recomienda a sus pacientes una vacuna de la cual no hay información científica sobre efectos adversos,0
1032,ੈ♡‧₊ 𝘴𝘩𝘪𝘴𝘦 / 𝘤𝘩𝘶𝘯 ♡︎'𝘴 𝘧𝘢𝘤𝘶 ❀`୭̥*ೃ,@petitemacaron,2020-12-29,mucho #YoNoMeVacuno en tendencias y no entiendo qué ven de malo. una vacuna debe ser testada por AÑOS y esta lleva meses. recordemos que una vacuna es meter el virus casi muerto y este virus no lo terminamos de conocer,0
1033,Enriqueta León,@EnriQtaLeon,2020-12-29,"Con vacuna o sin vacuna, el bozal sigue siendo obligatorio y se siguen corriendo el riesgo de ser infectado por #circovid #YoNoMeVacuno",0
1034,maeto adian,@Adritinez24,2020-12-29,Prefiero morirme del frío en Canadá que por el pinche coraje de México y su #YoNoMeVacuno,0
1035,Ernesto Camacho,@ErnestoSanki,2020-12-29,"Los verificadores de información confían en la semántica y en los tecnicismos para separar una afirmación determinada y, a menos que lea la explicación, es probable que solo lo descarte en función de que afirman que algo es falso. 
 #vacuna #COVIDー19 #YoNoMeVacuno",0
1036,Metalbat,@Metalbat3,2020-12-29,"#YoNoMeVacuno ah bueno perfecto. 
Así nos dejan vacunas a los demás ya que igual manera no alcanzan para todos.",0
1037,Sweet Tigress,@ladolcetigresa,2020-12-29,Esos que dicen #YoNoMeVacuno ¿todo bien en casa?,0
1038,Edwin Bedoya,@EdwinBedoya7,2020-12-29,"#YoNoMeVacuno pendejos, claro que no se van a vacunar, a dónde están las dichosas vacunas pues

repito: 

PENDEJOS",0
1039,Tendencias Colombia,@TendenciaCol,2020-12-29,"Trending Topic #Colombia 28/12/2020 20:00
1. #Inocentes2020
2. #YoNoMeVacuno
3. Gamero
4. Vega 
5. #conexionwin 
6. #Temblor 
7. Laura Acuña
8. Banguero
9. Llinás
10. Godoy
@TendenciaCol",0
1040,Jc mentado,@JcMentado,2020-12-29,Hasta no ver que eso funciona y si me toca morir de covid me toco la selección natural #YoNoMeVacuno,0
1041,Clau,@ClaudyaCuadras,2020-12-29,"Esos que usan el #YoNoMeVacuno que tienen en la cabeza? Yo si quiero la vacuna, es su pedo si ustedes no",0
1042,Pablo Figueroa,@pablo78715943,2020-12-29,"Me da igual, la pinche Vacuna #YoNoMeVacuno",0
1043,Jei Jei,@jeisonibarra7,2020-12-29,"#YoNoMeVacuno porque somos los últimos en recibir la vacuna que Supuestamente el showcero de Iván Duque compró.

Es toda una inocentada. #Inocentada2020 #DiaDeLosInocentes #DuqueDescarado",0
1044,O TOLO DO MECANIZADO,@EngiroJ,2020-12-29,"#YoNoMeVacuno alguien sabe lo que contiene la vacuna?
Yo prefiero una raya de farlopa,que eso su es seguro. 
Viva el vino",0
1045,canuto,@PossoUrzola,2020-12-29,"Claro, allí viene el chip que nos dominará... El gobierno no invierte plata en nada, ahora va a invertir en chisp para dominarnos 
#YoNoMeVacuno",0
1046,Dvoretsky legacy,@Chess4Brain,2020-12-29,"Si hay personas que creen firmemente que la tierra es plana, obviamente van a salir personas a tuitear el hashtag de
 "" #YoNoMeVacuno "" 
Primero se acaba el hambre del mundo que los pendejos que lo habitan",0
1047,Natalia Q,@QuiqueNatalia,2020-12-29,"#YoNoMeVacuno con Sputnik porque está muy floja de papeles y no puedo dármela por problemas de salud. Pero me doy cualquier otra que haya pasado fase 3 y no tenga contraindicaciones que me perjudiquen. Inglesa, alemana, rusa, china, americana, lo que venga.",0
1048,V,@vity1776,2020-12-29,"#VacunateConLaSaludNoSeJode
Kukita. Vos que exigias que renunciemos al respirador te digo. Renuncio a la vacunacion.
Todas las dosis son para uds kukitas zurdos progues.
No se preocupen. Renuncio a la vacuna.
#YoNoMeVacuno  te la cedo con gusto.",0
1049,Ikertxu,@ikxr7,2020-12-29,#YoNoMeVacuno Ojalá pilleis el virus y reventéis,0
1050,yo,@mesoneroooo,2020-12-29,#YoNoMeVacuno porque mis padres son hermanos ,0
1051,Gato de cabeza,@Ainesparatodos,2020-12-29,#YoNoMeVacuno porque me daban cloro de chiquita y crecí bien estúpida.,0
1052,Alberto rovira,@higirio_alberto,2020-12-29,"#YoNoMeVacuno porqué el Gordo del presidente, No ha salido de su Reality a gestionar la vacuna.",0
1053,V,@vity1776,2020-12-29,"#YoNoMeVacuno kukita. Vos kukita exigias que renunciemos al respirador por marchar contra este desgobierno corrupto.Bueno. Renuncio a la vacuna. 
Todas las dosis son para uds kukitas zurdos.",0
1054,Ernesto Camacho,@ErnestoSanki,2020-12-29,"Varios verificadores d información, incluyendo Politifact,The Associated Press y Snopes,han etiquetado esta información como falsa,pero, podrían estar equivocados. Resulta q los verificadores se basan en la semántica para ""desacreditar"" dicha afirmación #COVIDー19 
 #YoNoMeVacuno",0
1055,A.,@HarryElSucio09,2020-12-29,El #YoNoMeVacuno es la reverenda estupidez... De verdad está humanidad se va a pique por cosas como esa,0
1056,Carlos Ortega,@Antonio_spp,2020-12-29,#YoNoMeVacuno me cague de risa al ver este trend ya ven como si están bien pendejos ?,0
1057,Juan Osorio,@jjoa94,2020-12-29,"Ve, eso de #YoNoMeVacuno debe ser una inocentada.

¿Cierto?",0
1058,Ernesto Camacho,@ErnestoSanki,2020-12-29,"Varias de las vacunas candidatas, incluyendo la vacuna contra el COVID-19 de AstraZeneca, se fabrican con líneas celulares que provienen de fetos abortados.
#COVIDー19 #YoNoMeVacuno",0
1059,Ernesto Camacho,@ErnestoSanki,2020-12-29,"Además de las preocupaciones habituales sobre la seguridad de las vacunas, existe el dilema moral de colocarse vacunas fabricadas con células fetales abortadas.
#COVIDー19 #YoNoMeVacuno",0
1060,Silvia Teruel ⁶𓅓,@silviaa_terueel,2020-12-29,Por qué #YoNoMeVacuno es un trending? Todo bien en casa?,0
1061,AYAYA,@luazELF,2020-12-29,"#YoNoMeVacuno me toca hasta el 2022, eso de que elphus somos población de riesgo es puro mame ",0
1062,Kappahhh,@Kappah20,2020-12-29,POR QUE ESTA #YoNoMeVacuno TRENDING!?,0
1063,Nombre,@javiBledo,2020-12-29,#YoNoMeVacuno prefiero pechuga de pollo,0
1064,Jhonnatan,@Jhonnatanspr,2020-12-29,"#YoNoMeVacuno 
Como si los colombianos tuviéramos opción, acá NADIE se vacuna. ",0
1065,Alexander,@Alexander_tap1,2020-12-29,"Muy tarde, #YoNoMeVacuno ya nos vacunaron a todos con ese incremento a los buenos pa nada del congreso.",0
1066,HEINER URIBE ڪ. (In My Defense),@HeinerUribeS,2020-12-29,"La verdad es que #yosimevacuno así de sencillo, los de #YoNoMeVacuno se me cuidan ",0
1067,Este no es un perfil,@LeFilsDelHomme_,2020-12-29,"La gente: -No y no, yo no desisntalo Instagram aunque me vigilen.
También la gente: -#YoNoMeVacuno, porque me quieren controlar con un microchip.",0
1068,Las Bóvedas de Acero,@CoryMatthews10,2020-12-29,"Veo esta tendencia: #YoNoMeVacuno... Y pues como dice el meme, pinche país lleno de gente pendeja",0
1069,Cosas De Señoras,@cosasde_senora,2020-12-29,"#YoNoMeVacuno porque AMLO nos protege a todos.

Bendiciones ",0
1070,La San Martín,@LaSanMartinAR,2020-12-29,"URGENTE: 

El lote de vacunas que trajeron perdió 9 minutos la cadena de frío, NO SIRVEN MÁS. 

#YoNoMeVacuno",0
1071,BlackJesus,@Benjamin_Vela_,2020-12-29,"Puro pendejo no quiere la vacuna 
  #YoNoMeVacuno",0
1072,José Luis.,@JoseLuDaCosta,2020-12-29,"A la hora de votar acordate que hicieron un circo con algo que se llevó más de 40.000 vidas, entre ellos familiares y amigos.
#QueGobiernoDeMierda 
#YoNoMeVacuno 
#ConLaSaludNoSeJode",0
1073,Juliann_este,@_juliannardila,2020-12-29,"#YoNoMeVacuno esta vaina porque es tendencia? Que exista gente que no se quiera vacunar se respeta, lo que no se respeta es que desinformen sobre la cura del covid-19",0
1074,jimenat91.,@tbslxftdt,2020-12-29,"#YoNoMeVacuno ay estos antivacunas, son los mismos que siguen sin creer en el covid",0
1075,Francisco Sassone,@FranSassone1,2020-12-29,"la gente que usa el #YoNoMeVacuno, sabe que no es obligatoria, no? tantas ganas de ser el centro del universo tienen? ... chicos no se vacunen y listo.",0
1076,Daniel Andres Mantilla,@danmantilla15,2020-12-29,#YoNoMeVacuno quienes son las bellezas de este #.... Uribestias....,0
1077,Jonathan Moreno,@JonathanMoUr,2020-12-29,#YoNoMeVacuno porque pues ni hay vacunas jejejejeje ke kreysi,0
1078,Pato Andres,@Pato_Andres__,2020-12-29,Sos boludo o usas en serio #YoNoMeVacuno ?,0
1079,Macroeconomia y Tendencias,@caomse1,2020-12-29,"#YoNoMeVacuno
Uds eran chicos pero Gines Gonzalez Garcia junto a Hugo Moyano adulteraban los medicamentos para pacientes con Cancer
Bien ese HDP es el q habilito Sputnik V como ""vacuna""
Memoria",0
1080,Lisandro Galvez,@lisandrogalvez1,2020-12-29,Idiotez metal jajajaja bueno ya sabemos que boli-petr se le ocurrió jajaja #YoNoMeVacuno,0
1081,marce,@siwonsrain,2020-12-29,"Al principio de la pandemia estaban enojados porque la vacuna iba a tardar un año, ahora que ya la tenemos no se la quieren poner porque su tío loco les dijo que trae un chip. #YoNoMeVacuno",0
1082,revoleo20,@revoleo20,2020-12-29,#YoNoMeVacuno Mostraron en vivo la caja mas fria de todas y estaba a temperatura tecito. Imaginen las demás. Te das eso y te convertís en vodka.,0
1083,virginia,@la8renegada,2020-12-29,"#YoNoMeVacuno
VACUNATE vos",0
1084,Damon.,@mythoothurt,2020-12-29,Simplemente Latinoamérica en un solo hastag: #YoNoMeVacuno,0
1085,Gissbelle,@Gissbelle,2020-12-29,Estaría bueno armar un álbum de pendejazos que tuitean #YoNoMeVacuno,0
1086,LimpiandoESPAÑA,@redlimpiaes,2020-12-29,"#YoNoMeVacuno 

Que la gente haga lo que quiera, pero no me fio de nada que venga de este gobierno.",0
1087,rafalito,@rafagac7,2020-12-29,"Es muy triste haber luchado tanto por una vacuna, para luego ver el hastag #YoNoMeVacuno",0
1088,Sara Vanegas,@ALIETHSARA,2020-12-29,#YoNoMeVacuno prefiero cuidarme.,0
1089,Perro Pero Con Pedigree,@ConPedigree,2020-12-29,"#YoNoMeVacuno nisiquiera hay vacunas disponibles y diciendo que no sé vacunan, ajajja siempre queriendo llamar la atención, pobres colombianitos",0
1090,Julián,@Julin05847337,2020-12-29,"Lista actualizada de la #OposicionMoralmenteDerrotada sobre cosas creadas por #AMLOLujoDePresidente:
#COVID1
#Venezuela
#5Gcovid
#YoNoMeVacuno
#Gasolinazo
#Temblor
#contagios
#VacunasLetales
#apagonObtén información fehaciente sobre la COVID-19",0
1091,Maria,@Maria70886761,2020-12-29,#YoNoMeVacuno NI LOCA!!!,0
1092,Za,@HazzaaPayne,2020-12-29,"Jaja que imbécil creo esta tendencia, con todo respeto #YoNoMeVacuno",0
1093,Comandante Kurks,@CKurks,2020-12-29,Yo comprendo a los de #YoNoMeVacuno ellos están protegidos por sus plegarias,0
1094,Juan Carlos Ferraris,@Speranza201415,2020-12-29,"#YoNoMeVacuno El que depositó dólares, recibirá Sputnik-5.",0
1095,Luciana Martínez,@lucianitagrunge,2020-12-29,"La Fase III de la Sputnik V estaría terminada para abril o mayo 2021 (se entiende quienes serán los sujetos de estudio)
#YoNoMeVacuno",0
1096,XXXPIRITUAL,@FuckSykeThrone,2020-12-29,"#YoNoMeVacuno 

son 2 vacunas sin la 2 te va peor. investiga eso
ya hay estudios que el virus se ah mutado así que NECECITAN OTRA VACUNA DIFERENTE entonces que se están poniendo?",0
1097,Daniel Sanchez,@DanielS37523051,2020-12-29,Después no vayan a estar pidiendo cuarentena hptas #YoNoMeVacuno,0
1098,:(,@Moisesdavip,2020-12-29,"MI CUERPO MI DECISION
 #YoNoMeVacuno",0
1099,Catalina Alvarado,@Catmuergana,2020-12-29,"Tranquilos muchachos acá no va a ver vacuna para el pueblo, no les conviene manejan el país a las mil maravillas con Covid  #YoNoMeVacuno",0
1100,︎ Alex ♡'s tremendo,@iDjsAlexX,2020-12-29,"es neta este #?????? en fin, una vez más, decepcionada de México, como siempre #YoNoMeVacuno",0
1101,Freddy,@FreddyDiazGa,2020-12-29,#YoNoMeVacuno yo produzco (?).,0
1102,Enrique Peña Nieto,@EPN_dejo,2020-12-29,"#YoNoMeVacuno
Like: si no conoces a ningún enfermo por COVID
RT: Si tú tampoco te vas a vacunar",0
1103,Cristian,@Ningun_Heroe,2020-12-29,"Se hacen los cancheros acá, y cuando les pasen en sus laburos el día que van a ir a ponerles la vacuna, van a ser los primeros en la fila. 
Eso de #YoNoMeVacuno no te lo crees nir vos. Payasin",0
1104,Diego Henao Flórez,@henaodiego,2020-12-29,"Que el gobierno identifique a los que dicen #YoNoMeVacuno y me prioricen a mí, por favor.",0
1105,HIBG,@Mahori4,2020-12-29,"#YoNoMeVacuno Y los que concuerdan con esto, pues qué bueno. Menos gasto y así las vacunas alcanzarán para más personas que sí lo valoramos...",0
1106,𝚃𝚎𝚛𝚒,@TerinosaurusRex,2020-12-29,#YoNoMeVacuno MÁS PA MÍ,0
1107,Enrique Peña Nieto,@EPN_dejo,2020-12-29,"#YoNoMeVacuno
Qué pedo con los ofendidos por los que no nos vacunaremos?
¿O a caso la vacuna no los hará inmunes?",0
1108,Diego Curifeo,@the_colors_feel,2020-12-29,"#YoNoMeVacuno 
Porque prefiero morir, que vivir en un mundo donde #YoNoMeVacuno es tendencia",0
1109,steph,@stephan45864452,2020-12-29,"#YoNoMeVacuno la misma gente q dice q no vallan al medico porque le quitan el liquido de las rodillas es la misma q no se quiere vacunar
# #DiaDeLosInocentes #COVID19",0
1110,Fäbs Gorlomi,@ChiliFab,2020-12-29,"Y ni sueltan el celular ni para ir a cagar...
#YoNoMeVacuno",0
1111,El vato de los blunts,@ce_jafet,2020-12-29,#YoNoMeVacuno ahorita porque me toca hasta la segunda mitad del año o quizá hasta el otro xd,0
1112,Nik,@nikola_zut,2020-12-29,"""#VacunateConLaSaludNoSeJode"" dicen los pelotudos, y quieren que te pongas vacunas experimentales que no recomiendan ni sus propios fabricantes y que hasta ahora el único efecto que generan es PARALISIS FACIAL, metanse la vacuna en el orto #YoNoMeVacuno",0
1113,Socialismo y lo que surja,@sociliza2,2020-12-29,"#YoNoMeVacuno hasta que no se vacunen el gobierno del cambio que tenemos en este país, sobre todo echenique y ver que efectos tiene, sobre todo a ver si Echenique va a recuperar la capacidad de andar",0
1114,Victorino Targaryen Moya,@futuro_r,2020-12-29,"Pues la vacuna NO debe ser obligatoria y tampoco deberían tener restricciones para la gente que no se quiere vacunar, eso va en contra de la libertad y crea discriminación, o cual es el plan?

-Si quiero la Rusa, me la ofrecen?   #YoNoMeVacuno",0
1115,Tendencias Colombia,@TendenciaCol,2020-12-29,"Trending Topic #Colombia 28/12/2020 19:00
1. #Inocentes2020
2. #YoNoMeVacuno
3. #Photos4Joel 
4. #conexionwin
5. #Saquelargowin
6. Inna
7. Gamero
8. Luis Carlos Vélez
9. Emerson
10. Vicky Dávila
@TendenciaCol",0
1116,• Vallenue •,@_vallenue,2020-12-29,"#YoNoMeVacuno No he visto  en mi vida  gente mas  xenófobo/a ,y  machistas , racistas q  los d izquierdas ( No todos ni todas ) tanto mujeres como hombres , seguramente much@s se pondran detras d la pancarta morada d 8M . Ahi ahí reivincando  ""No a la violencia hacia la mujer""  .",0
1117,La Tia Iaura,@Iaura_bozzo,2020-12-29,#YoNoMeVacuno No me voy a vacunar porque no se que tenga esa vacuna *le da un trago a su cerveza y una fumada a su cigarro y un mordisco a su hamburguesa con tocino*.,0
1118,mia,@latana_r,2020-12-29,"Está es obligatoria? , por qué los k nos vienen vacunando  hace años. #YoNoMeVacuno",0
1119,Eternaucrop,@eternaucrop,2020-12-29,"Al primer impulso iba a decir que me parece muy bien que los fachas estén con el #YoNoMeVacuno, pero no. Deseo buena salud hasta a esta panda de miserables y malas personas. 
Incluso les deseo que se reformen y dejen de estar tan podridos de odio impostado en estulticia.",0
1120,Maria Cananiz,@MariaCananiz,2020-12-29,"#YoNoMeVacuno nosotros seriamos la fase 3 ? Siento que somos baratos para experimentos!
Conmigo no cuenten.",0
1121,Antonioo,@Mazapandechoco2,2020-12-29,"#YoNoMeVacuno Que pdo con los antivacunas, bien raritos si o no?",0
1122,Cuchuflito,@Cuchuflito6,2020-12-29,".
 una maldita araña meléfica en 2021 presidente a cargo? El pedorro títere será licenciado?
Aryentain tendrá al ""máximo"" ""mejor"" año K? Es de #ULTIMAHORA

#YoNoMeVacuno 
Sin frío y Andriani estamos al horno",0
1123,Deskrados Oficial,@lamasdeskrada,2020-12-29,¿Es en serio? #YoNoMeVacuno  ,0
1124,Pedro Barco,@pebarco,2020-12-29,"#yonomevacuno con ese veneno. Prefiero la moringa y suerte con sus tapabocas, histeria colectiva y pérdida de las libertades civiles.  Suerte con las farmacéuticas. Suerte con su manipulación a la conciencia humana. Matasanos. #plandemia #corrupcion #dictadurasanitaria",0
1125,Samuel Velásquez,@Samuelv_e,2020-12-29,¿Los que dicen #YoNoMeVacuno no son los mismos que dicen que el Covid-19 es un demonio?,0
1126,Peeper,@killervatican,2020-12-29,"Para los fachas del  #YoNoMeVacuno . Sabemos que lo vais a hacer los primeros, luego diréis que no y seguiréis culpando al gobierno por su ineptitud.",0
1127,Alejandra Barón,@tropidark,2020-12-29,"El Covid deja secuelas. No sé sobre medicina (puedo pecar de ignorante) pero siguiendo esa línea, no me aplicaría la vacuna por temor a efectos secundarios. Es un tema demasiado reciente, con muchas incógnitas #YoNoMeVacuno",0
1128,Scaramanga,@GoldScaramanga,2020-12-29,"#YoNoMeVacuno es el ""Selección Natural"" definitivo: organizados, dispuestos y con hashtag. El 2020 todavía nos guardaba una última sorpresa.",0
1129,Obelisco,@Obelisc97698623,2020-12-29,"Todos tenemos ese tio / tia  medio quemado que si le das un poco de rosca te milita el #YoNoMeVacuno o te niega que existieron los dinosaurios, cuidemos a estos que odian por miedo de saber, empatizar y conocer #VacunateConLaSaludNoSeJode",0
1130,Gabriela,@AiresdeAcassuso,2020-12-29,"Vacunate kumpa!!! Muero por ver los efectos adversos 
 #YoNoMeVacuno",0
1131,"candela
ANYA TAYLOR JOY SUPREMACY",@lthelightbehind,2020-12-29,"esta bien que la gente diga #YoNoMeVacuno , total todavía no probaron la vacuna en mononeuronales así que no sabemos si es apta para ellos",0
1132,Mr Shinkei,@MShinkei,2020-12-29,"Gracias a los #YoNoMeVacuno, una de las leyes de Darwin se pondrá de moda a nivel mundial. Sólo que en vez del ""más apto"", será el ""más inteligente"" el que sobreviva.",0
1133,Daviwdavid,@tornado2334,2020-12-29,"Apuesto que los creadores de este numeral. #YoNoMeVacuno son seguidores, de petro a si o mas Burros.",0
1134,pontifisex,@llanerolunar,2020-12-29,#YoNoMeVacuno xq no quiero un chip implantado por los espías rusos y q en las próximas elecciones me hagan votar por un ruso-cubano-venezolano xq esas naciones quieren dominar el mundo de una bomba atómica en el sur de estadus unidos.,0
1135,La Niña Muerte,@NiniaMuerte,2020-12-29,"#VacunateConLaSaludNoSeJode comenzo el #GenocidioK
Gracias Alberto y Cristina vas a limpiar esta argentina del peronismo Fagocitador! 
Peronchos! Vacunense todos! que necesitamos Una argentina limpia de ustedes! 
#YoNoMeVacuno",0
1136,ᴹⁱˢᵒᵒ,@cigarett3_,2020-12-29,"Los mismos que no se quieren vacunar son los que mamaban la vacuna al inicio.
#YoNoMeVacuno",0
1137,Alberto Lizcano Orozco,@AlbertoJLizcano,2020-12-29,"Es desconcertante esto de #YoNoMeVacuno si bien el Gob Nal se ha rajado en traer las vacunas, creo que después de un año como este, lo único que deseamos y necesitamos es salir adelante y retornar a nuestras vidas después de un largo período de dolor y aprendizaje",0
1138,a,@alejojimenez83,2020-12-29,"#YoNoMeVacuno por una sensilla razón. En Colombia  nos van a vacunar hasta el inicio de las próximas elecciones. Cálculo político para subir a otro payaso como 
@IvanDuque",0
1139,ً WAYV CB!,@mrkmoles,2020-12-29,"#YoNoMeVacuno que mierdas, tambien creen que les van a insertar un microchip y les van a controlar la vida? pues ya ven, sale mejor, a ver si asi dejan de ser tan pendejos o algo",0
1140,~~~~~~ ~~~~~~~~~ ~~~~~~.,@Eriocnemis_,2020-12-29,"El #YoNoMeVacuno es tendencia por culpa de gente que se queja de que sea tendencia, jajaja.",0
1141,𝖌 𝖗 𝖎 𝖘,@GriseeelCst,2020-12-29,Puras mamadas con sus #YoNoMeVacuno,0
1142,Dr Aguilar Velazquez,@aguilarvelazqu2,2020-12-29,Que bien deja el lugar para los que si quieren.  #YoNoMeVacuno,0
1143,Yusef Martin,@ILaarbi,2020-12-29,"Las personas que no se vacunan deberían contratarse sanidad a nivel privado y no utilizar la sanidad pública en caso de cobtagio de la #COVID19
#VacunacioCovidCatalunya
#VacunaCOVID19
#YoNoMeVacuno",0
1144,David Machuca,@machucadf,2020-12-29,#Actualidad #YoNoMeVacuno con el semestre tan caro de la universidad católica de Colombia en modo no presencial #lauccnosesolidariza #UribeCinico,0
1145,Aaron J Martin — Futuro Director de Cine Español,@DrSteven_MrHyde,2020-12-27,"Bueno, me voy a sobar que tengo que hacer unas pintadas pronto en la madrugada.

No me vacunéis mientras duermo.

Mejor. No me introduzcáis nada en el cuerpo mientras no esté consciente.

#YoNoMeVacuno",0
1146,Olimpia Rubio,@rubiobullido,2020-12-27,"Veo mucho debate con el #YoMeVacuno y #YoNoMeVacuno.

Los que dicen que no, ¿Cómo pretenden superar la pandemia? ¿Por ciencia infusa?

O son como Miguel Bosé, mucho pro-manifestación y luego la veo por la TV.",0
1147,Ibarra Valentin,@_ibarrave,2020-12-27,"Y vos Roberto, contame la composición, procedencia y grado de efectividad que tienen la BCG o la Sabin oral. #YoNoMeVacuno (Yo si, claro)",0
1148,José Luis Pérez Riquelme,@JLperzRiquelme,2020-12-27,"Este debate lo solucionaba yo rápido. Cada uno que haga lo que quiera, eso si, quien no se vacune, que siga, como medida de prevención encerrado en su casa y sin molestar. Que nos dejen tranquilos a quienes queremos acabar con la pandemia. #YoMeVacuno #YoNoMeVacuno",0
1149,Angel l. Hernández,@Angel_L_Hern,2020-12-27,"¿Sabéis cuantos tweets ha publicado VOX o Abascal sobre él inicio de la vacunación o la llegada de vacunas? ...... Efectivamente: 0
Son los únicos para los que no ha existido #negazionisti #Negacionistas #YoMeVacuno Creen que tienen un filón con el #YoNoMeVacuno ",0
1150,El Fanático,@UltimoHooligan,2020-12-27,#YoNoMeVacuno hasta que se la ponga el gobierno y sus palmeros,0
1151,"EDIT DOMINGUEZ
41%",@DOMINGUEZEDIT,2020-12-27,"#VacunaRusa 
¿Porqué no dicen que la traen para hacer test como Pfizer y se acaba la farsa? El que quiere se postula como voluntario y listo. #YoNoMeVacuno",0
1152,Pedro Velázquez Diaz,@velzquez_pedro,2020-12-27,"#YoNoMeVacuno ánimo a todo el mundo , ya entramos en la última recta . Paciencia que en cualquier momento nos reiremos como antes",0
1153,Juan Rodriguez,@JuanRod05935224,2020-12-27,"La Naturaleza, el Universo o la misma Humanidad va encontrando modos de regular la superpoblación y la supervivencia de los más aptos de la especie. Una perfecta ingeniería humana en la que los menos aptos se exterminan solitos 
 #YoNoMeVacuno",0
1154,LauraG1965.,@G1965Laura,2020-12-27,"#YoNoMeVacuno CUANDO TERMINES SOLO COMO UN HONGO PORQUE NI TU FAMILIA TE VA A QUERER RECIBIR PORQUE TE NEGAS A LA VACUNA, A VER QUE HACES SALAME.",0
1155,Paula NO K,@PaulaFCardozo1,2020-12-27,"#YoNoMeVacuno a mi solo me vacuna mi  esposo. Besito 
 ",0
1156,Caluu,@Caluu_96,2020-12-27,"Así es el hombre, peleamos porque nadie encontró una solución para la pandemia y ahora hay ""algo"" y ya esta de tendencia #YoNoMeVacuno",0
1157,Ine,@Inesita91445288,2020-12-27,La fase 3 somos nosotros #YoNoMeVacuno,0
1158,Mia,@Mia69506807,2020-12-27,Conmigo no experimentan #yonomevacuno,0
1159,Pura Mas,@puramasromeo,2020-12-27,Que se vacune la casa reial #YoNoMeVacuno,0
1160,sobreviviendo,@likindoi13,2020-12-27,"No, no, no, no ,#YoNoMeVacuno",0
1161,Mayor Mente,@mente_mayor,2020-12-27,Tengo poquísimas dudas de que los de #YoNoMeVacuno son la misma escoria que no apoya las protestas y las huelgas en su lugar de trabajo.,0
1162,∑LO RUD€,@KokoxoFree,2020-12-27,#YoNoMeVacuno Hagan viral este hashtag.... Muchos de nosotros que se estamos informados no queremos la vacuna... ,0
1163,Juan Manuel,@JuanPH73,2020-12-27,"La Unión Europea rechazó de plano la vacuna Rusa, ni siquiera el corrupto presidente de Mexico la quiere para su gente y firmó con #Pfizer. La vacuna Soviética es un capricho de CFK, razón suficiente para para dudar y no vacunarme. #YoNoMeVacuno #InfeKtadura #Plandemia",0
1164,schwartz_pipkin,@PipkinSchwartz,2020-12-27,"hasta segun el #mierdaset desinformativos de telecirco dicen que 
% de la poblacion francesa 
NO QUIERE A VACUNARSE ...pues ya tenéis la idea cómo esta la opinión Española 
#YoNoMeVacuno",0
1165,"¢нι¢σтє єѕραятαиσ
™",@ChicoteSpartan,2020-12-27,"-En mi puta vida me he vacunado de la gripe. La cojo cada año, la paso y la suelto.

-Se llama sistema inmunitario, ¿qué tal si le dejamos currar como lleva haciendo cientos de miles de años?

#YoNoMeVacuno",0
1166,Juanlu,@Jazzel65,2020-12-27,"Nos quieren vacunar a todos, pero de quitarnos la mascarilla, nada de nada. Ni devolvernos la libertad. Entonces,¿para qué **ño sirve la vacuna?
#YoNoMeVacuno",0
1167,Alberdiana,@Alberdianita,2020-12-27,"COMUNIDAD MÉDICA
DONDE PUTA ESTÁN
CÓMPLICES K
K LLADITOS .. ?
Salvando las excepciones que confirman la Regla.

APRUEBAN LO QUE DICE #ConchitaYConchuda 
#YoNoMeVacuno 
#YoNoMeVacunoArt36CN",0
1168,OjosDeBrujo,@DarthiaWolf,2020-12-27,Todos los que dicen #YoNoMeVacuno  son los mismos que se estarían dando de hostias en caso de que no fuesen a existir dosis para todos. #vacunacion #YoMeVacuno,0
1169,.,@Laurap_1,2020-12-27,Un gobierno que miente sobre los fallecidos y contagiados del covid. Creéis que os darán datos reales del seguimiento de la vacuna si está no va como esperan ? #YoNoMeVacuno,0
