,Unnamed: 0,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
3553,3553,AR,@arffernandez,2021-02-03,Me pone muy feliz ver a conocid@s que son personal de la salud subiendo la foto de q fueron vacunados!! #YoMeVacuno,1
3554,3554,Mary.,@mariaurriola7,2021-02-03,Oye la gente igual se asusta si le dicen que después de vacunarse son 3 meses sin tomar alcohol #YoMeVacuno,1
3555,3555,Melissa Garrido,@melissaga01,2021-02-03,"Usted se vacunara? 
 #YoMeVacuno #VacunaCOVID19 #ChileSi
68,6 %
No
14,3 %
Estoy en duda
17,1 %
35 votos
·
Resultados finales",1
3556,3556,La Uge #quedateencasa,@meugenialopezh,2021-02-03,En cuanto pueda #YoMeVacuno,1
3557,3557,smiley squirrel,@koko_brownie,2021-02-03,"#VacunaCOVID19 ¿Por qué es más fácil aceptar las teorías de conspiración que las científicas? 
Porque para entender las teorías científicas hay que estudiar. #YoMeVacuno ",1
3558,3558,PatiTA,@patitores,2021-02-03,"#YoMeVacuno me vacuno, total nunca antes había cuestionado una vacuna por qué ahora, si es China mejor, de allá viene el virus.",1
3559,3559,Don Corleone,@m__corleone,2021-02-03,"#YoMeVacuno #VacunasCOVID19  Cuando vacunen los flaites o en la carcel, aprovechen de ponerle levonorgestrel o algún esterilizarte para que no se propague esa otra pandemia.",1
3560,3560,MamáDeAlonso,@PaulaHernandezM,2021-02-03,"Yo desde hoy me iría a instalar a los vacunatorios a conversar con l@s adult@d mayores y acortarles la espera 
Son mi Target 
 #YoMeVacuno #AdultoMayorLover",1
3561,3561,Tito Donoso,@titodonoso,2021-02-03,"me tocó acompañar a mi papá a vacunarse, todo expedito en el vacunatorio de 
@quilpueciudad
 #YoMeVacuno",1
3562,3562,ArqTrooper,@ArqTrooper,2021-02-03,"#YoMeVacuno apoyando esta vacunación masiva. 
 #COVID19 #Covid_19",1
3563,3563,Fabian C.,@fabianco,2021-02-03,"Increíble como una empresa de la envergadura de 
@entel
sea incapaz pagar el arriendo de su antena, dejando a personas sin la opción de teletrabajo, sin señal, totalmente desconectados durante mas de 10 días.
@GloriaHutt
@entel_ayuda
@ReclamosSubtel
 
@subtel_chile
 
 #YoMeVacuno",1
3564,3564,80 y 20,@rbtogomez,2021-02-03,Nos tratan como borregos!!Por qué no se da a conocer la autorización de esta vacuna por el ISP? La información completa asegura el éxito de una campaña. Cuando el Avifavir fue lo primero que mostró el Alcalde Jadue. (Copien nomas) #YoMeVacuno #VacunaAdultosMayores #VacunaCOVID19,1
3565,3565,Felipe Braun,@felipebraun1,2021-02-03,Vamos por esa vacuna!!! Que momento histórico estamos viviendo. #YoMeVacuno,1
3566,3566,Diego,@diegojandro,2021-02-03,#YoMeVacuno como en diciembre cuando me toque jajajaja.,1
3567,3567,sarcainomano,@sarcainomano,2021-02-03,"#YoMeVacuno a propósito de vacunas varias o inyecciones, por qué el 
@GobiernodeChile
 @ministeriosalud
 @DrEnriqueParis
 @pdazan
 @sebastianpinera
 @ispch
 no han permitido el ingreso a chile de las terapias inyectables contra el VIH si estas ya están listas para su uso ?",1
3568,3568,Titan,@Titan_cl,2021-02-03,"Ojo 
 ,En la municipalidad de La Florida de Rodolfo Carter robaron  varias cajas de mercadería el 2020. ¿Cuantas vacunas se robaran ahora?
Ladrones de mierda igual que Piñera.
#YoMeVacuno 
#ToNoMeVacuno
#VacunaAdultosMayores 
#VacunasCOVID19 
#vacunacion",1
3569,3569,Christian Alejandro Vidal Paiva,@chavp,2021-02-03,"#yomevacuno , pero hoy me enteré que las personas con enfermedades autoinmunes, nececesitamos autorización de nuestro médico tratante, el 22.02 sabré si puedo. Mientras sigo con la cuarentena",1
3570,3570,Carolina Muñoz,@Caro5001,2021-02-03,"En la saga Outlander, Claire pudo atender enfermos de viruela y sarampión sin contagiarse, precisamente porque en el futuro ella se había vacunado contra esas enfermedades. Las vacunas te protegen, el personaje de Claire lo tenía claro. ¿Y tú lo tienes claro? #YoMeVacuno",1
3571,3571,"Mulletproof Ethernal⁷
ᵇᵉ ⟭⟬",@MPEthernal,2021-02-03,"Pues nada gente, segunda dosis de la vacuna contra el coronavirus puesta #YoMeVacuno 
Estamos un paso mas cerca de que todo esto termine ",1
3572,3572,Marcelo Muñoz-Felipe,@iamarceloamunoz,2021-02-03,"Esta semana mi hermana TENS recibirá su segunda dosis de la vacuna Pfizer 
Por ella #YoMeVacuno",1
3573,3573,Sebastián Arancibia,@Arancibia_Sebas,2021-02-03,"#YoMeVacuno no sea Gil, y mucho menos agente contagiante. Vacunese, total ya lo vacunaron harto en la vida",1
3574,3574,Panchito Underwood,@UnderwoodChile,2021-02-03,"Mientras un gobierno de derecha nos ofrece 43 millones de vacunas de las marcas más prestigiosas del mundo. Un comunista nos ofrece 2.000 pastillas rusas de dudosa efectividad.
Qué mejor manera de ejemplificar la diferencia entre neoliberalismo y comunismo!.
#YoMeVacuno",1
3575,3575,¡Ciudadanos/as por Jadue!,@JaduexChile,2021-02-03,"#YoMeVacuno contra el neoliberalismo y las desigualdades. Vota bien, vota por el futuro, vota por Daniel Jadue: #JaduePresidente ",1
3576,3576,bίκ(υ)❖⁴ˣ⁴ ⁻ᴿ⁻ ⁰³ˑ¹²,@moonbysoo,2021-02-03,"los abuelitos fueron los primeros en salir encantados a recibir la vacuna y luego existen los giles que la rechazan porque ""no les convence"", ""van a implantar un chip"" y mierdas varias  #YoMeVacuno",1
3577,3577,Sandy,@Portalend,2021-02-03,"""Me gusta respirar"" adoro sentir el aire en mi cara quiero vivir muchos años más.. por eso #YoMeVacuno
#COVID19",1
3578,3578,Josshua Rivera,@RiveraTarque,2021-02-03,"Que emocionante ver a nuestros #Adultos #Mayores todo lo q tenemos es gracias a su generación. Son los q levantaron nuestro #Chile, son los primeros q se levantan para ir a votar. y ahora en un acto d coraje salieron d su casa para ir a vacunarse. #VacunaCOVID19 #YoMeVacuno",1
3579,3579,Marcelo Andrés #YoAprobé,@Marcelo66146050,2021-02-03,"#YoMeVacuno #VacunaCOVID19 Alguien tiene la información de cuantos abuelitos de 110 años ya se han vacunado???

Al parecer las personas de esa edad solo existen en las sórdidas mentes de los dueños de las AFPs.",1
3580,3580,Rodrigo Espinoza R,@RodrigoProtesta,2021-02-03,"El apogeo de la vacunación en Chile llegó durante la Unidad Popular. La mortalidad bajó de 11,09% en 1964 a 8,1% en 1973. En 1972, en 48 horas se vacunó al 80% de Chile contra polio. En 3 años fuimos el 3º país del mundo libre de poliomelitis #YoMeVacuno #VacunasCOVID19",1
3581,3581,Daniel Jadue Presidente,@Jadue2022,2021-02-03,"Las y los danieljaduistas de corazón nos vacunamos 
#YoMeVacuno",1
3582,3582,Papa Fritas constituyentes,@elMabri_,2021-02-03,#YoMeVacuno total de esta vida no salimos vivos.,1
3583,3583,marcela,@Marce_dra,2021-02-03,"Si Ud no se quiere vacunar, es su derecho pero no trasmita sus miedos al resto que si quiere, el éxito de la vacuna también está en el porcentaje vacunado, ud no vive solo, #YoMeVacuno también por los que no pueden",1
3584,3584,Ricardo Felipe Coñoepan,@ricardoconoepan,2021-02-03,"El Ministerio de Salud informa que, en menos de 6 horas de abiertos los centros de vacunación ya se han inoculado 128 mil personas. Esa es la gran noticia del día 
#YoMeVacuno",1
3585,3585,Fernanda Gabriela,@Fda_Gabriela,2021-02-03,"HOY ES! 
 Con la fe!  #YoMeVacuno",1
3586,3586,Karina Nicole,@KarinaNicoleMS,2021-02-03,"Vacunaron con la primera dosis a mi nona y estoy muy feliz!!!
#YoMeVacuno",1
3587,3587,Alejandro Astorga A.,@jano_astorga,2021-02-03,"Mi viejo ya está vacunado 
 #VacunaCovid19 #YoMeVacuno",1
3588,3588,Furicornia,@LadyFuricorn,2021-02-03,"Mañana me vacunan y pasado firmamos. Termino la semana oficialmente siendo una Moderna de pueblo. 
#YoMeVacuno",1
3589,3589,Ximena con X,@LktXimena,2021-02-03,"A mis abuelos, ambos mayores de 90, ya les pusieron la #VacunaCOVID19. Cuando les toque a ustedes, hagan como ellos y no se olviden de recibir la suya ¿Estamos en eso? 
 #YoMeVacuno",1
3590,3590,Cata Garrido,@catagadi,2021-02-03,"Mucha emoción al vacunarme, pensar que cada vez estamos más cerca del fin de esta Pandemia, por eso #YoMeVacuno #yamevacuné",1
3591,3591,alfguzmans,@alfguzmans,2021-02-03,"Si en el siglo XX hubiesen existido las Redes Sociales, hoy tendríamos Viruela, Poliomielitis y tantas otras enfermedades que las vacunas evitan... En el ultimo han muerto mas de 2 millones de personas por COVID y aun hay quienes insisten en No vacunarse... #YoMeVacuno",1
3592,3592,primoya,@primoya,2021-02-03,#YoMeVacuno estamos lista!!! ,1
3593,3593,MATRIA,@Emilia_Aprueba,2021-02-03,"#YoMeVacuno 
 #VacunaCOVID19
Yo prefiero hacerme el examen de Covid por el poto",1
3594,3594,mesiguensuspendiendo,@no_tan_obvia,2021-02-03,"A pesar de todo lo que digan, hoy es un día histórico; aún hay esperanzas para combatir esta pandemia. La vacunación masiva  es la única manera, lo demás es música. #YoMeVacuno",1
3595,3595,Fran,@PinwinaKika,2021-02-03,#YoMeVacuno Lo mejor es que los estudios y experiencias en otros países están avalando la vacunación en madres en período de lactancia ,1
3596,3596,Diego,@DiegoAriasAll,2021-02-03,"La pregunta para el próximo censo será, que vacuna tiene? #YoMeVacuno #VacunaCOVID19",1
3597,3597,Michael Monsalves,@Maick516,2021-02-03,Ojalá la vacuna tenga 5G para tener señal en todos lados #YoMeVacuno,1
3598,3598,Pili,@Weis27,2021-02-03,"Rodrigo Delgado, Ministro del Interior, debe firmar un DOCUMENTO de deportación a la PDI para deportar ilegales y delincuentes. Esos que se van en los aviones, es por el documento que firma Delgado / #Prensabasura #VacunaCOVID19 Jadue #ContigoCHV #YoMeVacuno Arturo Zuñiga Chile",1
3599,3599,don garabato,@aherreracordova,2021-02-03,#YoMeVacuno con el pico en 3l ojo que nos meten cada día #RenunciaPineraCtm,1
3600,3600,Catalina,@cataahidalgo,2021-02-03,"Por fin llegó el día  
 #YoMeVacuno",1
3601,3601,Francisca Lara,@fraanlara1,2021-02-03,"Acabo de llamar a mi tía abuela de 85 años que se vacuna mañana en Quillota para darle los dato del lugar donde tiene que ir y me dijo que ya sabía que tenía todo anotado desde el lunes y que irá mañana a primera hora 
 la amo tanto! Lo único que quiero es abrazarla #YoMeVacuno",1
3602,3602,Mariana,@marianich,2021-02-03,"Lista! Por fin vacunadita 
#YoMeVacuno #YoMeCuido",1
3603,3603,Osvaldo Corrales,@ocorralesj,2021-02-03,"El inicio del proceso de vacunación masiva es una noticia extraordinaria que abre una luz de esperanza. Sin embargo, debemos recordar que la inmunidad plena sólo se adquiere luego de la segunda dosis y que entre tanto debemos seguir cuidándonos. #YoMeVacuno",1
3604,3604,Katty Alfaro S.,@kattyalfaro,2021-02-03,"A mi suegro (89 años) lo llevo mañana a vacunarse. Me dice que tiene lista la ropa (una camisa nueva que tenía guardada para eventos especiales) y que se afeitará muy temprano 
#VacunaAdultosMayores #vacunacion #YoMeVacuno",1
3605,3605,Colmed Valdivia,@colmedvaldivia,2021-02-03,"Colegio Médico Valdivia llama a vacunarse y mantener el autocuidado. Llegó la hora de poner el
#YoMeVacuno ",1
3606,3606,Manee,@manehb,2021-02-03,Ojalá la vacuna no venga con chip VTR. #YoMeVacuno #VacunaCOVID19,1
3607,3607,Homo troglodytes,@Homotroglodytes,2021-02-03,"Que hagan el show que se les canten las pelotas, da lo mismo, el inicio del proceso de vacunación de una noticia excelente y hermosa #YoMeVacuno",1
3608,3608,Pili,@Weis27,2021-02-03,"Rodrigo Delgado, Ministro del Interior, debe firmar un DOCUMENTO de deportación a la PDI para deportar ilegales y delincuentes. Esos que se van en los aviones, son por el documento que firma Delgado / #Prensabasura #VacunaCOVID19  Jadue #ContigoCHV delincuente #YoMeVacuno Chile",1
3609,3609,Rodrigo Espinoza R,@RodrigoProtesta,2021-02-03,"#YoMeVacuno y me alegra ver a las y los adultos mayores hacerlos después de tanta angustia y miedo en cuarentena. Pero no debemos olvidar que la #VacunasCOVID19 es parte del mercado mundial de la salud, que los países más pobres no pueden acceder a ella aún.",1
3610,3610,Eduardo Pacheco,@Edopacheco,2021-02-03,"Que duda cabe que es un gran día. Se inicia la vacunación masiva, partiendo por nuetros adultos mayores. Sin duda es una señal de esperanza para los meses que vienen #YoMeVacuno #VacunaAdultosMayores #VacunasCOVID19",1
3611,3611,Frank Morris,@Frank_Morris_,2021-02-03,"Un gusto ver adultos mayores vacunandose, gente educada, sensata, amable otra generacion chilena.
 lastima las generaciones posteriores flaitismo, agresivos mal educados y malacatosos. 
#YoMeVacuno
#VacunaCovid 
#VacunaAdultosMayores",1
3612,3612,Sebastián Véliz,@sevecon,2021-02-03,Me emociona mucho ver a los viejitos vacunarse! Deben haber pasado un año horrible. Con el miedo a la muerte más cerca de ellos.  #YoMeVacuno #VacunasCOVID19,1
3613,3613,juankis,@jcborgono,2021-02-03,"Se quieren tratar con el remedio de Jadue y le tienen miedo a la vacuna. 
#YoMeVacuno #vacunacion",1
3614,3614,Marialo,@13MariaIoBasket,2021-02-03,"No pensaba que fuese a llegar tan pronto. Un pasito más cerca del final.
#YoMeVacuno",1
3615,3615,ara,@xstylesbae,2021-02-03,"hola, tengo una duda, qué pasó con la vacuna Pfizer? Se acabaron las dosis? Dejarán de vacunar con esa? No entiendo, porque ya no hablan de esa vacuna y ahora solo hablan de sinovac #YoMeVacuno",1
3616,3616,Kapodelimon,@kapodelimon,2021-02-03,al final para dónde se fueron las Pfizer? #YoMeVacuno,1
3617,3617,ᴮᴱVicky⁷.,@_1994_hobi,2021-02-03,"Oigan mi abuelo no se quiere vacunar, según el dice que la vacuna no es confiable y que no es obligatoria pero el atiende público por medio de su panadería 
 el tiene 75 años. 

Y yo si quiero que se vacune. 
#YoMeVacuno  #VacunaCOVID19",1
3618,3618,Karina Briceño,@karibric,2021-02-03,"Mi abuela de 95 años sin poder vacunarse por ser alérgica a la penicilina... 
 #VacunaCOVID19 #Chile #YoMeVacuno",1
3619,3619,Magda,@magda_guip,2021-02-03,"Hoy los mayores de 90 años nos han dado un ejemplo de responsabilidad. Que maravilloso verlos y escucharlos con esa sabiduría tan propia de ellos, motivan al resto para que se vacune. #VacunaCOVID19
#YoMeVacuno",1
3620,3620,Francisco Zúñiga,@fcozunigamunoz,2021-02-03,"Como equipo de GEROSABER apoyamos entusiastamente la vacunación de las personas mayores contra el Covid-19 iniciada el día de hoy. 
Sin embargo, volvemos a hacer presente el lenguaje edadista despersonalizado y muchas veces peyorativo que se publica, al referirse...
#YoMeVacuno",1
3621,3621,Paz Tondró,@PazFemininja,2021-02-03,"Quiero ser influencer de la vacuna, si bien es una decisión individual, las consecuencias son colectivas. Por favor vacúnense cuando tengan la oportunidad. #YoMeVacuno #VacunaCOVID19",1
3622,3622,HolimellamoPawii,@PawiiStonem,2021-02-03,"Bitacora de Pawii: Dia 3 de práctica Ctmmmm me toca vacuna
#YoMeVacuno",1
3623,3623,el copi,@elcopizippy,2021-02-03,"El peor plan de vacunación por el peor gobierno de la historia. Qué otra cosa se podía esperar, quedó la cagada al primer intento. Hagan bien su trabajo una sola vez que sea. #VacunaCOVID19 #YoMeVacuno",1
3624,3624,Jeannette Bustos,@Fevian110977,2021-02-03,"Me emociona ver la alegría de los adultos mayores que se están vacunando, si tienen un familiar que no se quiere vacunar, por favor convénzalos y que no rechacen esta oportunidad. Mi abuelita falleció de COVID 19 y no tuvo esta posibilidad. #YoMeVacuno",1
3625,3625,JorgeSaavedraYantani,@jorsaaya,2021-02-03,Hoy se inició el proceso #YoMeVacuno en #Coyhaique y partió por nuestros adultos mayores en reconocimiento a la vida y su aporte realizado al desarrollo de nuestra comuna,1
3626,3626,Pauli,@pauli_ec,2021-02-03,"Me emociona ver a los adultos mayores tan tranquilos, ordenados y muy felices por recibir la vacuna! 
 #VacunaAdultosMayores #VacunaCOVID19 #YoMeVacuno",1
3627,3627,Celestoxica,@celestoxica,2021-02-03,"#YoMeVacuno #VacunaCOVID19  #VacunaAdultosMayores 

no entiendo el miedo a la vacuna si el gobierno nos vacuna todos los dias",1
3628,3628,Mel,@MelitaGarrido,2021-02-03,Obvio que #YoMeVacuno #VacunaCOVID19 ojalá me toque pronto ,1
3629,3629,Gerardo Campos,@micontribuyente,2021-02-03,"Pregunta seria:
Puedo tomar alcohol al ponerme la vacuna? 
Digo...para prepararme #YoMeVacuno",1
3630,3630,Nelson Garrido #YoAprueboConvencionConstituyente,@NelsonEGarrido,2021-02-03,Que bueno que la gente mayor dando el ejemplo de responsabilidad cívica de pensar en el resto haya ido a vacunarse y de paso dando mensajes a los imbéciles de los antivacunas ojala se vayan aislando y sus teorías sin fundamente vayan quedando en el olvido. #YoMeVacuno,1
3631,3631,cristianvalescuela,@cristianvalescu,2021-02-03,"Fallecidos por vacunarse (?) : 23
Fallecidos por NO vacunarse : 2,2 millones

No hay donde perderse 
#YoMeVacuno",1
3632,3632,@EspinosaCristia,@EspinosaCristia,2021-02-03,#YoMeVacuno por la salud de todes y también por la mía.,1
3633,3633,Gabriel Molina,@gabzwing,2021-02-03,Feliz de vacunarme en el hospi donde trabajo #YoMeVacuno,1
3634,3634,karencita,@karencitalinda6,2021-02-03,CON UNA VACUNA SEGURA Y PARA TODA LA POBLACIÓN..!!!!  #YoMeVacuno,1
3635,3635,Jose Miguel,@JMSC1982,2021-02-03,"Hoy se vacunaron mis dos abuelos. Tremendo!!! #YoMeVacuno orgullo 
@GobiernodeChile",1
3636,3636,Felipe Abalos #YoVoteRechazo,@abalosfelipe,2021-02-03,"Hasta el momento y para ser el primer día la campaña del 
@GobiernodeChile
 #YoMeVacuno es todo un éxito, sólo algunas descoordinaciones puntuales, felicitaciones a los Seremis de Salud, Intendentes, Gobernadores, Alcaldes y personal de Salud en general...

#VacunaCOVID19",1
3637,3637,Galo Herrera Baquedano,@galoherrera,2021-02-03,"#YoMeVacuno es un acto de responsabilidad social y personal.
#corta
En cuanto mi turno llegue, lo haré inmediatamente.
Hoy es un buen día para Chile.",1
3638,3638,Sergio Sáez,@SergioSaezF,2021-02-03,"Feliz por los muchachos y muchachas más grandes! Vacunándose con toda la energía.. nuestra sociedad está tan en deuda con ellos (pensiones, salud, etc) .. lo mínimo es que sean los primeros en estar protegidos contra este maldito bicho #YoMeVacuno",1
3639,3639,Sebastián Andrés,@seanguepe,2021-02-03,"Los weones antivacunas seran los primeros que van a andar weando en las discos, malls, etc,  gracias a quienes se vacunaron.. #YoMeVacuno",1
3640,3640,Jon Purple,@detintasyrock,2021-02-03,"Los abuelos dando el ejemplo, na´de hueás!
#YoMeVacuno
#VacunaCOVID19",1
3641,3641,Fernando,@Fernand96727398,2021-02-03,Pedirle a los medios que no sean ellos la noticia y respeten el distanciamiento. #YoMeVacuno,1
3642,3642,AlejoBarrett,@alejobarrett,2021-02-03,"Se echan cicatricure y no creen en la vacuna?

#YoMeVacuno",1
3643,3643,Andrés Wallis,@jawallis,2021-02-03,"Chile celebra el inicio masivo de la vacunación contra el Covid 19, cada días serán más y más las personas que gozarán de cierta tranquilidad frente al virus, otros esperamos entusiastas. 
#YoMeVacuno 

Que triste día para los anti todo.",1
3644,3644,Trini Swinburn Correa,@triniswinburn,2021-02-03,"Papá vacunado 
#YoMeVacuno",1
3645,3645,Javi,@Jaavi_NSR,2021-02-03,"Estuve investigando que las personas que tienen Guillain-Barre tienen que tener precauciones sobre la vacuna,valo mismo para las personas quetuvieron el síndrome?ysi una persona tiene shock anafilácticos por alergia alimentaria tampoco se pueden vacunar?#Yomevacuno #VacunaCOVID19",1
3646,3646,sarcainomano,@sarcainomano,2021-02-03,"#YoMeVacuno pero mas adelante, por mientras, estaré pendiente por si aparecen efectos adversos en quienes se inocularon.",1
3647,3647,Paloma Martínez,@plumemartinez,2021-02-03,"Mucha esperanza x proceso de vacunación. Ganas de q todo esto termine pronto y poder reencontrarme con tantos a quienes quiero y he extrañado mucho. Pero no bajaremos medidas de prevención. Uso de mascarillas, distancia física y lavado de manos frecuente.
#YoMeVacuno",1
3648,3648,Daniel,@danlprz,2021-02-03,"Detalles más, detalles menos, pero parece que el primer día de vacunación masiva ha sido bueno. Se agradece. #YoMeVacuno",1
3649,3649,Katty,@KatheIvett,2021-02-03,"Lo que mas emociona es ver a tanto adulto mayor de 90 lucido, de impecable presentación. Tomaron esto como un deber cívico y sobre todo se nota que tienen ganas de seguir viviendo... Cuanto ejemplo de sabiduría y templanza #YoMeVacuno #Chile",1
3650,3650,Mr. Farenheit..,@mr_farenhein,2021-02-03,"Todo es show...!
Andan puro contagiando viejitos!

#YoMeVacuno #VacunaCOVID19",1
3651,3651,Presencia de Felipe,@PresenciaFelipe,2021-02-03,"#YoMeVacuno Obvio, con todos los medios de información que hay, es impensado e irresponsable, tener una postura antivacuna en estos tiempos",1
3652,3652,Juan Pablo #NoMasDerecha.,@Rojohocicon,2021-02-03,"Es despelote en La Florida y Viña del Mar. 
#YoMeVacuno",1
3653,3653,Bruh,@MomentoBruh_,2021-02-03,"#YoMeVacuno
Todo el rato po",1
3654,3654,constantina,@constantinaopla,2021-02-03,"Lista con mi vacuna #sinovac, hasta ahora ningún síntoma o molestia ajeno a los propios de cualquier vacuna, solo la conexión 5g y el control mental que aún no se habilitan 
. 
Igual debo seguir cuidándome por todos los que aún no se pueden vacunar 
 #YomeVacuno",1
3655,3655,Paloma,@Paluansoy,2021-02-03,Amo a las personas mayores que han dado su testimonio del proceso de vacunación. Que refrescante escuchar a la gente decir cosas positivas y entusiasmados por cuidar su salud #YoMeVacuno,1
3656,3656,Javiera Vilches,@JaviitaAle,2021-02-03,Que infumable que es Cárter! #YoMeVacuno,1
3657,3657,Manuel.Molina86,@ManuelMolina86,2021-02-03,"Un total acierto empezar con nuestros adultos mayores 
 @ministeriosalud
  
@muni_chillan
 
#YoMeVacuno",1
3658,3658,Mario,@mavillal,2021-02-03,"Me imagino que todos los registros a nivel nacional están siendo gestionados en una plataforma. 

Cierto?

#YoMeVacuno",1
3659,3659,Huemul Milenario,@HuemulMilenario,2021-02-03,"Dónde están vacunando con #Avifavir ? Confío mucho más en ese 
 #YoMeVacuno",1
3660,3660,ʟu ʀoᴅяíɢuᴇᴢ,@lubluck,2021-02-03,"Un gran aplauso a todos los abuelitos que nos están dando clases de educación cívica, buen comportamiento y amor por la vida una vez más. 
  
#YoMeVacuno #VacunaCOVID19",1
3661,3661,Mariel,@marielv08,2021-02-03,"Posta el 
@gcba
 no quiere vacunar a las personas menores de 60 sin enfermedades preexistentes? 
@horaciorlarreta
 es mi derecho vacunarme  y Uds me lo pueden negar!
#VacunasCOVID19 
#YoMeVacuno",1
3662,3662,Paloma Martínez,@plumemartinez,2021-02-03,"Pregunta seria: ¿alguien sabe si la vacuna es a base de huevo?. Algo muy relevante para quienes son alérgicos severos. ¿Cuál es el protocolo ante esos casos?
#YoMeVacuno",1
3663,3663,Sebastián Andrés,@seanguepe,2021-02-03,La Reginatto dando la cacha como siempre xD #YoMeVacuno,1
3664,3664,eugenioquintana,@eugenioquintana,2021-02-03,"#YoMeVacuno pero SE que NO vamos a llegar a la inmunidad de rebaño pronto,con harta cuea a fin de año. Entonces el CSM del 4% ve en ésta su papelito de los mineros y con este mensaje la gente se va a relajar más aún y va a quedar la kgah 
 #VacunaCOVID19",1
3665,3665,Patricio,@PatoRockers17,2021-02-03,"El tremendo show que hizo Rodolfo Carter en el Estadio La Florida  y deja esperando a las personas más de una hora y aglomerados. Mejor que trabaje callado y solucione las cosas para sus vecinos 
 #YoMeVacuno #Covid19Chile",1
3666,3666,#No_Guerra_Contra_PuebloMapuche,@jazzun,2021-02-03,La comunicación de riesgo se desvanece con la desmedida celebración de inicio de vacunación. No pueden evitar parecer winners #YoMeVacuno,1
3667,3667,Pedro Iturrieta Ver,@piturrietav,2021-02-03,"Los Adultos Mayores sin distinción, llegaron temprano esperando a ser vacunados.
Estoicos y optimistas, una gran lección de quiénes han debido exhibir lo mejor de sí en estos oscuros tiempos..
#YoMeVacuno",1
3668,3668,Tana Borsotto. Voté #Rechazo,@TanaBorsottob,2021-02-03,"Hoy los adultos mayores nos están dando una lección de responsabilidad ,sigamos  su ejemplo ,colaboremos ,seamos responsables ,vacúnemonos por nosotros ,por quienes queremos ,por nuestro país 
#YoMeVacuno",1
3669,3669,Benja Félix,@Cambiadechannel,2021-02-03,Ahora los viejitos tienen que ir a la sucursal de movistar mas cercana para activar el chip #YoMeVacuno,1
3670,3670,ana maría pérez gana,@PrezGana,2021-02-03,"¿Qué se puede hacer cuando tu mamá, 84 años, no se quiere vacunar, con plena autonomía decisional ?
Algunos miembros de mi familia antivacuna covid la convencieron!!
#YoMeVacuno",1
3671,3671,Biblio nada,@biblio_nada,2021-02-03,"Tengo una duda.
¿Por qué le preguntan sobre medicamentos a los médicos? 
¿No deberían preguntarle a los químicos farmacéuticos? #YoMeVacuno",1
3672,3672,Andrés,@andres20ad,2021-02-03,"No es casual que toda la prensa y la tv de derecha esté con los alcaldes Lavín, Barriga y Carter. Tantos alcaldes que existen y siempre la #PrensaBasura muestra a los mismos de siempre. Usan la pandemia con fines políticos. La secta de la derecha no respeta la vida. 
#YoMeVacuno",1
3673,3673,Pan (:,@PanParanoiid,2021-02-03,"Me da mucha vergüenza leer los argumentos #antivacunas. ¿Para qué tienen internet si lo van a usar como las weas? 
. Gentecita, antes de opinar lea. Actualmente podemos acceder fácilmente a la información científica! #YoMeVacuno",1
3674,3674,Noelia Zunino,@noezunino,2021-02-03,Hoy es un gran día!!!! #YoMeVacuno,1
3675,3675,Belén Cuello Vargas,@_bel_en,2021-02-03,"Es hora de que los QF dejen de estar tras bambalinas y que se asuma el rol social que tenemos. Hoy más que nunca se nota como falta educar a la población sobre medicamentos, y es nuestro deber hacerlo. 
#YoMeVacuno",1
3676,3676,Daniel Silva,@TV_DanielS,2021-02-03,"Según el DEIS ya se han vacunado 71.516 personas este día miércoles. ¡¡Vamos que se puede!! Me alegra escuchar los llamados a la cordura de los adultos mayores. #YoMeVacuno 
@meganoticiascl",1
3677,3677,Jonathan Oberreuter,@jonysatie,2021-02-03,Piñera podría haber dado un golpe comunicacional si se hubiese sido el primero en vacunarse. #YoMeVacuno #VacunaCovid19 #PrensaBasura,1
3678,3678,Christian Jorquera,@CiudadanoChriss,2021-02-03,"Es esencial que cada uno colabore con el proceso de información del proceso de vacunación y lo seguro que es,  desde nuestras redes, círculos y espacios -aunque sean pequeños- desde la familia al trabajo, pasando por los amigos. No dejemos espacio a la duda. #YoMeVacuno.",1
3679,3679,Rubén Silva,@islachilote,2021-02-03,"Profundamente emocionado que las cosas funcionen bien. En #Talcahuano llegaron a vacunar a domicilio a mis papas de 90. Ellos tenían su bandera blanca. Mi mamá les regaló galletas, porque así son ellos. Gracias al personal médico, a 
@munitalcahuano
 @HenryCamposCoa
  #yomevacuno",1
3680,3680,YULIAN ANDREA,@YIULLIA,2021-02-03,"#YoMeVacuno igual ha sido bastante lindo ver tanto adulto mayor llenos de energia, bien pinteados, con palabras tan sabias",1
3681,3681,Dani Fielder~,@danitriel,2021-02-03,"Oigan 
@ministeriosalud
 ¿Qué solución van a ofrecer a las embarazadas o las mujeres que están dando lactancia, ya que no las quieren vacunar? ¿Les van a extender el postnatal? ¿O las van a enviar a a teletrabajo? #YoMeVacuno",1
3682,3682,Alexis Alvarez,@Alexis_AlvarezG,2021-02-03,Cuando pueda (por la edad)  #YoMeVacuno,1
3683,3683,M@rcelo Espinoza ,M@rcelo Espinoza ,2021-02-03,Los adultos mayores dando el ejemplo #YoMeVacuno,1
3684,3684,Juan Bautista,@juaniquillobau,2021-02-03,"Los viejos son pura sabiduría. Por eso hay que cuidarlos.
#YoMeVacuno",1
