Nombre de usuario,Usuario,Fecha,Texto
Secundino Galeano,@SecundinoGalea3,2020-11-24T13:21:06.000Z,"COMO PARA NO CREER

Tenemos mas MUERTOS  y CONTAGIADOS , en Colombia , que toda CENTRO AMÉRICA , casi los doblamos en casos reportados

Conclusión : Mal manejo de la Pandemia , por la parte Gubernamental

Y la vacuna en veremos."
Primera Página Radio,@PPRadio919,2020-11-24T13:14:01.000Z,"#AperturaDelDólar 
 Con las crecientes esperanzas en una vacuna eficiente contra el Covid-19, el dólar abrió en $3.650, sube $1,95 frente a su cierre de ayer. 
@Javeriana919fm
 #Colombia"
ⒶⓁⓉⒶⓃⒺⓇⓄ,@Altaner0,2020-11-24T13:09:02.000Z,"Que Colombia no apoyó el levantamiento de la patente de la vacuna, porqué acá tenemos mieltertos con Saúco, miel y propóleo 
.

Ah, y moringa "
Humo Vinotinto,@Humo_Vinotinto,2020-11-24T13:03:41.000Z,"La vacuna de Pfizer contra el Covid llegará en diciembre a 4 país de Suramericana, mientras que aquí en Colombia decidimos quién va a reemplazar a Queiroz !"
Lariza Pizano,@lpizanor,2020-11-24T12:40:45.000Z,"En entrevista de 
@EspinosaRadio
 a CEO ase Pfizer para Latam, la señora afirma que Perú, Panamá, Chile y otros dis países, entre los que No está Colombia, tienen acuerdos firmados para vacuna."
Juan Carlos Lasso Fuentes,@juanlass,2020-11-24T12:35:17.000Z,"En el primer trimestre de 2021 se empezaría a aplicar la vacuna contra el COVID-19 en Colombia: 
@GinaTambini
representante de la 
@OPSOMS_Col
Vía #SeñaldelaMañana 
@RadNalCo
@InstitucionalTV
#LaVacunaDebeSer"
patyg_2#lasmamisdelteamken,@MaraMoraimaCas1,2020-11-24T12:31:00.000Z,Que tristeza que en todo el mundo la vacuna para el covid sea gratis y aquí en Colombia la van cobrar
Jesus Federico,@redkatzen,2020-11-24T12:30:45.000Z,"No se les olvide que Duque voto en contra de la vacuna libre para todos, seguro espera que solo su grupo se vacune en Colombia."
Jurista Antiuribista,@JAntiuribista,2020-11-24T12:22:19.000Z,"La vacuna de Pfizer contra el COVID llegará en diciembre a Perú y México, entre otros.

Mientras tanto en Colombia... aún discutimos los efectos del rasho homosexualizador, esperamos la vacuna de Patarroyo, y esperamos los milagros de la moringa.

Así somos..."
Randy Espitia Martínez,@RandyEspitiaMa1,2020-11-24T12:20:35.000Z,"Colombia aun no tiene acuerdo con pizer por la vacuna, otros países como peru lo tienen; que atraso en las negociaciones del Gobierno."
Vaselina Mental,@VaselinaMental,2020-11-24T12:20:07.000Z,"¿#FelizMartes recuerdan que 
@IvanDuque
 delegó a #PachitosSantos para negociar la vacuna? Bueno según entrevista de 
@NoticiasCaracol
 con @Pfizerlnc Colombia hasta ahora está en conversaciones. Ya sabemos que para el delegado primero estaba ayudar a la campaña de #Trump. #Imbecil"
Orlando Amorocho Ch,@AMOROCHOorlando,2020-11-24T12:04:13.000Z,"Antes que termine el 2020 ya podrían haber varios Vacunados. Costa Rica- Pero Chile- Mexo -Ecuador y  Colombia  que e stá en Conversaciones, serían bebeficiados. Esa vacuna debe estar almacenada a  70 grados. Después del 10 de Diciembre si  se autoriza sera distribuida. 
Pfizer"
Félix Villarroel,@felixvillarro14,2020-11-24T12:00:05.000Z," MUNDO

• Malas noticias,Vacuna d Oxford y AstraZeneca tiene una efectividad del 70,4%

• Donald Trump autoriza el inicio d los protocolos para la transición

• Colombia reportó 7.965 casos d covid-19 este lunes

• Italia descarta una apertura total en navidad"
juan jose Viejobueno,@JoseViejobueno,2020-11-24T11:59:00.000Z,"Decepcionante apoyo de 
@GustavoBolivar
 al 
@EfrainCepeda
 en su propuesta de cobrar vacuna contra la enfermedad COVID-19.
¿Acaso en Colombia la salud no es universal?
¿La aplicación de las demás vacunas se cobra según estrato socio económico? 
¡Esa ley, si prospera será demandada!"
El Axioma,@Elaxioma_com,2020-11-24T10:15:00.000Z,"#23Nov #Internacionales 
Trump indica que da luz verde a transferencia de poder a Biden
Equipo de Biden empezará reuniones con funcionarios de Trump
Siete muertos y nueve heridos por deslizamiento en Colombia
Vacuna de Oxford tiene alta eficacia y será fácil de distribuirLa noticias internacionales más importantes hoy
elaxioma.com"
Linulera,@linulera,2020-11-24T08:25:13.000Z,Entre Petrismo y Uribimo Colombia no tiene remedio... deje así... yo seguiré en mi campiña y esperando la vacuna en el 1r semestre del 2021... 
Danee Serpa,@DaneeSerpa,2020-11-24T08:15:03.000Z,"#AmanecerW Colombia no apoyó el suspender los derechos sobre la patente de la vacuna del Covid, hecho lamentable... sino que aparte proponen que estratos 5-6 paguen su vacuna de COVID. ¡EL COLMO!"
Metamorfosis 1970,@Metamorfosis194,2020-11-24T03:10:33.000Z,"Nos quieren matar a todos.   Colombia se abstuvo de votar positivo para tener la vacuna contra el covid. Malparidos , ratas,  asesinos ."
Omar Orlando Salazar,@OOSalazarFutbol,2020-11-24T02:37:19.000Z,"La “brillante” idea de un senador en Colombia
(Efraín Cepeda):cobrar a la gente de estrato social 5 y 6 la vacuna contra el Covid es impresentable.
El mundo no puede darse el lujo de elegir quienes se la ponen gratis y quien no.
Ridículo,absurdo,
inconsecuente."
SANTIAGO GR,@Santiago_GR89,2020-11-24T00:23:27.000Z,Yo entiendo el afán de la vacuna y que Colombia nada que firmó y tocaría esperar para junio. Pero de buena están tan necesitados de vacunarse sin ni siquiera esperar un efecto colateral de las vacunas?
Mateo Stivelberg,@mateinfilms,2020-11-24T00:13:00.000Z,"Si la Vacuna está lista en marzo para Colombia, eso significa que en Enero ya está en San Andresito"
@fabianricardos7,@fabianricardos7,2020-11-24T00:07:50.000Z,"No se la verdad en cuanto puede costar la vacuna del covi el problema que cuando llegue a Colombia algunos colombianos no tendrá la plata para comprarla  #LeharíaVudúA 
@dani3palacios
 @JuanpaLaguna
 @CarlosMiraCM
 @CarteLdeLaMega"
Leosball1,@faroballest,2020-11-23T23:58:13.000Z,El gobierno de Colombia espera que en un gesto de generosidad le donen la vacuna.
Monica Maria,@SoyMonicaMar,2020-11-23T23:51:08.000Z,"Que brutalidad la propuesta que los estratos 5 y 6 paguen la vacuna. Claro que la van a pagar.... y entonces los van a vacunar primero?? #Vaccin 
Quien fue el genio?? #Colombia"
Luis Camargo,@camargosky,2020-11-23T22:58:19.000Z,"El gobierno de Colombia, abusivamente y sin consultar con los conocedores del tema, se abstuvo de votar en la OMC, a favor de desbloquear patentes de la vacuna contra el Covid-19. Sigue lamiéndole a Trump y a las multinacionales de la farmacéutica. Vergonzoso."
Jack Baltimore,@JackDeLaConcha,2020-11-23T22:43:13.000Z,"Colombia y el acceso a la vacuna del coronavirus va a ser como cuando uno no va a cine y espera mejor a que pasen la película por Caracol. 

#AnalogíasChimbas"
Aleja Rojas,@alejarojas_g,2020-11-23T21:48:08.000Z,El 80% de la producción de la vacuna contra el COVID ya está comprometida para los países ricos... y Colombia tiene el cinismo de abstenerse de votar a favor del acceso libre a la misma. Jueputa karma el que estamos pagando con Duque.
DianaCarolina Bernal,@28Carolbernal,2020-11-23T21:09:30.000Z,"Necesito que alguien objetivo y que sepa cuál es la razón real (sin meterle política a la vaina), me explique por qué Colombia se abstuvo de votar para la liberación de la patente de la vacuna? 

No entiendo nada de la vida "
La Noche NTN24,@LaNocheNTN24,2020-11-23T21:06:28.000Z,"Tema en 
@LaNocheNTN24
 → Un artículo en proyecto de ley que cursa en el Congreso de Colombia propone que los estratos 5 y 6 paguen por la vacuna contra el #COVID19.

¿Está usted de acuerdo con exigir el cobro a estas personas? ¿Por qué? 

Participe en 
@LaNocheNTN24Sí estoy de acuerdo
34,4 %
No estoy de acuerdo
65,6 %
640 votos
·
Resultados finales"
Maria Angelica Prada U.,@MariaPradaU,2020-11-23T21:04:24.000Z,"Necesitamos urgente unos de los videos de 
@SandSuarez
 explicando por qué es tan grave que Colombia vote en contra de la #VacunaLibre de patente ante la OMC. 

¿Nos ayudas a exigir al gobierno que vote a favor de liberar de patente la Vacuna del Covid para salvar vidas?"
"Isabel Londono Polo, Ed.D",@isalondono,2020-11-23T20:53:40.000Z,"#vacunalibre el voto de Wills en la OMC por el tema de la vacuna covid es un voto-harakiri, como el de Colombia por el presidente actual del BID. Gobierno poco estrategico o tonto. 
@MariaPradaU
 @Enriqueprietor"
Zamil,@zamivar,2020-11-23T16:26:48.000Z,"Si 
@BioNTech_Group
 va vender la vacuna en Europa en 15.5 € quiere decir que acá en Colombia la vacuna va costas 600.000 pesos."
Físico Impuro®,@FisicoImpuro,2020-11-23T16:16:42.000Z,Pueden creerlo? En la OMC (Organización Mundial de Comercio) hubo una votación para levantar temporalmente las patentes de la vacuna del Covid con la intención de que cada país la pueda fabricar si tiene los recursos: Colombia los tiene. ¿Saben como votó Colombia? SE ABSTUVO
Jesús,@CMoraJesus,2020-11-23T15:55:30.000Z,A nivel internacional Colombia votó en contra de los intereses de Colombia (con respecto a la vacuna). Parece una proyección de lo que pasa a nivel nacional todos los días por siempre jamás.
William Rodríguez,@InferaLupo,2020-11-23T15:26:36.000Z,"El G20 (las economías más fuertes del mundo) hablando sobre como garantizar la vacuna del Covid a todos sin importar su riqueza. / Colombia absteniendose de votar en la OMC a favor de abrir la patente de la vacuna y poder fabricarla aquí.
Lógica nivel Uribismo."
juan felipe,@jpipe12,2020-11-23T15:19:30.000Z,#GobiernoDeInutiles como es que Colombia vota en contra de garantizar acceso libre a vacuna del Covid (derechos sobre la patente). #URGENTE #GobiernoDeLaMentira
Juan Pfizerveza,@UnaCervezaPues,2020-11-23T15:15:49.000Z,"Colombia no quiere firmar acceso libre a la vacuna contra el virus, será por que ya tienen listo el negocio? 
Lo digo por si toca fingir sorpresa gran hijueputas."
JUAN DAVID HUERTAS M,@jdhmejia,2020-11-23T14:43:04.000Z,El gobierno de #Colombia  ni siquiera cumple el deber mínimo de proteger los intereses de la Nación. Votar no en OMC ante la posibilidad de poder producir la vacuna contra el COVID en el país es una muestra de que el actual gobierno es enemigo del Estado.
Aleja-A,@Alejitadetal,2020-11-23T14:38:54.000Z,"Tenemos claro que aquí en Colombia no va a llegar la vacuna del Covid19, porque si llega, Duque sale como Pepa de Guama."
𝙋𝙖𝙣 𝙑𝙡𝙖𝙣𝙙𝙙𝙞𝙩𝙤 + 𝙄𝙑𝘼,@PanVlanddito,2020-11-23T14:34:54.000Z,"No se preocupen que en Colombia, entre paras y disidencias, la vacuna llega rapidito a todos los rincones del país."
Maria Paula Rodríguez,@mariap8910,2020-11-23T14:27:30.000Z,"Ya vamos 76 mascares, más de 300 personas asesinadas. La pandemia de la violencia está atacando Colombia sin tregua. Las noticias de la muertes en el día a día se normalizan. Ya no más, en nuestros votos está la esperanza de una vacuna..."
Diego Morabello,@diegoleomora,2020-11-23T13:56:30.000Z,"Eso de que Colombia se abstenga en la votación que decide el acceso libre q la vacuna de COVID-19 demuestra la falta de educación que tenemos y los malos resultados generados por los intereses económicos individuales. Ahora el pago será la muerte de más personas, normal acá!"
Jimmy,@Jsanchezlopez1,2020-11-23T13:23:34.000Z,"Están planeando un último #confinamento en #Colombia antes de la llegada de la vacuna #anticovid.
¿Será cierto 
@infopresidencia
 ?"
LUIS JOSE CORREA,@LUIS4544,2020-11-23T12:26:30.000Z,Vemos reportes de países con compromiso fijo para adquirir vacuna vs covid ... y Colombia no suena ni para Oxford ni con Pfizer ...  Esperemos que no sea cierto...
Jorge Cura Amar,@jorgecura1070,2020-11-23T12:00:47.000Z,"En entrevista con el Doctor Salman Habib, expresa que a finales de diciembre o inicios de enero estaría siendo vacunada la primera población de Estados Unidos por el laboratorio Moderna.Recalca que, segun esto, a partir de marzo del 2021 podría estar llegando la vacuna a Colombia"
Juan Diego Bedoya Gonzalez,@juanbedoya73,2020-11-23T11:44:32.000Z,Y Colombia se abstuvo de votar para que la vacuna contra el COVID fuera de libre acceso. Nooooooorrrmaaaal!
RicardoGonzálezDuque,@RicardoGonDuq,2020-11-23T11:22:01.000Z,"La vacuna contra el covid-19 llegará a Colombia en...1er Semestre 2021
20,2 %
2do Semestre 2021
32,1 %
2022
18,3 %
2023
29,4 %
109 votos
·
Resultados finales"
Esperanza Rico Laverde,@EsperanzaRicoL,2020-11-23T11:06:14.000Z,"Astrazeneca dice que ensayos avanzados de la vacuna contra el covid fueron altamente efectivos para prevenir la enfermedad.
 
Desde hoy España exigirá prueba PCR negativa a los viajeros provenientes de Colombia."
Arley Sánchez,@arleysanchezp,2020-11-23T10:45:42.000Z,"¡Ojo al plus que tiene la vacuna de Oxford!
Esta no necesita ser guardada en congeladores sino en neveras. 
En el caso de Colombia, las bodegas del Ministerio de Salud congelan a -30°C y para congelar las otras vacunas, como las de Pfizer, se necesitan -70°C."
Maritza Aristizabal,@Maryaristizabal,2020-11-23T09:18:41.000Z,"Buenos días Colombia. Nos vemos a la 5:30AM en 
@NoticiasRCN
-Seguimos en San Andrés y providencia destruidos por Iota.
-Investigan masacres en Antioquia y Cauca.
-Vacuna de Oxford tiene entre 70% y 90% de efectividad.
-Hoy nuevas marchas en Bogotá.
-Balance de tercer día sin IVA."
Fede,@FicoYPlaca,2020-11-23T07:59:31.000Z,Menos mal la vacuna de Oxford/AZ funciona... A 80 dólares por cabeza (lo que costarían las dos dosis de Pfizer) no veo cómo países como Colombia podrían pagar la vacunación de millones de personas.
Fabio H. Santana U.,@Toto_fabio,2020-11-23T04:56:09.000Z,"Hace 50 años, Colombia fué País piloto x Universidad de Antioquia, para fabricar aplicar y exportar vacuna antisarampion L-16SSW, hecha con virus vivos. UNICA VACUNA, que inmuniza por toda la vida.
Enfermedad infecciosa, con fiebre, inflama pulmones, cerebro y produce la muerte."
,@ItsdoubleJaybro,2020-11-23T03:42:39.000Z,"Yo necesito saber si a los influencers de Colombia ya les dieron la vacuna o qué, mi Herma esa gente pasa TODOS LOS DÍAS EN LA CALLE Y SIN TAPABOCAS Y NI UNO SOLO HA ESTADO MAL CON EL VIRUS MK"
@prinecafe,@prinecafe,2020-11-23T02:22:32.000Z,Colombia en  los últimos lugares de la cola por la vacuna antivirus. Mientras Venezuela y Cuba estan proximos a recibir las vacunas Chiana y Rusa lo que es decir que ellos estaran adelante en el control a pesar de estar en desventaja estratégica y padeciendo bloqueos de occidente
joe louis,@didundi,2020-11-23T01:47:10.000Z,"COLOMBIA votó en contra d la posibilidad d producir la vacuna y así no sólo garantizar la vacuna y reducir costos

Es normal, hace rato se ve q la orden es comprar a Pfizer o al q sea, al precio q le impongan, d ñapa el día q a los países productores les dé la gana

Coman cuento"
Seth Mnzs,@SethMnzs,2020-11-23T01:35:09.000Z,El gobierno de Iván Duque Colombia votó en contra suspender los derechos de propiedad intelectual para una posible vacuna del Covid 19. Nos quieren matar como sea. País infame.
Narciso E. Matus Diaz,@NinoMatus,2020-11-23T00:47:54.000Z,#VacunaContraElCovid en etapa de aprobación para distribución. Ojala la carrera de Colombia ya tenga dineros en caja. Operación simple: US$3 x vacuna para 40 millones de Colombianos ¿Cuánto da?. ¿Hay la plata cuando el Ppto de Salud es solo del 2.04% del total nacional?
Felipe Velez,@afvv1675,2020-11-22T22:50:47.000Z,"En Colombia no se puede salir, vale más los peajes que la comida y la gasolina del carro. Estos descarados que colocan los peajes ya los quieren poner cada dos kilómetros, y caros y todo mundo callado.. hay es que hacer algo los ricos nos están cobrando vacuna de frente."
El Blog de Jenni,@elblogdejenni,2020-11-22T04:06:14.000Z,"Veo mucha gente sin tapabocas en Colombia 
, será que allá ya llego la vacuna y no han contado nada en noticias? "
Colombia sin MEMORIA,@marulo1975,2020-11-21T16:13:13.000Z,"Una pregunta inquietante, en el caso de que salga la vacuna del covid19, Colombia está preparada económicamente para adquirirla y suministrarla a todos los colombianos ó recurriremos a las ayudas de los colombianos como lo hacen en las tragedias
@IvanDuque"
KARYM,@KarymirandaH,2020-11-21T14:21:09.000Z,"Nojoda si en colombia cuesta la vacuna de la influenza 50mil, se imaginan la de COVID?"
Enzo Gorlomi,@maritoleon,2020-11-21T09:14:54.000Z,"Veo con espanto que en Colombia ya antes que supieran que hay una vacuna empezaron a creer que esta crisis terminó. Mucho folclor y ya estamos imaginando que este fin de año va a ser como el final del Regreso del Jedi, la rumba, la joda y todo lo que viene consigo..."
David Gonzalez,@davidgonzalezr,2020-11-20T20:28:26.000Z,"Por qué el Senado de Colombia no se ha pronunciado, frente al ofrecimiento del Gobierno de Rusia, de la vacuna del Covid19, gratuita?"
Laura Isabel,@FloresDeLaurel,2020-11-20T17:56:34.000Z,¿Cuántos siglos tardará alguna vacuna en llegar a Colombia cuando se apruebe la distribución?
Oveja sin vacuna.,@ElDespelucao,2020-11-20T17:22:53.000Z,¿De verdad hay gente que vive aquí en Colombia esperando la vacuna?
Efraim Gonzalez,@efraim96,2020-11-20T17:21:59.000Z,"Cuánto tiempo después de que llegue la vacuna del Covid-19 a Colombia usted pensaría en aplicársela?Al mes
57,9 %
A los seis meses
26,3 %
Al año
5,3 %
No me la voy aplicar
10,5 %
38 votos
·
Resultados finales"
Libardo Lopez,@Libardopez,2020-11-20T14:39:01.000Z,"En #Colombia la vacuna no necesitará refrigeración, estamos preparando el decreto...."
ColombiaCalling,@ColombiaCalling,2020-11-20T13:50:20.000Z,Prepárense para la campaña política 2022 para la vacuna del #Covid19 en Colombia.
buho ™,@buho_media,2020-11-20T13:41:54.000Z,"#Alertasbuho #COVID__19  20/11

1. 
@MinSaludCol
 Colombia registró 7.487 casos nuevos de COVID-19 para un total de 1.225.490 contagios - 
@WRadioColombia
  
2. Vacuna anticovid: Pfizer pedirá este viernes autorización para comercializarse en EEUU - 
@lafm"
Alfred,@alfredo82733335,2020-11-20T00:24:40.000Z,"Cuando va a llegar la #vacuna del #COVID19 a #polombia?

Sencillo: cuando toda #europa y #EstadosUnidos este vacunada. En resumen estamos últimos en la # fila. Buena esa 
@IvanDuque
 y 
@MinSaludCol
 no esperábamos menos de uds en #Colombia"
duver2177@gmail.com,duver2177@gmail.com,2020-11-20T00:04:36.000Z,"La pseudoperiodista diana calderon dice en radio, ya en marzo está a la vuelta de la esquina la vacuna para américa latina de la farmacéutica estadounidense, y la rusa está hace tres meses en Venezuela jaja, pobre Colombia con estos políticos y estos periodistas"
FACARDELAR AREVAS,@facardelar,2020-11-19T23:58:15.000Z,Acá en COLOMBIA. Q LE PONGAN ESA VACUNA AL PRESIDENTE. A LOS CONGRESISTAS. A LOS MINISTEOS Y TODOS ESOS POLITICOS Q NO SIRVEN SINO PARA ROBAR. SI LA VACUNA SIRVE SE SALVAN. SI NO SIRVE. SE SALVA EL PUEBLO COLOMBIANO
Angel Gonzalez,@angelegp1_angel,2020-11-19T21:03:26.000Z,"Esos de fecode son como un virus y Colombia tiene que aplicar una vacuna contra esa infección, pronto."
Lucy Saldaña,@lucysalda19701,2020-11-19T19:42:06.000Z,"La peor pandemia en Colombia que no se ha logrado conseguir la vacuna es la corrupción. Que tiene un pueblo con pocos ricos y muchísimos pobres que en el abandono sobre viven diariamente.
Ahora con el Covi-19 se desnudó la pobreza por la corrupción en salud en vías, empleo, etc."
Kenny Del risco,@kennydelrisco,2020-11-19T18:38:35.000Z,"Escuche decir que la vacuna del Covid llegará a Colombia a finales del 2021. De ser así, será el caballo de batalla de AUV para afincarse aún más en el poder. Haciendo política con la salud de los ciudadanos."
Carlos Andrés Clavijo,@carlosclavijo01,2020-11-19T18:32:05.000Z,"De llegar la vacuna del COVID19 a nuestro País Colombia! Se debe de distribuir de acuerdo para los que más la necesiten y no por los que más paguen! 
@IvanDuque
 @MinSaludCol
 de lo contrario se prolongará más la PANDEMIA. Igual en nuestra ciudad! 
@JorgeIvanOspina"
Alejandra Cabrera,@AlejaCabreraP,2020-11-19T16:30:16.000Z,"Perú está en alerta sanitaria por brote de Difteria (enfermedad prevenible con vacuna). En Colombia la cobertura de vacunación con pentavalente (Difteria, Tétanos, Tos ferina, Hepatitis B y Haemophilus influenzae tipo B) ¡está en 75%! 
*Coberturas útiles >79%, ideales 95%."
putamente libre,@femi_artesanal,2020-11-19T16:20:12.000Z,Yo sé que es un privilegio tener para el diario y quedarnos encerrados hasta enero dicho esto: ojo con los contagios que se vienen para Colombia ya casi tenemos vacuna pero no es justo tanto descuido.
1 perra sorprendente,@lajules_,2020-11-19T14:42:39.000Z,"Cuando creen que llegue la vacuna a Colombia2021 al final
46,7 %
2023? :(
40 %
2022 al comienzo
13,3 %
2022 al final
0 %
15 votos
·
Resultados finales"
Lil Panda,@Medicenlilpanda,2020-11-19T14:14:27.000Z,Ya hay una posible vacuna con un más del 90% de ser efectiva no creada por Rusa entonces ya si es buena vista para todo el mundo no la han terminado y ya está vendida el 80% de su producción y cómo era de imaginarse colombia no ha comprado una monda
Azul azul,@tito0319,2020-11-19T13:13:55.000Z,"En Colombia, la vacuna contra el virus sería detención domiciliaria? "
Lenny Belardo,@jaeduvelo,2020-11-19T02:53:50.000Z,"Mientras Europa salía en masa hace 3 meses a bailar y a las playas,acá teníamos unas medidas fuertes de control. Hoy dicen que Colombia entra en recesión,pero estamos trabajando y con educación en autocuidado
Tasa de recuperación del Covid?
93% sin vacuna
@IvanDuque
 eres un crack"
indignado,@zuritaj1974,2020-11-19T01:17:31.000Z,"Colombia 
 ya está preparada con equipos para recibir la vacuna Pfizer ya q necesita 70 grados bajo cero para almacenamiento. El ruedas y la Romo deben estar comprando congeladores extra para la casa de el Loco que ama"
Aemon Targaryan,@Aemon3428,2020-11-15T23:15:10.000Z,"Venezuela tendrá vacuna el próximo año.

10 millones de dosis.

¿Cuando está la vacuna de Colombia?"
Santiago Berrio,@eddytomistweets,2020-11-15T14:34:01.000Z,"Nadie 
Absolutamente nadie
Petro: En mi campaña presidencial del 2018, advertimos los peligros del nuevo Covid-19 a millones de familias de Colombia. Mi administración prometía 2 Millones de UCI, localización y aislamiento de contagiados y la Vacuna Covid-AHumana"
Jose Belmore Ayala M,@belmore_m,2020-11-15T04:39:35.000Z,Que estarán esperando las autoridades sanitarias de Colombia para comprarle la vacuna ANTIVIRUS (anti COVID 19) a Cuba. TU QUE DICES
Rey leonidas,@ultimoarhuaco,2020-11-15T01:13:38.000Z,"Cuba la socialista desarrolla, Soberana, su propia vacuna en contra del covid-19, aprobada por la OMS.
Colombia la capitalista debate acerca del día sin carne y la divinidad del exconvicto Álvaro Uribe."
Carlos Osorio,@CarlosO14102112,2020-11-14T23:34:11.000Z,"comparto la idea que la vacuna para el covi deberían aplicarse primero a los presidentes de Colombia"" Uribe y Duque"" y a todos los políticos corruptos, si están de buenas se salvan y si no se salvara colombia."
Oscar Merlini,@MerliniOscar,2020-11-14T22:56:43.000Z,"Nos han llevado a ser, en castas.
Nos marcan, 
nos limitan a propósito!
Nos matan del miedo.
Saber es peligroso.
Uribe abrió la caja de Pandora. 
Ni la esperanza quedó adentro.
El paramilitarismo se tomó Colombia y no se irá.
No pagas vacuna?
De buenas.
Tus nietos la pagarán."
Juan Diego Giraldo,@juandiego_4,2020-11-14T19:24:31.000Z,"5to día de tener la vacuna Fase 3 de J&J. 
Me siento bien, aunque los últimos dos días he sentido como un ""chuzo"" en el pecho de resto nada raro hasta ahora. 

#yomevacuno #COVID__19 #coronavirus #Medellin #revistasemana #NoticiasCaracol #Colombia #noticiasuno #telemedellin"
Alberto Ortiz Galind,@lbertoortiz,2020-11-14T19:10:25.000Z,"Cuba ya tiene vacuna contra el Covid-19 se llama ""Soberana"", la Colombia uribista super adelantada, ni siquiera proyecto propio de vacuna tiene. #OjoConEl2022"
@Fede,@Fede,2020-11-14T15:43:16.000Z,"Cuba, un país hambriento y devastado por los horrores del castrochavismo, desarrolla una vacuna propia contra el Covid.  mientras tanto en un paraíso del desarrollo y la libre empresa llamado Colombia, como buenos atenidos, esperan a que otros la hagan para comprarla."
Alfredo Paredes,@alfreparedes,2020-11-14T13:01:26.000Z,"Mientras que Colombia abandonó el campo, importando casi todo lo que come y enfermará más con las fronteras abiertas al virus, Venezuela está incrementando su producción agrícola con la ayuda de China e inmunizando a su población con la vacuna rusa.
Y se ""volteará la torta"".
Ojo."
Joseadan,@joseadan1126,2020-11-14T12:15:37.000Z,Confirmen si en Colombia los politicos a todos nos tienen 'vacuna...2' fin.
Ange,@luladacosmik,2020-11-14T12:02:31.000Z,¿Uds sabían que el martes inicia otro ensayo clínico de vacuna contra el Covid aquí en Colombia?
El Miguelete,@El_Migueletico,2020-11-14T10:05:58.000Z,Exigen proteccionismo a la industria nacional al mismo tiempo que exigen que la vacuna americana se distribuya primero en Colombia.
julimaflo,@lejulss,2020-11-14T05:23:08.000Z,"Como hay personas (
@mpgarzon17
) que se aguantan no ver nuevos los capítulos de Greys y QUIEREN ESPERAR QUE SALGAN EN NETFLIX. En Netflix estarán masomenos cuando llegue la vacuna a Colombia. O quizás la loca soy yo."
Lucía Pallavicini,@LaMiaDolcinea,2020-11-13T23:53:31.000Z,"Yo de estar en Colombia y decantarme por la carne vacuna, compraría solo carne Argentina, total, parece que los ganaderos Colombianos son de mejor familia y esas cosas no les afecta."
johan gomez,@genio0808,2020-11-13T22:30:42.000Z,"es más fácil q encuentren la vacuna para el covid. Que Colombia vaya al mundial..
Que tristeza.  
MALO QUEIROZ
AFUERA
ese técnico es bueno para millos. 
No para la selección"
jesus cardozo,@jesuscardozo_,2020-11-13T20:41:10.000Z,"El que nace para goleador, ni que lo fajen chiquito, Edison Cavani vacuna a Colombia!"
Antonio@P,Antonio@P,2020-11-13T19:31:52.000Z,"Que hoy la pechea Colombia y nos vacuna el hermo de Suárez, lo sabe hasta el Cole."
Juan Mora González,@juanmora06,2020-11-13T18:10:27.000Z,"Si ven porque es bueno invertir en la investigación y educación. A quien creen que hay que comprarle la vacuna del covid. Que genera tener la vacuna, ps, plata y progreso. Pero bueno, aquí en Colombia da plata es otra cosa."
Leonardo Garcia,@leogarbas,2020-11-13T16:44:14.000Z,Ya quiero que llegue esa vacuna del covid a colombia para ver el manejo bien corrupto que le van a dar
Jorge Guillermo,@guillosinelipsi,2020-11-13T13:42:27.000Z,"Un ejercicio matematico para los que tanto hablan de la vacuna rusa. Medicos estiman que se necesitan 12 -15.000 millones de vacunas en el mundo. Prendiendo todos laboratorios al max, cuando creen que llegue esta a Colombia¿?
6 meses, 1 año, 2 años..."
Primera Página Radio,@PPRadio919,2020-11-13T11:33:27.000Z,"#NoticiasPPRadio La Agencia Internacional de Energía señaló que es poco probable que la demanda mundial de crudo suba significativamente cuando empiece a distribuirse la vacuna, al menos hasta bien entrado el 2021.
 Brent 40,69
 Wti 40,7 
@Javeriana919fm
 #Colombia"
Andrés Bodensiek,@Bodensiek_1,2020-11-13T10:11:51.000Z,"No sé bien en Colombia, pero en Alemania ya llevamos 9 meses en estas. El ultimo día de normalidad en la oficina fue el viernes 13...de marzo. Cuánto más seremos capaces de resistir? dicen que en Abril estará disponible la vacuna en Europa. Amanecera veremos. Feliz finde ;)"
W Radio Colombia,@WRadioColombia,2020-11-13T08:00:14.000Z,"#ALAIRE
 Bienvenidos a #AmanecerW, el noticiero que comienza más temprano en Colombia. 

¿Se aplicaría hoy mismo la vacuna contra la Covid-19?

Presentan: 
@WendyLE1992
 y 
@lfzambranos
.Sí 
66,7 %
No 
33,3 %
240 votos
·
Resultados finales"
Alveiro García M,@alveiro_garcia_,2020-11-12T22:48:11.000Z,"¿Q es comer carne vacuna en Colombia? es tragarse los bosque nativos, apoyar a los despojadores de tierras, promover la violencia, la corrupción, llenar de mierda las fuentes hídricas etc. Pero la carne es como la droga: adictiva, así q discutir por ello con alienados, imposible"
Alvaro Gutierrez,@ConCapacidades,2020-11-12T20:40:51.000Z,"Afortunadamente parece que la vacuna ya está mucho más cerca y en diciembre es empezar a distribuir en Estados Unidos, en Colombia que somos líderes en la región en vacunas, nos llegará probablemente antes de semana santa"
