,Nombre de usuario,Usuario,Fecha,Texto
1168,Supersalud,@Supersalud,2020-09-29,"#DíaMundialDelCorazón En tiempos de #COVID_19, los pacientes con enfermedad cardiovascular se enfrentan a una amenaza de mayor riesgo en la que pueden tener más complicaciones. Por eso es importante continuar con los cuidados y cumplir las normas de bioseguridad"
1165,Presidencia Colombia,@infopresidencia,2020-09-29,"""Hoy se adelantaron 34.479 pruebas, se registraron 5.839 casos positivos, una positividad del 16.9%, importante destacar que el 69% de los casos confirmados del día de hoy está concentrado en 5 municipios"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
1163,Presidencia Colombia,@infopresidencia,2020-09-29,"""Destacar algo muy importante hoy y es que tenemos registrados 11.618 recuperados, Colombia llega a 734.154 y cerramos el día de hoy con una tasa de recuperación de 88.3%, acercándonos cada vez más a esa cifra del 90% de recuperación"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
1166,Presidencia Colombia,@infopresidencia,2020-09-29," #EnVivo | Medidas de #PrevenciónyAcción implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país.Presidencia Colombia
@infopresidencia
 #EnVivo | Medidas de #PrevenciónyAcción implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país.
pscp.tv"
1164,Presidencia Colombia,@infopresidencia,2020-09-29,"#PrevenciónyAcción | ""El día de hoy se registraron 187 fallecimientos por #COVID19, les expresamos a las familias que han perdido sus seres queridos nuestras condolencias y nuestro sentido de solidaridad"" Presidente 
@IvanDuque"
1176,Gobernación de Antioquia,@GobAntioquia,2020-09-28,"""Vamos a aportar 1.4 billones de pesos para el Túnel Guillermo Gaviria Echeverri"": 
@IvanDuque
, Presidente de Colombia en #PrevenciónyAcción.Presidencia Colombia
@infopresidencia
 #EnVivo | Balance de las medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
1179,Presidencia Colombia,@infopresidencia,2020-09-28,"#PrevenciónyAcción | ""Esta semana se firmó de manera clara la vinculación de Colombia a la estrategia global de acceso a vacunas conocida como COVAX. Nosotros nos vinculamos Chile-Colombia para adquirir cerca de 10 millones de dosis"" Presidente 
@IvanDuque"
583,Gobernación del Magdalena,@MagdalenaGober,2020-09-28,"Los primeros beneficiarios del programa ‘Por los que nos cuidan’, liderado por la Gobernación del Magdalena, 
@fonturcol
 y la 
@SantaMartaDTCH
, son 42 trabajadores de la salud que atienden pacientes con #COVID19 en el municipio de Ciénaga.

https://gobernaciondelmagdalena.gov.co/42-trabajadores-de-la-salud-de-cienaga-son-beneficiados-con-alojamiento-alternativo-en-el-magdalena/…"
584,Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2020-09-28,"#boletinCoronavirus . Infórmate sobre los 83 nuevos positivos de #COVID_19 en Córdoba. El reporte del día de hoy,  fueron de 10 decesos,  de los cuales 2 se reportan hoy y 8  ocurrieron en fechas anteriores . 
@walter_galeno"
1180,Presidencia Colombia,@infopresidencia,2020-09-28,"""La tasa de letalidad que ha registrado Colombia es del orden del 3.1% que nos sitúa por debajo de países como Alemania, Italia, Francia, Suecia, también Bélgica, por debajo de Chile, de Perú y de México"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
1178,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-28,"Tener las manos limpias reduce la propagación de enfermedades como la #COVID19. 
  

Sigue las recomendaciones de 
@Medicina_UdeA
 "
1177,Presidencia Colombia,@infopresidencia,2020-09-28," #EnVivo | Balance de las medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Balance de las medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
1175,Presidencia Colombia,@infopresidencia,2020-09-28,"""Hoy se adelantaron 31.258 pruebas y se registraron 5.147 casos positivos, tenemos una positividad del 16.4%, destacando que el 53.9% de los casos estuvo concentrado en 5 municipios"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
1181,Presidencia Colombia,@infopresidencia,2020-09-27,"Envíanos tu pregunta y conéctate hoy desde las 6:30 p.m. al programa #PrevenciónyAcción en donde el Presidente 
@IvanDuque
 estará respondiendo las dudas de los colombianos. Un espacio en el que podrás conocer cómo avanzan las medidas que se han tomado para enfrentar el covid-19."
1182,Presidencia Colombia,@infopresidencia,2020-09-27,"¡El Presidente 
@IvanDuque
 continúa respondiendo las preguntas de los colombianos!

Graba un video de 15 segundos con tu pregunta y tu nombre, envíalo como un mensaje privado de Facebook y conéctate hoy desde las 6:30 p.m. a la transmisión en vivo de #PrevenciónyAcción"
1189,MinSaludCol,@MinSaludCol,2020-09-26,"Estamos viendo en Europa y Asia varios países en donde se están presentando rebrotes de COVID-19. En #PrevenciónYAcción, el ministro 
@Fruizgomez
, explicó cómo podemos evitar que situaciones como estas se registren en Colombia"
585,Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2020-09-26,"#boletinCoronavirus . Infórmate sobre los 135  nuevos positivos de #COVID_19 en Córdoba. El reporte del día de hoy,  fueron de  4 decesos, estos ocurrieron en fechas anteriores . 
@walter_galeno"
1188,MinSaludCol,@MinSaludCol,2020-09-26,"Seguimos ampliando la capacidad instalada de UCI para la atención de COVID-19 en el país. El ministro 
@Fruizgomez
 informó el número de camas nuevas que entregaremos, en próximos días, y los lugares en los que se instalarán. #PrevenciónYAcción"
1187,MinSaludCol,@MinSaludCol,2020-09-26,"Seguimos ampliando la capacidad instalada de UCI para la atención de COVID-19 en el país. El ministro 
@Fruizgomez
 informó el número de camas nuevas que entregaremos, en próximos días, y los lugares en los que se instalarán. #PrevenciónYAcción"
586,Clara Luz Roldán González,@ClaraLuzRoldan,2020-09-26,"A las instituciones educativas oficiales del municipio le entregamos kit de bioseguridad compuesto por dispensador de alcohol, alcohol, bomba manual para fumigar y tapabocas
. El autocuidado es fundamental en esta etapa, para ganarle la batalla al #COVID19"
1184,MinSaludCol,@MinSaludCol,2020-09-26,"Desde la llegada de la pandemia a Colombia, el Gobierno Nacional fortaleció la protección de los adultos mayores y personas con comorbilidades, logrando una de las tasas de mortalidad más bajas en estos grupos de riesgo, a nivel internacional. #PrevenciónYAcción"
1183,Gobernación del Huila,@HuilaGob,2020-09-26,"para verificar las condiciones sanitarias, la capacidad instalada de bóvedas, sepultura y osarios en caso de que se presente un colapso total durante la emergencia sanitaria por #COVID19."
1185,Gobernación del Meta,@GobMeta,2020-09-26,"A pesar de que la cuarentena obligatoria ya llegó a su fin, el #Covid_19 no.

Mantener las medidas de bioseguridad necesarias, evita que el virus se siga propagando. Piensa en tu vida y en la de las personas que te rodean. Juntos saldremos de esta pandemia. 
#EnElMetaNosCuidamos"
587,Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2020-09-26,"#boletinCoronavirus . Infórmate sobre los 85 nuevos positivos de #COVID_19 en Córdoba. Se reporto 1 decesos en el Boletín de hoy, 0 actuales y 1 de fechas anteriores . 
@walter_galeno"
1186,Presidencia Colombia,@infopresidencia,2020-09-26,"#PrevenciónyAcción | ""Los rebrotes en Europa están generando gran preocupación allá y en todo el mundo, los factores que han acelerado los rebrotes son aglomeraciones, relajamiento en el uso del tapabocas y no estar cumpliendo con el distanciamiento físico"" Presidente 
@IvanDuque"
1196,Presidencia Colombia,@infopresidencia,2020-09-24,"El Presidente 
@IvanDuque
 informó que hoy se realizaron 38.422 pruebas en el país, se registraron 6.731 casos positivos. Una positividad del 17%, donde el 60% está concentrado en 5 ciudades y se registraron 176 fallecidos a causa del covid-19. #PrevenciónyAcción"
588,Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2020-09-24,"#boletinCoronavirus . Infórmate sobre los 42 nuevos positivos de #COVID_19 en Córdoba. Se reportan 4 decesos en el Boletín de hoy, 2 actuales y 2 de fechas anteriores . 
@walter_galeno"
1191,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-24,"Reforzamos vigilancia epidemiológica tras primer caso de #COVID19 durante la cosecha cafetera.

Concordia, Betulia, Betania y Ciudad Bolívar fueron los municipios elegidos para iniciar las visitas de acompañamiento y mitigación del riesgo por Covid 19.
https://bit.ly/2RTfFCE"
1192,MinSaludCol,@MinSaludCol,2020-09-24,"Desde la llegada de la pandemia a Colombia, el Gobierno Nacional fortaleció la protección de los adultos mayores y personas con comorbilidades, logrando una de las tasas de mortalidad más bajas en estos grupos de riesgo, a nivel internacional. #PrevenciónYAcción"
1193,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-24,"Hoy, 200 días como héroes anónimos. 200 días al servicio de los antioqueños. 200 días cumpliendo con el propósito superior: salvar vidas. Hoy la Sala de Análisis del Riesgo cumple 200 días de labor incansable en la contención y mitigación de la #COVID19. A ellos, ¡gracias!"
1190,Presidencia Colombia,@infopresidencia,2020-09-24," #EnVivo | Medidas de #PrevenciónyAcción implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país.Presidencia Colombia
@infopresidencia
 #EnVivo | Medidas de #PrevenciónyAcción implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país.
pscp.tv"
1194,MinSaludCol,@MinSaludCol,2020-09-24,"El #ViceSalud, Luis Alexander Moscoso presentó en #PrevenciónYAcción el Programa Ampliado de Inmunización, explicó cómo nos venimos preparando para incorporar la futura vacuna de COVID-19 al PAI y efectuar su dispersión y aplicación en todo el país."
1195,MinSaludCol,@MinSaludCol,2020-09-24,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 explicó cuál será la población priorizada para la aplicación de la vacuna de COVID-19, una vez esté disponible, y cuáles son los criterios para su selección y aplicación.3:11
6,5 mil reproducciones"
1200,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-23,"#AEstaHora desde 
@AlcaldiaBetania
 la secretaria de salud, el Equipo de Respuesta Inmediata, ERI, y el equipo de vigías evalúan el panorama de la #COVID19 en el marco de la cosecha cafetera."
1197,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-23,"Así termina la primera parte del recorrido por el suroeste antioqueño en el marco de la cosecha cafetera. Contener, prevenir y mitigar la propagación de la #COVID19 en la región y el departamento es la premisa. 
@GobAntioquia"
1198,Presidencia Colombia,@infopresidencia,2020-09-23," #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
1199,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-23,"Siguiente parada por el suroeste antioqueño: Ciudad Bolívar.
Contener, reforzar y mitigar la #COVID19 en el municipio, con el apoyo de los líderes sociales es el propósito del acompañamiento a la región, a propósito de la cosecha cafetera.

#UnidosPrevenimos"
1201,Presidencia Colombia,@infopresidencia,2020-09-23,"#PrevenciónyAcción | ""Nosotros vamos a acceder a millones de dosis para atender al pueblo colombiano, atender en primer lugar a la población médica y a la población que tiene mayor vulnerabilidad frente a esta enfermedad"" Presidente 
@IvanDuque"
1207,MinSaludCol,@MinSaludCol,2020-09-21,"El #ViceSalud, Alexander Moscoso, reiteró en #PrevenciónYAcción la necesidad de que los ciudadanos mantengan las medidas de autocuidado y el distanciamiento físico, para evita la posibilidad de rebrotes en el territorio nacional.Citar Tweet
Presidencia Colombia
@infopresidencia
 · 20 sept. 2020
 #EnVivo | El Presidente @IvanDuque y el Viceministro del Salud, Luis Alexander Moscoso, responden las preguntas de los colombianos sobre las medidas adoptadas frente a la pandemia del covid-19 en el país. https://pscp.tv/w/cjaL7DFyYVFaWm5XTmFRekx8MXlOR2FCdkJXZERKag71iGDUBWK4MCzFZ7MbaKRKE4C97Rq4i_5v3qzu5z_t…"
1205,Presidencia Colombia,@infopresidencia,2020-09-21," #EnVivo | Balance de las medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Balance de las medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
1202,MinSaludCol,@MinSaludCol,2020-09-21,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 explicó cuál es la situación general de la pandemia en Colombia, que hoy presenta un descenso cercano al 50% en el número de contagios de COVID-19."
1203,Presidencia Colombia,@infopresidencia,2020-09-21,"#PrevenciónyAcción | ""Hoy se registraron 189 fallecimientos, les expresamos a las familias que han perdido sus seres queridos nuestra solidaridad y nuestras condolencias"" Presidente 
@IvanDuque"
1204,Presidencia Colombia,@infopresidencia,2020-09-21,"""Hoy en el país se realizaron 30.975 pruebas, se registraron 5.359 casos positivos, una cifra inferior a la de ayer que fueron 6.678 y el 75% de los casos está concentrado en cinco municipios"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
1206,Presidencia Colombia,@infopresidencia,2020-09-21,"En medio de esta pandemia hemos llevado ayuda financiera a más de 10 millones de familias y se han asignado recursos correspondientes al 11% del Producto Interno Bruto nacional.  

Conoce los detalles ingresando a 
 http://go.gov.co/932a2

#PrevenciónyAcción"
1208,Presidencia Colombia,@infopresidencia,2020-09-21,"""Los vuelos internacionales inicialmente se están abriendo desde Colombia hacia Estados Unidos, México, Brasil, República Dominicana, Ecuador, Bolivia y Guatemala, son los primeros destinos donde empezamos esta apertura"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
1211,Supersalud,@Supersalud,2020-09-20,Ponte tapabocas siempre que salgas a la calle y hazlo en casa cuando tú o un miembro de tu familia presente síntomas respiratorios. Utilízalo correctamente para reducir el riesgo de contagio por #Covid_19. ¡El Autocuidado es #TareaDeTodos
1212,Presidencia Colombia,@infopresidencia,2020-09-20,"Graba un video de 15 segundos con tu pregunta y tu nombre, envíalo como un mensaje privado de Facebook o como respuesta a esta publicación y conéctate mañana domingo 20 de septiembre desde las 6:30 p.m. a la transmisión en vivo del programa #PrevenciónyAcción"
1209,Presidencia Colombia,@infopresidencia,2020-09-20,"""Las personas mayores de 70 años siguen estando por encima del 50% de los registros de fallecidos, también quiero destacar que en el país ya se han realizado 3.393.562 pruebas y 2.628.486 han sido descartadas"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
1210,Presidencia Colombia,@infopresidencia,2020-09-20,"#PrevenciónyAcción | ""Hoy se adelantaron 29.062 pruebas, se registraron 6.678 casos positivos, más del 54% concentrado en 5 municipios; hoy se registraron 169 fallecidos y les expresamos nuestra solidaridad a las familias que han perdido sus seres queridos"" Presidente 
@IvanDuque"
1214,Presidencia Colombia,@infopresidencia,2020-09-19,"¿Tienes dudas sobre las acciones del Gobierno Nacional en esta nueva etapa de Aislamiento Selectivo?

Graba un video de 15 segundos con tu pregunta y tu nombre, y envíalo como un mensaje privado de Facebook o como respuesta a esta publicación. #PrevenciónyAcción"
1213,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-19,"Tu ayuda es una pieza 
 fundamental en el combate frente a la #COVID19. Estás evitando más contagios. Estás ayudando para que esto termine lo antes posible 
. Pero lo más importante, estás ayudando a salvar vidas. "
1215,Supersalud,@Supersalud,2020-09-19,#TareaDeTodos | El autocuidado es la única manera de frenar el #Covid_19. El virus no se ha ido y aún no hay una vacuna para combatirlo. ¡El Autocuidado es tarea de todos!  #ElVirusNoSeHaIdo
591,Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2020-09-18,"Informamos que hoy en el Departamento no se registraron muertes con #Covid_19 un dato que nos llena de esperanza en esta lucha contra la pandemia, y que nos alienta. Importante NO bajar la guardia. Cumplir con el uso OBLIGATORIO del tapabocas y la distancia social. 
@walter_galeno"
590,Clara Luz Roldán González,@ClaraLuzRoldan,2020-09-18,"Vamos a seguir trabajando por ese propósito que nos hemos planteado, que es la reactivación económica. Recuperar el empleo perdido por la pandemia del #Covid19 y reabrir esas empresas que no lograron mantenerse por el cierre de estos meses de confinamiento.Esa es nuestra meta."
589,Gobernación del Magdalena,@MagdalenaGober,2020-09-18,"#ReporteCOVID19 
En el Magdalena 17 de Septiembre confirmamos 4755 pacientes con #Covid_19: 
 426 con aislamiento en casa
 247 hospitalizados
 20 hospitalizados en UCI
 370 fallecidos en el departamento.
 3692 Recuperados

#MagdalenaNoBajaLaGuardia"
1217,Supersalud,@Supersalud,2020-09-17,"#ReporteCOVID19 - 17 de septiembre:

5.379 recuperados
7.568 nuevos casos
187 fallecidos

Muestras:
PCR: 24.771
Antígeno: 10.010

Total:

615.457 recuperados
743.945 casos de #Covid_19
23.665 fallecidos
3.298.415 muestras procesadas
103.267 casos activosCitar Tweet
MinSaludCol
@MinSaludCol
 · 17 sept. 2020
#ReporteCOVID19 - 17 de septiembre:

5.379 recuperados
7.568 nuevos casos
187 fallecidos

Muestras:
PCR: 24.771
Antígeno: 10.010

Total:

615.457 recuperados
743.945 casos de COVID-19
23.665 fallecidos
3.298.415 muestras procesadas
103.267 casos activos

http://bit.ly/ReporteCovid19"
1216,Presidencia Colombia,@infopresidencia,2020-09-17," #EnVivo | Medidas sociales y económicas adoptadas por el Gobierno Nacional para enfrentar la pandemia del covid-19. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Medidas sociales y económicas adoptadas por el Gobierno Nacional para enfrentar la pandemia del covid-19. #PrevenciónyAcción
pscp.tv"
1218,Supersalud,@Supersalud,2020-09-17,#TareaDeTodos | El autocuidado es la única manera de frenar el #Covid_19. El virus no se ha ido y aún no hay una vacuna para combatirlo. ¡El Autocuidado es tarea de todos!
592,Clara Luz Roldán González,@ClaraLuzRoldan,2020-09-17,"Me alegra muchísimo saber que mi amigo y consejero de seguridad, Miguel Yusti, ha superado esta etapa tan difícil como fue el #Covid19. ¡Eres invencible mi querido Yusti! Dios contigo actuando por tu salud "
1219,MinSaludCol,@MinSaludCol,2020-09-16,"“Hoy queremos anunciar que Colombia se une de manera vinculante al mecanismo COVAX, para acceder a vacunas contra la COVID-19, en el momento en el que esté disponible” 
@Fruizgomez
 en #PrevenciónYAcción"
1220,MinSaludCol,@MinSaludCol,2020-09-16,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 explicó cómo van los estudios de la vacuna contra la COVID-19 y los avances de Colombia en la adquisición de la misma, una vez esté disponible.3:01
9,3 mil reproducciones"
593,Gobernación del Magdalena,@MagdalenaGober,2020-09-16,"El Magdalena invirtió más de $66 mil Millones para proteger a la gente contra el Covid-19

Durante la entrega de la UCI en Fundación, el gobernador 
@carlosecaicedo
, hizo un corte de cuentas de las acciones desarrolladas para contener al #Covid_19.

https://gobernaciondelmagdalena.gov.co/el-magdalena-invirtio-mas-de-66-mil-millones-para-proteger-a-la-gente-contra-el-covid-19/…"
1222,Supersalud,@Supersalud,2020-09-16,"#Hoy la 
@Supersalud
 hizo una mesa de seguimiento a Pruebas Diagnósticas #Covid_19 e Información #SEGCOVID, donde se socializó los resultados de los tiempos de toma de las muestras y entrega de las mismas por parte de las #EPS indígenas y regímenes especiales."
1224,Supersalud,@Supersalud,2020-09-16,"#ReporteCOVID19 - 16 de septiembre:

2.100 recuperados
7.787 nuevos casos
190 fallecidos

Muestras:
PCR: 24.737
Antígeno: 9.231

Total:

610.078 recuperados
736.377 casos de #Covid_19 
23.478 fallecidos
3.247.366 muestras procesadas
101.277 casos activosCitar Tweet
MinSaludCol
@MinSaludCol
 · 16 sept. 2020
#ReporteCOVID19 - 16 de septiembre:

2.100 recuperados
7.787 nuevos casos
190 fallecidos

Muestras:
PCR: 24.737
Antígeno: 9.231

Total:

610.078 recuperados
736.377 casos de COVID-19
23.478 fallecidos
3.247.366 muestras procesadas
101.277 casos activos

http://bit.ly/ReporteCovid19"
1223,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-16,"Hoy realizamos en el Nordeste Antioqueño,  dos salas situacionales de gestión del riesgo de fallecer por #COVID19. Con la participación de 40 actores entre alcaldes y gabinetes municipales, logramos mayor articulación e incrementamos acciones que beneficien a las poblaciones."
1221,Presidencia Colombia,@infopresidencia,2020-09-16," #EnVivo | Balance de las medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Balance de las medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
1229,MinSaludCol,@MinSaludCol,2020-09-15,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 hizo un balance de los primeros 14 días de la etapa de aislamiento selectivo en el país."
1225,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-15,"Hoy hicimos parte del proyecto científico de la 
@UdeA
 que busca demostrar que los perros pueden diagnosticar la #Covid_19. En la 
@GobAntioquia
, el ejercicio comenzó con 400 voluntarios. "
594,Gobernación del Magdalena,@MagdalenaGober,2020-09-15,"Fuimos los primeros en Colombia en implementar medidas como la declaratoria de calamidad pública, ejecutar un Plan de Acción #COVID19 y en decretar ‘toque de queda’ para salvaguardar a la población."
1228,Presidencia Colombia,@infopresidencia,2020-09-15,"""El llamado a los colombianos es muy claro: acá tenemos que estar en alerta, muchas personas se preguntan por qué seguimos hablando del #COVID19 y siguiendo todos los días con esta pedagogía, retomamos siempre esta conversación por una razón y es que la enfermedad no se ha ido"""
1227,MinSaludCol,@MinSaludCol,2020-09-15,"El ministro 
@Fruizgomez
 también explicó en #PrevenciónYAcción, las condiciones que deben darse para terminar la etapa de aislamiento selectivo en la que nos encontramos y pasar a una cuarta etapa, de adaptación a la normalidad del país "
595,Gobernación del Magdalena,@MagdalenaGober,2020-09-15,"#EnVivo | Así hemos enfrentado el #Covid_19 en el Magdalena, siga la Transmisión en vivo del Gobernador 
@carlosecaicedo
 en la rendición de cuentas de la gestión en Pandemia.#EnVivo. Estamos en Fundación contando a todos los magdalenenses...
#EnVivo. Estamos en Fundación contando a todos los magdalenenses como hemos enfrentado el COVID-19 en el departamento.
facebook.com"
1231,Presidencia Colombia,@infopresidencia,2020-09-15,"""Hoy se realizaron 30.201 pruebas y se han registrado 5.573 casos positivos, menos que el día de ayer donde se marcó 7.355. Tenemos una positividad del 18.4% y el 73.2% de los casos registrados está concentrado en 5 municipios"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
1226,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-15,"Con empeño y amor, el personal de la salud vence las adversidades y mantiene una lucha incansable contra la #Covid_19. "
1230,Presidencia Colombia,@infopresidencia,2020-09-15,"#PrevenciónyAcción | ""Hoy se han registrado 199 fallecimientos, les expresamos a las personas que han perdido sus seres queridos nuestra solidaridad. El 53.2% de las personas fallecidas están concentradas en 5 municipios del país"" Presidente 
@IvanDuque"
1235,MinSaludCol,@MinSaludCol,2020-09-14,"El #ViceSalud, Luis Alexander Moscoso, respondió en #PrevenciónYAcción, preguntas de los colombianos sobre la nueva fase de aislamiento selectivo.Citar Tweet
Presidencia Colombia
@infopresidencia
 · 13 sept. 2020
 #EnVivo | El Presidente @IvanDuque responde las preguntas de los colombianos sobre las acciones del Gobierno frente a la pandemia del covid-19 en el país. #PrevenciónyAcción https://pscp.tv/w/ci1RVzFyYVFaWm5XTmFRekx8MWt2S3BlRVpFRVpHRfwKRCuJPWfx3r2blxU6WIjPPNmABfO-ePZ_ctll1vll…"
1234,Presidencia Colombia,@infopresidencia,2020-09-14,"#PrevenciónyAcción | Viceministro de Salud Pública y Prestación de Servicios, Luis Alexander Moscoso, entregó recomendaciones sobre uso de las piscinas, con el fin de evitar contagios por covid-19.Viceministro de Salud entregó recomendaciones sobre uso de las piscinas
Al intervenir en el Facebook Live liderado por el Presidente Duque desde la Casa de Nariño, el Viceministro de Salud Pública y Prestación de Servicios, Luis Alexander Moscoso, entregó recomendaciones...
idm.presidencia.gov.co"
1233,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-14,"Sigue estas recomendaciones para prevenir la propagación de la #Covid_19 
Usa tapabocas.
Lávate las manos con frecuencia.
No saludes con besos o apretones de mano.
Si toses, cúbrete la boca con el codo flexionado o con un pañuelo desechable.

#CuidarteEsCuidarnos"
1232,Presidencia Colombia,@infopresidencia,2020-09-14," #EnVivo | Balance de la situación actual de la pandemia del covid-19 y las medidas implementadas por el Gobierno Nacional para mitigar sus efectos en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Balance de la situación actual de la pandemia del covid-19 y las medidas implementadas por el Gobierno Nacional para mitigar sus efectos en el país. #PrevenciónyAcción
pscp.tv"
1236,Presidencia Colombia,@infopresidencia,2020-09-13,"#PrevenciónyAcción | ""Sabemos que esta semana ha dejado momentos de mucho dolor, familias que han perdido a sus seres queridos; hoy quiero reiterarles que vamos a trabajar a fondo en esas investigaciones"" Presidente 
@IvanDuque"
1237,Presidencia Colombia,@infopresidencia,2020-09-13," #EnVivo | El Presidente 
@IvanDuque
 responde las preguntas de los colombianos sobre las acciones del Gobierno frente a la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | El Presidente @IvanDuque responde las preguntas de los colombianos sobre las acciones del Gobierno frente a la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
1239,Presidencia Colombia,@infopresidencia,2020-09-12,"#PrevenciónyAcción | ""Desde el punto de vista acumulado, el país registra 702.088 casos, de los cuales el 93% ha estado atendido en casa, el 3.1% ha estado en servicio de hospitalización y el 0.3% ha estado en Unidades de Cuidado Intensivo"" Presidente 
@IvanDuque"
1240,Presidencia Colombia,@infopresidencia,2020-09-12,"""Hoy se adelantaron 37.807 pruebas y se registraron 7.424 casos positivos, de los cuales el 59.3% está concentrado en 5 ciudades. Hoy se registraron 243 fallecimientos por #COVID19, les expresamos a las familias nuestras condolencias"" Presidente 
@IvanDuque"
1238,MinSaludCol,@MinSaludCol,2020-09-12,"En Pereira, Risaralda, realizamos un PMU en el que revisamos la situación del territorio frente a la COVID-19 y el plan previsto para la recolección de la cosecha cafetera. En #PrevenciónYAcción, el ministro entregó detalles de la jornada"
1248,MinSaludCol,@MinSaludCol,2020-09-11,"En #PrevenciónYAcción, el ministro 
@Fruizgomez
 explicó la importancia de evitar aglomeraciones para que no se generen rebrotes, hizo un balance de su visita a Risaralda y en qué van los desarrollos de posibles vacunas contra la COVID-19."
1245,MinSaludCol,@MinSaludCol,2020-09-11,"Desde Pereira, Risaralda, el ministro 
@Fruizgomez
 analizó el plan de respuesta del territorio, así como los protocolos establecidos para el sector cafetero, previo a la cosecha que se dará en las próximas semanas.
#PrevenciónYAcción"
1241,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2020-09-11,"Con el desarrollo de planes de acción y contención para el manejo de la #COVID19, en los que participaron más de 75 actores locales, finalizó el recorrido por el Bajo Cauca.

#UNIDOSPrevenimos"
1247,MinSaludCol,@MinSaludCol,2020-09-11,"En #PrevenciónYAcción, el ministro #Fruizgomez hizo un balance de su primer día de visita a Risaralda, en donde revisó con autoridades departamentales y municipales, cómo se están ejecutando los protocolos y la aplicación del programa PRASS25:40
Presidencia Colombia
@infopresidencia
#EnVivo | Avances de las medidas implementadas por el Gobierno Nacional para enfrentar la pandemia del covid-19 en el país.
pscp.tv"
1246,MinSaludCol,@MinSaludCol,2020-09-11,"#AEstaHora, el ministro 
@Fruizgomez
 lidera el Puesto de Mando Unificado número 60, en Pereira, Risaralda, para acompañar el proceso de respuesta departamental frente a la COVID-19, tras más de 6 meses de haber sido reportado el primer caso en Colombia. #PrevenciónYAcción"
