,Nombre de usuario,Usuario,Fecha,Texto,sentiment_value
4707,Belisario,@Belisar24908307,2020-12-31T04:14:36.000Z,un enfermen o en usa después de recibir la vacuna se infecta que puedo pensar costa rica a partir del 5 de enero on partirá mil docis por semana colombia a su vez esta operando su buenos oficios y panama que,0
4708,Carretero,@tony112127,2020-12-31T03:35:00.000Z,a duque no le interesa traer la vacuna del covic pues sabe que después colombia entera saldrá a las calles y teme que lo tumbemos,0
4709,JOAQUIN ENRIQUE B.,@joaquinbrito10,2020-12-31T03:34:00.000Z,que en el 2021 mis padres y mis abuelos logren ponerse la vacuna apenas llegue a colombia ,0
4710,Luis Fernando Castro,@LuimanoLuisfer,2020-12-31T03:28:23.000Z,aprendan bien cuáles son las reacciones alérgicas a la vacuna para que después cuando se hayan vacunado se inventen que están sintiendo todos esos síntomas apuesto que colombia será uno de los países con mayores casos de supuestas reacciones alérgicas,0
4711,Breyyy!!,@Breys06,2020-12-31T03:10:37.000Z,cuando llegue la vacuna aca a colombia usted se la pondraobvio mama lindaaa923 no ni mondaa77 13 votosresultados finales,0
4712,El Antituiter.,@andrefelgiraldo,2020-12-31T03:07:35.000Z,en colombia estamos esperando a que empiecen a vender la vacuna en los semáforos,0
4713,dicard,@diego781012,2020-12-31T02:18:59.000Z,el retraso en la vacuna contra el covid en colombia tiene como finalidad disminuir el empujón y la arrechera que traían las protestas del 2019,0
4714,Walter Meléndez,@amigoperu76,2020-12-31T01:58:58.000Z,colombia vacunachile vacunamexico vacunaargentina vacunacosta rica vacunaecuador vacunael salvador vacunaperú se aprueba protocolos para conciertos con público reapertura de cines gimnasios y casinos centros comerciales repletos,0
4715,Hambled Neira Corral,@hambledneira,2020-12-31T01:54:58.000Z,el presidente nicolás maduro moros dice que habrá vacunas para todos incluyendo los 5 millones de colombianos y la belleza de duque dice que para los venezolanos no habrá vacuna aquí en colombia y se pueden dar cuenta la clase de hijueputa que es duque,0
4716,Diegonorrea,@_eldiegonorrea_,2020-12-31T00:55:37.000Z,vacuna y aborto legal en argentina no sienten que colombia es el único cagadero en sudamérica que falta por evolucionar,0
4717,Verónica,@VveroC,2020-12-31T00:38:32.000Z,cuándo es que llega la vacuna a colombia harta estoy,0
4718,HOY DIARIO DEL MAGDALENA,@HoyDiarioMag,2020-12-31T00:29:16.000Z,nación el ministro de salud fernando ruiz recordó que las pruebas de la vacuna de covid19 de janssen también se realizaron en colombiacolombia comprará nueve millones de dosis de vacunas a janssenhoydiariodelmagdalenacomco,0
4719,Jorge De La Hoz Lozano,@JorgeDeLaHozLo1,2020-12-30T23:59:03.000Z,cuándo llegará la vacuna a colombia,0
4720,#LaJEPesPaz,@Leopianista,2020-12-30T21:13:01.000Z,a colombia no ha llegado la vacuna contra el covid pero ya hay cartel de la vacuna contra el covid,0
4721,#ElEsequiboEsDeVenezuela,@trumpzurdo,2020-12-30T20:49:59.000Z,ya veo la colamentazon de colombianos que no pueden pagar la vacuna contra el covid19 en su país colombiay atravesando por las trochas mogotes ríos una invasión preparence están advertidos por qué el mary kong narco muñeca prepago yanki iván duquees un asecino ,0
4722,rafi reyes,@rafireyesr,2020-12-30T19:01:59.000Z,porque razón colombia tiene menos peso en la compra de las vacunas mexico ya ya recibido dos cargas de vacuna de pfizer chile otro más costa rica también porque colombia debe esperar hasta febrero dilató la negociación mucha países vecinos recibirán la vacuna antes que col,0
4723,ALFONSO ARDILA HERNA,@POCHONACHO,2020-12-30T18:26:33.000Z,en este pais son tan ingeniosos que con la llegada de la vacuna a colombia no demora en surgir el cartel de la vacuna covid ,0
4724,manurru,@manuelaruiz1995,2020-12-30T17:52:53.000Z,bueno para el 2024 llega la vacuna colombia no incluida en elpos y por encima de 300 pesos,0
4725,Jose fernando,@Josefer70223949,2020-12-30T17:14:08.000Z,reino unido aprueba la vacuna de oxford y colombia compró 20000000 de esas vacunas que cuestan a sólo 3 euros,0
4726,Juan,@JuanPOssa,2020-12-30T17:07:02.000Z,en brasil dos laboratorios producirán un millón de vacunas diarías uno de ellos osvaldo cruz es un instituto de investigación público que trabajó la vacuna con oxfordahí tienen las ventajas de invertir en ciencia e industria en colombia seguimos esperando a patarroyo,0
4727,Asarias Argumedo,@AsariasArgumed3,2020-12-30T16:39:31.000Z,argentina pasa a ser ejemplo en latinoamerica es una de las primeras en suministrar la vacuna contra el covid y en legalizar el aborto colombia sigue rezagado por su sistema de gobierno,0
4728,alejandro pelaez a,@a_pelaez,2020-12-30T16:38:59.000Z,a colombia o polombia llegó mas rapido la nueva cepa de coronavirus que la vacuna gracias a la gestión del circo en cabeza de ivanduque y minsaludcol no faltan los aplausos como focas entrenadas,0
4729,muchacho de ojos tristes,@cronopioinmind,2020-12-30T16:35:46.000Z,argentina ya tienen vacuna y aborto legalcolombia bien gracias,0
4730,Juan Carlos Garcés C,@Garcas76,2020-12-30T14:16:08.000Z,argentina ahora tiene aborto legal libre y gratuito además tienen vacuna contra el covid19 y colombia bien gracias abortolegal2020 abortolegalya,0
4731,beatriz basto,@bitiritriz,2020-12-30T13:29:30.000Z,en colombia alguien ha visto algún documento que diga qué hay un contrato para adquirir la vacuna se protegen bajo los acuerdos de confidencialidad para enmendar su falta de eficiencia argentina chile y costarica ya iniciaron sus planes de vacunación estamos atrasados,0
4732,Puesta pa ser doctora,@LaralaMaria,2020-12-30T13:28:08.000Z,se aprobó vacuna oxfordastrazeneca en uk que también recibiremos en colombia por el mecanismo covax,0
4733,Andrés,@andresferna,2020-12-30T12:48:41.000Z,10 millones de dosis de la vacuna para colombia son suficientes por que de seguro 15 días después de iniciar la vacunación los noticieros empiezan a mostrar niñas convulsionado en histeria colectiva en cualquier pueblo perdido y hasta ahí fue vacunación covidiot,0
4734,Orlando Rodriguez G,@mateoelflautist,2020-12-30T12:36:24.000Z,argentinaméxicocosta rica y chileya están inmunizando a sus habitantes contra el covid 19 argentina con la vacuna rusa sputnik v y los demás países con la gringa de pfizer colombia minsaludcol aún no dice ni con cuál vacuna va a comenzar y mucho menos cuandocc eltiempo,0
4735,@reba2309,@reba2309,2020-12-30T12:19:46.000Z,es triste ver la incapacidad de la ciencia colombiana para producir la vacuna del covid19 y peor saber qué el estado de demora en iniciar la vacunación de la gente en colombia nos quedamos viendo como en otros países ya lo iniciaron mi ciencias para qué,0
4736,cesarjulioarizaortiz,@cesarjulioariza,2020-12-30T12:03:59.000Z,estamos mamados de tanto venezolano en colombia se imaginan donde el gobierno anuncie que vacunar extranjeros a diestra y siniestra se nos viene todo venezuela porque alla la vacuna esta lejos esperando la cubana,0
4737,Elior Cymbler,@EliorCymbler,2020-12-30T11:53:15.000Z,buenos días infopresidencia ivanduque la vacuna de astra séneca fue aprobada en el reino unido para vacunar a sus habitantes es esencial que empecemos a vacunar también en colombia,0
4738,Carolina Sánchez S ®,@carosanchez8,2020-12-30T11:12:03.000Z,la próxima semana invimacolombia aprobará vacuna de pfizer para uso de emergencia en colombia las conversaciones entre la farmacéutica empezaron en las últimas horas y se están ajustando todos detalles personal de salud los primeros en vacunarse fase preliminar vacunación,0
4739,Jorge E. Iriarte,@Jemiricu,2020-12-30T10:45:53.000Z,el2020medejó bien claro que para wradiocolombia es mejor que el presidente de colombia le lleve al rey de españa un saludo de un criminal cómo el culibajito a qué petrogustavo pida vacuna del covid19 al gobierno de españa para colombia,0
4740,Ayyy Yamile!!!,@gy_yamile,2020-12-30T10:22:06.000Z,la sociedad chilena se vacuna con la pfizerla argentina con la sputnik vcolombia vacuna con los salarios los puentes los túneles el alza a la gasolina la venta de las reservas de oro los bonos de agua el 4x1000 los fraudes electorales las reformas tributarias,0
4741,El Rapxista,@el_Rapxista,2020-12-30T08:43:56.000Z,será que colombia está dentro de los países pobres a los que la vacuna llegará a partir del 2023 pues hasta mejor aún no se sabe que efectos secundarios traerá a los humanos esa vaina,0
4742,Andres2177,@andres2177,2020-12-30T06:21:13.000Z,habrá zombies con la vacuna rusa y habrá zombies chinos y también ingleses pero en colombia sólo habrá muertos ps no creo que llegue tal vacuna,0
4743,Pa0la,@angelx_p,2020-12-30T05:36:25.000Z,mk esos influenciar son inmune o que monda o sea yo aquí zampa y ellos de farra sin tapabocas ni distanciamiento ni nada que ya haya una vacuna que de hecho aquí a colombia se tardara en llegar no significa que se pueda armar la guachafa,0
4744,𝑅𝑖𝑐𝑎𝑟𝑑𝑜.,@__ricardocastro,2020-12-30T04:03:04.000Z,mi mamá y mi tía dicen que no se pondrán la vacuna cuando llegue si es que llega a colombiadios mío perdónalas porque no saben lo que dicen,0
4745,Maira Reyes,@mairareyesp,2020-12-30T03:07:21.000Z,ver imágenes de personas recibiendo la vacuna me llena de esperanza así viva en colombia ,0
4746,sergio,@sergiorivero30,2020-12-30T02:56:33.000Z,a colombia debe llegar primero la vacuna para la gordofobia,0
4747,Andrés,@wanderxandres,2020-12-30T02:43:42.000Z,quien cree de verdad que la vacuna estará en colombia en febrero este es uno de los gobiernos más mediocres e ineficientes ya empezaron en chile y mexico que son de la alianza pacífico junto a colombia y donde estanos nosotros para febrero increíble la mediocridad,0
4748,Valentina,@Valenti33436709,2020-12-30T02:23:52.000Z,en este momento estoy súper contenta ya casi llega el año nuevo y significa que llegara 2021 esperemos con ancias que la vacuna llegue ya que en colombia tenemos 40 millones de docis y son 2 docis por persona ya casi lo logros vamos pa delante colombia,0
4749,Julian gomez,@Juliang69747350,2020-12-30T02:03:31.000Z,la mejor vacuna q hay hasta el momento es la sputnik v la rusa pero seguramente en colombia no la compraria x q es rusa seguro como la ignorancia abunda crerran q se volveran socialistas si la usan mas barata y mejor,0
4750,Veterano de Guerra,@2tarazona,2020-12-30T01:20:22.000Z,a colombia que llegue cualquier vacuna total la van a piratear,0
4751,william Novoa. #AntiUribista sigue a #AntiUribista,@williamfer94,2020-12-30T00:53:45.000Z,bienvenidos a colombia donde nos vacunan con el iva nos vacunan con los peajes nos vacunan con el salario minimo pero no nos vacunan con la vacuna ,0
4752,@EsosTiemposOld,@EsosTiemposOld,2020-12-30T00:31:03.000Z,colombia acordó con pfizer y astrazeneca la adquisición de 10 millones de vacunas ahora hay mucha dudas con las otras hasta el mismo putin duda de la vacuna sputnik creo que los venezolanos elegiran cruzar la trocha,0
4753,Iván Darío Montoya O,@idmontoy,2020-12-30T00:18:23.000Z,vacuna para covid 19 para febrero en colombia pues ya llego a chile la nueva cepa británica y con seguridad estará más temprano que tarde en colombia y mientras tanto el gobierno en silencio,0
4754,RoisonFigueraPeña,@roifp,2020-12-29T23:47:59.000Z,ahora nicolás maduro en venezuela la sputnik v se distribuirá de forma gratuita a toda la población que viva aquí no haremos como iván duque que anunció que le negará la vacuna a los vivan en colombia y no estén regulares venezuela 29dic,0
4755,Roderick Rivera,@rrrivera18,2020-12-29T23:01:13.000Z,hace aproximadamente 20 días observando un noticiero de colombia estaban entrevistando a un especialista en salud de ese país y explicó que los países que estaban en la coalición covax la vacuna le llegaría posiblemente en marzo tvnnoticias treporta,0
4756,Samuel Acosta,@acostasamu,2020-12-29T23:00:25.000Z,ya comenzaron a aplicar la vacuna chile argentina méxico costa rica puerto rico ya aseguraron la vacuna por acuerdos privadosecuador brasil colombia perú venezuela panamá rca dominicana,0
4757,Ovejita,@Ovejita37362111,2020-12-29T22:09:14.000Z,que le espiaban los rusos a colombia los secretos ciberneticos la produccion de armamento calificado o complejos industriales la vacuna los pozos petroleros en decadencia qué carajo es de interés para los rusos o es orden de eu e inglesa que duque obedece genuflexo,0
4758,Juan Diego Bedoya Gonzalez,@juanbedoya73,2020-12-29T21:42:15.000Z,pues con la demora de la vacuna en colombia para beneficiar campaña del futuro el que diga uribe no sería la primera vez que en el país se usan muertos para ganar la presidencia,0
4759,Luis Robles Bello,@dracvs,2020-12-29T19:35:15.000Z,en este instante de mi vida vivo en medellín antioquia colombiaen cuánto traigan la puta vacuna pago por ella pfizer no voy a esperar que venga el gobierno y le salga del forro que me toque el númeroah que tengo que vender el tv y la pc por que cara venga el líquido,0
4760,Tatiana Ramírez.,@Tati_Ramirez,2020-12-29T19:33:33.000Z,hoy me siento bien al ver que muchas personas que integran el personal médico en el mundo están recibiendo la vacuna como debe serobvio este tuit no tiene nada que ver con colombia,0
4761,Many,@vicarca_,2020-12-29T19:12:41.000Z,a mi compañera hoy le pusieron la primera dosis de vacuna de pfizer contra el covid 19 la segunda dosis en quince días colombia nada ,0
4762,FERNANDO A ROMERO P.,@FROMERO_ABOGADO,2020-12-29T19:11:08.000Z,morir de covid cuando hay varios países del mundo ya están vacunando a la población es reflejo de falta de previsión y no darle el valor a la vida del ser humano en dos meses que llega la vacuna cuánto muertos tenemos que enterrar y llorar en colombia,0
4763,Arturo Rodriguez,@arturo2driguez,2020-12-29T18:21:35.000Z,colombia no ha sido el primero en latinoamérica en aplicar la vacuna contra el covid19 pero sí fue el primero en anunciar con bombos y platillos que compró las vacunas,0
4764,El Ministro de Las Tortas,@DonLuisEduardo,2020-12-29T14:29:35.000Z,yo sí creo que la vacuna llega en febrero a colombia así como reconstruyeron san andrés en 100 días,0
4765,Tatiana Castril,@tatianacastril,2020-12-29T14:28:05.000Z,los gobiernos fachos y comunistas de méxico y argentina iniciaron vacunación el gobierno del joven y fresco presidente de colombia que habla muy bien inglés habla de empezar en febrero o marzo asíomaspendejos los colombianos vacuna,1
4766,Mario Francisco Quiroz Barrera,@MarioFr18650166,2020-12-29T14:03:52.000Z,atencion atencioncolombia no necesitara vacunaasi lo duspuso porky pues asevero q ya nos vacunaron desde hace 20 añosy concluyocolombia siempre estara a la vanguardia de cualquier pandemiacon el cdque viva colombia 50 millones de vacunados,0
4767,Karen Laverde,@laverde1976,2020-12-29T13:58:28.000Z,dudo mucho que la vacuna llegue a colombia en febrero,0
4768,Omar Herrera Ariza,@HerreraAriza,2020-12-29T13:50:47.000Z,en argentina inician vacuna ión contra covid en colombia seguimos contando las horas para que caiga maduro,0
4769,formacion eticapolit,@eticaypolitica,2020-12-29T13:20:55.000Z,veo con alegría como llega vacuna otros países hoy argentina siento cada vez más lejana esa emoción colombia cada vez más miedo incertidumbre y desazón por aumento de contagios y ver que las medidas de protección gobiernos regionales como el de bogotá son improvisados,0
4770,Le Alej,@LeAlej,2020-12-29T13:13:12.000Z,seacaboelañoy no llegó la vacuna a colombia cuatro países de américa latina empezaron la vacunación nosotros rezagados,0
4771,DÓCIL,@UnaDocil,2020-12-29T13:11:43.000Z,colombia hizo sus propios test colombia hizo esfuerzos para empezar una vacuna colombia capacitó personal de la salud colombia hizo campañas de educación colombianos encerrados,0
4772,peku,@peku97462173,2020-12-29T12:53:54.000Z,sé que no me llegara el bono de felicidades como tampoco me llega el clap solo le pido al presidente que exija la devolución de lorenzo mendoza de 595400000000000 us que ud le dio y que el utilizo para trasladar sus fábricas a colombia y con compre la vacuna pfizer,0
4773,Rosa R,@rosama32,2020-12-29T12:53:18.000Z,seacabóelañoy la vacuna contra el covid en colombia es una incógnita,0
4774,Aemon Targaryan,@Aemon3428,2020-12-29T12:47:55.000Z,mis lecturas colombia está siendo humilladavenezuela con incluso bloqueó criminalestá mejor que nosotros tienen vacuna rusa apoyo de peso pesados y el respeto de sus aliadosnosotros somos una narco colonia,0
4775,Chente,@Ekufar,2020-12-29T12:08:32.000Z,argentina empieza vacunación hoy 29 de diciembrecolombia hoy se está preparando para agradecer el 35 de aumento de salario las 90 masacres del año la no vacuna y el desgobierno,0
4776,CD,@CharlesDanna,2020-12-29T12:03:39.000Z,se imaginan el tamaño de la placa conmemorativa de la primera vacuna contra el virus en colombia comparado con el tamaño de la placa de la tercera inauguración del túnel de la línea,0
4777,JAIME RODRIGUEZ ALARCON,@JAIMERO11513693,2020-12-29T11:44:05.000Z,seacabóelañoyla corrupción la inseguridad en las ciudades la muerte de líderes sociales el desempleo la pobreza siguen en aumento y no pasa nada que tragedia para colombia contra estos males no hay vacuna,0
4778,Martha Elizabeth Camargo,@MarthaECamargo,2020-12-29T10:55:20.000Z,el gobierno dio vía libre al ingreso de la vacuna contra el covid a colombia el decreto fija que en febrero iniciará el plan de vacunación en el paíscolombia tuvo 203 muertos por covid en el último día hubo 9310 nuevos casos y 13066 recuperados,0
4779,daniel moreno mateus,@danielmats_,2020-12-29T09:57:01.000Z,yonomevacuno porque no tenémos vacuna en colombia,0
4780,Howard Ramirez,@hramirezvill,2020-12-29T07:54:05.000Z,yonomevacuno jajaja en colombia nadie se vacuna porque por ahora no van a llegar a este gobierno todo le queda grande,0
4781,Alejo Barragán S.,@ALEJOBARRAGANS,2020-12-29T04:38:41.000Z,lo más ruso que hay en colombia es petrosky porque ni la vacuna va a llegar,0
4782,Carlos Enrique,@CarlosDoors,2020-12-29T03:24:29.000Z,no es mala onda pero en colombia no ha llegado ni siquiera la vacuna y en méxico no se quieren vacunar porque creen que les pondrán un chip es neta méxico me imagino que la elite mundial quiere saber qué vas a coppel a dar tu abono yonomevacuno,0
4783,Andrea,@adcuc29,2020-12-29T03:23:47.000Z,no se imagina ustedes el peo que va a ser la vacuna en colombia jeje,0
4784,javi celis,@CelisJavi795,2020-12-29T02:33:18.000Z,porque vivo en colombia y cuando llegue la vacuna el país tendrá inmunidad de rebaño que es lo que quiere el gobierno y seremos los últimos en américa yonomevacuno,0
4785,Don Victor,@vhfiel,2020-12-29T02:20:01.000Z,cuando apareció el virus la gente pedía a gritos la vacuna ahora que hay vacuna la gente no se quiere vacunarponganse de acuerdo pareciera que la gente está más a favor del virus que de la vacuna israel ecuador colombia eeuu chile argentina españa coronavirusec,0
4786,Yo gurrupleta.,@yogurrupleta,2020-12-29T01:53:45.000Z,esa tendencia de yo no me vacuno da es risapara el 2023 que llegue a colombia los ricos van a ir corriendo a vacunarse porque no todos van a poder pagar una vacuna a 500000 cop por cabeza,0
4787,CAT,@Catb122,2020-12-29T01:50:18.000Z,a este ritmo cuando llegue la vacuna ya le habrá dado covid a todo colombia ya van 1600000 colombianos que se han contagiado,0
4788,Juan Carlos Figueroa Godoy,@juanfigueroag,2020-12-29T01:49:36.000Z,por favor guarden este trino para recordarles a los uribistas y petristas que hoy no dicen nada ante la demora en la llegada a la vacuna de covid19 a colombia pero que cuando llegue no habrá minuto en el que no ataquen a claudialopez y alejandrogl2014 por cualquier cosa,0
4789,Pedraza R.,@kefas2020,2020-12-29T00:54:52.000Z,la vacuna en colombia no nos trasnocha desde hace décadas nos están vacunando,0
4790,A,@polarizador7,2020-12-29T00:50:35.000Z,parce debería ser hijueputa escándalo nacional que en colombia que tanto saca pecho de desarrollo no se esten aplicando la vacuna contra el covid más que la vacuna será un chantaje en elecciones de 2022 puto mierdero de país,0
4791,arawaco,@arawaco,2020-12-29T00:48:10.000Z,colombia comprará la vacuna a astrazeneca vienenlosrusos jajajajajaaj,0
4792,Urías Velásquez,@Uriasv,2020-12-29T00:26:56.000Z,chisteputínmi país desarrolló la primera vacuna contra el convid19 sputnik se llamatrumpmi país habrá 20 millones de vacunados antes de finalizar el añoel cerdoeso no es nada en colombia las auc de mi presidente auv vacunan desde el 2002 duélale al que le duela,0
4793,Laura Victoria,@lau_vanegas,2020-12-29T00:20:49.000Z,yonomevacuno porque obvio la vacuna se va demorar en llegar a colombia,0
4794,Juan Houghton,@JuanHoughton,2020-12-28T23:54:19.000Z,vital q gobiernos alternativos indígenas y afro y org campesinas hagan diplomacia autónoma para garantizar q las comunidades tengan acceso a la vacuna del covid19 no esperen del gobierno nal acincauca criccauca aconcolombia criccauca cnacolombia fensuagroc,1
4795,Maribel Ortiz Franco,@Makifranco82,2020-12-28T23:37:55.000Z,hola mabellaranews yolandaruizce quiero hacerles una pregunta que hoy mamá me hizo y es la siguiente cómo será el proceso en colombia para tener acceso a la vacuna contra el covid y a dónde deben ir las personas cuál es el plan en bogotá claudialopez mil gracias,0
4796,"AboJuan
(Cta.Oficial)",@abojuan,2020-12-28T23:32:11.000Z,todos los países vecinos ya poniendo la vacuna contra el covid menos colombiasomos lo peor ante el mundo entero,0
4797,DiegoDeLaVega,@estonoessuyo,2020-12-28T22:53:23.000Z,en el programa de hoy a las 6 pm ivanduque les confirmará que los 40 m de dosis de la vacuna para covid19 no pudieron ser negociadas para colombia yfelizdiadelosinocentes por 2 largos años más,0
4798,falca1,@Falca1Gera,2020-12-28T22:41:52.000Z,urgente traer vacuna a colombia debe ser prioridad nacional la gente se esta muriendo urgente decreto emergencia sanitaria nacional duque póngase las pilas hermano dejé de hablar tanto ,0
4799,Memo Quintero,@MemoQuintero3,2020-12-28T22:12:12.000Z,mañana se inicia la aplicación de la vacuna suptnik v al personal vinculado a la salud en argentina a los mayores de 60 años en rusia méxico tambien inicio el proceso colombia en sala de espera,0
4800,David,@aulacopernica,2020-12-28T21:58:22.000Z,diadelosinocentes dizque duque está practicando con geringas pues será el primero en inyectar la vacuna en colombia,0
4801,Liliana Torres Ruiz,@inglili548,2020-12-28T21:56:02.000Z,es mejor cuidarse y tomar enserio las medidas de autocuidado para no contraer el virus porque estar a espensas de la vacuna es como si apostamos la lotería y a esperar a ganar ni pasará gobiernocolombi hay que hablar con la verdad vacunaya colombia,0
4802,Leidy Torres,@LeidyJTorresC,2020-12-28T20:22:28.000Z,va a estar bien duro salir de la pandemia en países como colombia si se cierra que no porque hay que trabajar si se deja salir con precaución que no que el tapabocas incomoda si se trae la vacuna que tiene efectos secundarios si se compran uci que para qué y así,0
4803,Fernando Luciani,@LucianiFernando,2020-12-28T20:21:03.000Z,coño será por el tema de los cuartos fríos que la vacuna no nos la han enviado costa rica y colombia nuestras fronteras ya están vacunando o cuidado con que no hemos pagado todavía a sea puro blablabla y uno como pendejo esperando ya dudo de tooooodoooo,0
4804,Omar Pacheco Morelos,@OmarPachecoM,2020-12-28T18:59:33.000Z,ya me di cuenta que de aquí a qje llegue la vacuna a colombia me repite 3 veces el covid,0
4805,Manrique,@KManrique_,2020-12-28T18:48:49.000Z,haha yo solo esperaré como les va a los europeos cuando haya efectos hasta ahora estará llegando la vacuna a colombia y después un año más porque no soy población de riesgo yonomevacuno,0
4806,Cesar A. Pagano,@Augusto_Pagano,2020-12-28T17:46:42.000Z,estamos viviendo la peor de las películas antes futuristas azotados por una pandemia con un gobierno corrupto al frente los países ricos los únicos con acceso a la vacuna y para terminar colombia como país uno de los últimos en poder acceder a esta falta el héroe no lo hay,0
4807,Daniel Núñez,@DanielN0614,2020-12-28T17:41:26.000Z,hoy falleció una tía de covid19 colombia sin vacuna mientras que otros países de latinoamerica con economías parecidas y otros menos estables como las de nosotros ya comenzaron a vacunarmisión del gobierno esperar a que mueran más gente para adquirir menos vacunas covid19,0
4808,Jonathan Camargo ✪,@jonathancongres,2020-12-28T17:36:54.000Z,el dominio colonial de usa sobre colombia nos va a obligar a la vacuna del nefasto emporio pfizerpor eso es necesario un desarrollo científico y farmacéutico autónomo y soberano libre de las grandes potencias,0
4809,Camila mejia,@CamilillaMejia,2020-12-28T17:30:30.000Z,yonomevacuno colombia es uno de los países mas corruptos e ignorantes porqué el pueblo así lo quiere la vacuna es fundamental si queremos combatir el covid19 no ponérsela significa una falta de empatía y compromiso con usted mismo y con la situación de todo un pais,0
4810,Ñinjitsu,@Perro__Flauta,2020-12-28T17:29:30.000Z,muertes por covid 19 42171 228 sin vacunas 1014 1 con vacuna en su paísmasacres después de los acuerdoscolombia 90 y contandovenezuela 0y la dictadura es venezuela,0
4811,Lola Clay,@peludamaravilla,2020-12-28T17:13:55.000Z,uno ve que en todas partes están gestionando la vacuna y en colombia están esperando que con la aglomeración de los hinchas del américa de cali baste para que se mueran más y tener que traer menos vacunas,0
4812,JΛNDR3S,@JANDR3S__,2020-12-28T17:06:42.000Z,la vacuna contra el covid ya está en los vecinos méxico chile argentina y costa ricano se puede decir q la gestión gubernamental d colombia para conseguir la vacuna ha sido ejemplar pues acá solo se tiene un anuncio que de pronto quizá tal vez a lo mejor llegue en febrero,0
4813,Marcelo Pellegrini,@pellegrinilomas,2020-12-28T16:57:13.000Z,la vacunacion con la vacuna sputnik es casi una extorsión no hay otra no hicieron como chile méxico colombia que compraron vacunas de varios laboratorios acá se quedaron con una sola la de astra zeneka y como no dio todavía los resultados esperados fueron a buscar la rusa,0
4814,Movimiento Anticorrupción!,@LaTropaChibcha,2020-12-28T16:54:02.000Z,la vacuna llega mañana a colombia jaja te lo creíste diadelosinocentes eso solo pasaría en un gobierno responsable y eficaz no en uno uribista aquí duque primero estrena otra camioneta antes de que apliquen la vacuna como ya están haciendo en mexico chile y costa rica,0
4815,Maybel Sofia,@maybel65,2020-12-28T16:42:02.000Z,en colombia cada vez los contagios son mayores no me imagino si un migrante irregular se enferma si ya le niegan una vacuna que mas no le negaran parece que tiene que ver con el modelo de salud de colombia que esta privatizado por aseguradoras no es totalmente gratuito,0
4816,Tanga(rife),@Ejtanga,2020-12-28T16:12:50.000Z,primer mundo apenas solucionando problemas para mantener la cadena de frío a 70 c para la vacuna y ustedes creen que en colombia van a vacunar en febrero no amoras,0
4817,LUIS ESCALANTE BOLAÑO,@L756U,2020-12-28T15:59:58.000Z,mi juniorclubsa del alma el primer equipo de colombia seleccionado para la aplicación de la vacuna contra el covid19 esto por el anuncio de la llegada de varios veteranos al equipo diadelosinocentes,0
4818,Rojo Barbón,@SimpleEduardito,2020-12-28T15:58:44.000Z, dispuesto a vacunarsecolombia 4565 vs 4055 no quiere vacunachile 6590 gracias educación vs 1025argentina 6085 quiere vacunarse gracias confianza y fernández vs 2030 gracias fernández oposición y sputik v,0
4819,SoyPeter,@PeterStayWay,2020-12-28T14:09:44.000Z,ya hay vacuna y en colombia más de 200 muertos diarios ivanduque el nivel de negligencia es muy grande un gobierno que no piensa en la gente así es y así será siempre a demandar el estado por incompetencia covid19,0
4820,Mañana será otro día,@Bogotaenlaolla,2020-12-28T14:02:57.000Z,y colombia como era de esperarse en el gobierno de ivanduque quedó entre los últimos en recibir la vacuna démosle gracias eltiempo wradiocolombia vickydavilah alvarouribevel cmilanoticia noticiascaracol lopezjosedaniel senadogovco dcoronell,0
4821,Sofía,@ChofaSpasaro,2020-12-28T13:49:00.000Z,a argentina le pidieron glaciares y permisos de pesca los de pfizer para dar la vacuna y a chile colombia costa rica méxico ecuador también le pidieron algo o solo a nosotros,0
4822,Alejandro Alvarado Bedoya,@aalvaradobe,2020-12-28T13:38:14.000Z,todos quieren que se acabe el año lo que no se pillan es que el 2020 arrancó sin pandemia 2021 ya arrancó jodido con pandemia sin vacuna aún en colombia,0
4823,restaurando,@javierguzmanu,2020-12-28T13:06:49.000Z,al paso que vamos colombia primero fabrica una vacuna cualquiera antes de que duque la compre,0
4824,Diego Leiva Gartner,@2bdc7ef1a075498,2020-12-28T12:58:07.000Z,definitivamente la peor plaga pandemia de colombia es la clase política y la vacuna por ninguna parte estamos jodidos salariodecongresistases,0
4825,#Petro2022 #PactoHistórico,@Petro_2022,2020-12-28T12:33:44.000Z,en colombia crean vacuna contra el covid19 toqiedequeda claudialopez,0
4826,Julián Toro,@jjtoroc,2020-12-28T12:32:46.000Z,soñé que colombia entregaba a pfizer la toalla higiénica más grande del mundo en garantía por la vacuna,0
4827,Nay Acuña,@Nallyluz,2020-12-28T11:22:53.000Z,tiran la mentira que los de la vacuna gringa pidieron un glaciar en argentina por eso compraron una vacuna rusa sin probar y los idiotas en colombia van y dicen que el presidente duque entregó la sierra nevada o la sierra de la macarena que mejor compremos vainas rusas harta,0
4828,Nixon Barrera Vega,@kim_hitman,2020-12-28T07:26:58.000Z,la sociedad chilena se vacuna con la pfizerla argentina con la sputnik vcolombia vacuna con los salarios los puentes los túneles el alza a la gasolina la venta de las reservas de oro los bonos de agua el 4x1000 los fraudes electorales las reformas tributarias,0
