username,location,text
Brendawalace,"Torremolinos, España",Esta noche he recibido el ansiado sms: ¡Mañana me vacunan! Estoy tan emocionada y tan feliz que creo que no voy a ser capaz de pegar ojo. ¡Me comen los nervios! Espero y deseo que también vosotros escribáis pronto tuits como este 🤞🏻 Será una buena señal #YoMeVacuno
CampoERincnC1,,"@MariaFdaCabal O sea que Petro y Roy terminarán de acabar con Colombia, más de lo que uds la. Acabaron, vacuna hasta finales del 2022,economia hasta 2022, la deuda 65 % del PIB, quien se robó toda esa plata, si en 200 años ha gobernado la derecha corrupta y criminal que defiendes."
franciszarate69,Colombia,"Sr @MinSaludCol @CGR_Colombia @infopresidencia una pregunta: que hacen con frascos vacios de la vacuna #Covid_19 , que control hay de que no los rellenan con agua?"
nietadelituergo,valencia,@CarmenMartin_ @SEinmunologia No he podido evitar entrar aquí para felicitarla por su intervención en el programa de @todoesmentiratv #YoMeVacuno cuando me toque. Gracias por explicar las cosas de manera clara.
Italeon,"Puerto Varas, Chile","@Roberto71243987 @ministeriosalud Casi 290.000 hoy entre 1eras y 2das dosis, impresionante! @ministeriosalud #YoMeVacuno"
alcaldiacovenas,Coveñas,"Llevamos dos días aplicando la vacuna Coronavac de Synovac. No hemos tenido reportes ESAVI.
#YoMeVacuno https://t.co/MglQ7RVbkh"
alcaldiacovenas,Coveñas,"Nos ajustamos al protocolo: primero personal de primera línea de atención contra el Coronavirus y adultos mayores  de 80 años.
#YoMeVacuno https://t.co/0xfuuAIQ2m"
alcaldiacovenas,Coveñas,"Gracias a la articulación con @GobSucre y @MinSaludCol, Coveñas pudo empezar con rapidez la fase 1 y Etapa 1 de vacunación contra el Coronavirus.
#YoMeVacuno https://t.co/XNIsJi79u7"
IntendenciaLBO,"Rancagua, Chile",Hoy se cumplió un año desde el primer caso confirmado de Coronavirus en Chile. ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno? Visita https://t.co/ezKIi9paPJ… y entérate 💉✨ #YoMeVacuno https://t.co/94A6cLoFQM
MinvuRM,"Santiago, Chile","📌El Proceso de Vacunación Masiva en Chile sigue Paso a Paso 

💪💪Ya llegaron a Chile más de 200 mil vacunas Pfizer para seguir combatiendo el Covid-19✅
 
#YoMeVacuno
#FelizMiercoles https://t.co/UQSWFzeZGO"
ministeriosalud,Chile,"#YoMeVacuno con ambas dosis para que la vacuna tenga el efecto esperado.

¡Yo me vacuno sin dudas contra el #COVID_19! 
Infórmate sobre las fechas y el proceso de vacunación en https://t.co/ODkxInjYmB https://t.co/LOWOg8eP9Z"
fefulle,,"La industria farmacéutica d EEUU pidió al gob. d Biden sanciones contra Hungría, Colombia y Chile xq buscan producir la vacuna contra el Covid-19  desconociendo la “propiedad intelectual”, informó hoy el portal La Intersección. Es extraño q se mencione a Col. en esta información."
josealfonso1,Murcia - Madrid,"@CarmenSanCarlos @IdiazAyuso @ComunidadMadrid Entonces en otros países como Alemania, Portugal, Francia, Italia, Dinamarca, Chile, Ecuador, Colombia, y un inmenso etc, es decir, la totalidad de países del mundo donde la vacuna también está controlada por los gobiernos también son comunistas o cómo va esto?"
manesche,"Young, Río Negro ... Uruguay ",@leobr92 #YoMeVacuno a ésta altura y en éste paisito con la que venga y la que me toque!
Mbarrientosd10,"Santiago, Chile","Total de personas vacunadas contra #COVID_19 al 3 de marzo a las 17:00 horas. #YoMeVacuno Mano de victoria
 #IPSA $IPSA #CHILE $CHILE $ECH $ECH https://t.co/1GcckpscAT"
seremisalud14,REGION DE LOS RIOS,Más de 85 mil personas se han vacunado en #LosRíos 👏🏻👏🏻 Hoy se inicio la inoculación con la 2 dosis a adultos mayores!! #YoMeVacuno https://t.co/Nay0s7rRye
ministeriosalud,Chile,"- Vacunación contra #COVID_19 al 3 de marzo a las 17:00 horas, entre hombres y mujeres. #YoMeVacuno ✌️ https://t.co/lzTp7lK0aR"
ministeriosalud,Chile,- Total de personas de 60 años y más vacunadas contra el #COVID_19 al 3 de marzo a las 17:00 horas. #YoMeVacuno ✌️ https://t.co/nG37VrYEoF
ministeriosalud,Chile,- Total de personas vacunadas contra #COVID_19 al 3 de marzo a las 17:00 horas. #YoMeVacuno ✌️ https://t.co/kn7c3ck67t
ministeriosalud,Chile,- Total de personas vacunadas con segunda dosis contra #COVID_19 este miércoles 3 de marzo a las 17:00 horas. #YoMeVacuno ✌️ https://t.co/GMe6d6xBKF
ministeriosalud,Chile,- Total de personas vacunadas con primera dosis contra #COVID_19 este miércoles 3 de marzo a las 17:00 horas. #YoMeVacuno ✌️ https://t.co/1DthWhVYrr
ministeriosalud,Chile,"[HILO #YoMeVacuno ✌️]

Balance Vacunación Masiva #COVID_19 – miércoles 3 de marzo - 17:00 horas.

El Ministerio de Salud informa cifras de personas vacunas contra el #COVID_19 en nuestro país.

Más información: https://t.co/uTh4wg5QY4 https://t.co/qSGCBqCclE"
kattclo2,,https://t.co/i5AmohtUY3  claramente en la página del minsal dice que no gay datos de seguridad en grupos de riesgo #juiciosdelesahumanidad #PcrFalsosPositivos #yonomevacuno #vacunenalospoliticos #NoEsPandemiaEsDictadura #MeNiegoaLav #HijosDelEstadoNO @DrEnriqueParis @pdazan https://t.co/L2FqkaAdYq https://t.co/nZxWbKPRbQ
pocholo693,"Miami, FL","Cuba ya casi tiene su propia vacuna , mientras Colombia solo prepara laboratorios de coca"
AgenciaDefensaJ,Colombia,"Vacunarte contra la COVID-19 es una manera segura de protegernos del virus y proteger a los demás. Cuantas más personas sean inmunizadas, menor será la probabilidad de contagiarse, enfermar gravemente o incluso morir. #YoMeVacuno https://t.co/wLZ6n0xTcD"
MOPBiobio,Región del Biobío,"📌 Hoy se cumplió un año desde el primer caso confirmado de Coronavirus en Chile. ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno? Visita https://t.co/fEVupiHYsl… y entérate 💉
#YoMeVacuno https://t.co/0mRaT5fF9P"
josejimr,,"@MinSaludCol Señores #YoMeVacuno, si el interesado en vacunarse está viviendo en municipio distinto a la sede de su IPS y ninguna IPS del lugar tiene contrato con la EPS a la que está afiliado; deberá desplazarse hasta otro municipio donde tenga red de servicio esa EPS?"
SSMNorte,,"#TuSaludNuestroNorte. Compartimos el calendario de vacunación correspondiente a la semana del 8 al 14 de marzo. 

➡️Presta atención a los grupos objetivos 🤔

Personas con comorbilidades y discapacidad (severa o profunda). 👩‍🦽

#YoMeVacuno✌️ https://t.co/5rsoY298V8 https://t.co/6yv0eEjAgj"
ConstruyoPais,Colombia ,"Las vacunas #SegurasYEfectivas contra la COVID-19, son la mejor forma de proteger a los adultos mayores, reduciendo el riesgo de contagio y el desarrollo grave de la enfermedad. #YoMeVacuno https://t.co/FTLktTEneo"
tsmnoticias,Neiva - Huila - Colombia,"Informe de actividad de #vacunación en #Colombia 🇨🇴, con corte al 3 de marzo de 2021, 4:00p.m.
#YoMeVacuno https://t.co/uO0bNcQDtr"
Nebiros96,"Pereira, Colombia","#YoMeVacuno 🇨🇴💉Reporte de vacunación en Colombia al día 3 de marzo.

1/ Dosis aplicadas por Departamento + vacunados totales y porcentajes. https://t.co/tDLsiuap7B"
NathuV,Santiago de Chile ,Lista con mi segunda dosis de vacuna contra el maldito coronavirus 🙌🏻💉#yomevacuno Sinovac #vacuna #NoBajemosLaGuardia
Hayate22525,"Barranquilla, Colombia",@MinSaludCol A este paso #Yonomevacuno
alcaldia_uribe,Uribe  Meta,"Vacunarte contra la COVID-19 es una manera segura de protegernos del virus 🦠 y proteger a los demás🙎🏼🙎🏽‍♀️

Cuantas más personas sean inmunizadas, menor será la probabilidad de contagiarse, enfermar gravemente o incluso morir. #YoMeVacuno ✌️ https://t.co/BKd8C9HCK6"
hospitalcariese,"Atlántico, Colombia","Le pidieron a la ciudadanía que tengan confianza en la vacunación. 

#YoMeVacuno #ElCariSeVacuna #AtlánticoConVida https://t.co/54pdXOetKJ"
Una_Magui,,"Listo el pollo 
#yomevacuno"
hospitalcariese,"Atlántico, Colombia","Esperaron la vacuna durante muchos meses, mientras luchaban por salvar la vida de los pacientes.

#YoMeVacuno #ElCariSeVacuna #AtlánticoConVida https://t.co/VY71Qmquuh"
hospitalcariese,"Atlántico, Colombia","Todos estaban visiblemente emocionados. Es el final de la batalla contra el virus. 

#YoMeVacuno #ElCariSeVacuna #AtlánticoConVida https://t.co/wmdylAfT6W"
hospitalcariese,"Atlántico, Colombia","Otros 60 trabajadores de la primera línea de salud del Centro Especializado para la atención del Covid-19, ubicado en la sede de Alta Complejidad, recibieron la primera dosis del biológico de la farmacéutica Pfizer.

#YoMeVacuno #ElCariSeVacuna #AtlánticoConVida https://t.co/9SjEIAhrDY"
hospitalcariese,"Atlántico, Colombia","¡AVANZA LA VACUNACIÓN CONTRA EL COVID-19!

Nuestro Hospital desarrolló de manera rápida y segura, su tercera jornada de Vacunación contra el Covid-19. 

#YoMeVacuno #ElCariSeVacuna #AtlánticoConVida https://t.co/z4ClCUo3Wj"
ParaNadie7,En el mar.⛵,"@EugeniodOrs_ Pero se la sudan las vacunas robadas por concejales, alcaldes, directivos, etc, del nazionalsocialismo.
¿Qué desayunan esta panda de resentidos? Por cierto,
#YoNoMeVacuno"
peopleenespanol,New York City,Conoce la lista de actividades públicas que los expertos consideran como seguras de realizar una vez que hayas recibido la vacuna contra el coronavirus. #Yomevacuno​  https://t.co/6OMA8IvfJ2
Gob_Itata,"Quirihue, Región de Ñuble, Chile","Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMevacuno https://t.co/46hUBgF3zb"
Bandida21097100,Chile,"@ministeriosalud @GobiernodeChile Jajajaja amen a los mismos políticos que odian jajajajja bueno, mi cuerpo mi decisión dicen las feministas verdad? O sólo aplica para destruir Humanos? #YoNoMeVacuno"
WRadioColombia,Colombia,#NoticiaW | Colombia ha aplicado 191.480 dosis de la vacuna contra el COVID-19. &gt;&gt; https://t.co/qACGrlUofD https://t.co/7RdI3Skkp1
MinSaludCol,,"Informe de actividad de #vacunación en Colombia🇨🇴, con corte al 3 de marzo de 2021, 4 p.m.

#YoMeVacuno✌️ https://t.co/Awjw6WFBe1"
dataiFX,Colombia,Colombia superó los 60.000 fallecidos por Covid-19 https://t.co/xusJqOZFOL #COVID19 #ColombiaSeVacuna #YoMeVacuno https://t.co/s6NaJSxwTo
ags_nortedejaen,Norte de Jaén,"@ags_nortedejaen Punto autovacuna #Andujar. SUMAMOS ➕ 💉💉💉💉💉💉💉💉💉💉💉💉
#VacunasCOVID19
#YoMeVacuno
#objetivo70x100vacunados
#AtencionPrimaria https://t.co/eKtkKA79yV"
NeyCastillo9,,"Las vacunas salvan vidas.
Si tenés la suerte de estar en el grupo que puede vacunarse ahora, ¡agendate ya!
¡Vamos que de ésto salimos todos juntos!
#YoMeVacuno 
#UruguaySeVacuna 
🇺🇾🇺🇾🇺🇾🇺🇾🇺🇾🇺🇾🇺🇾🇺🇾🇺🇾🇺🇾🇺🇾🇺🇾🇺🇾🇺🇾"
Araucania_Norte,"Malleco, La Araucanía","Al cumplirse un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas y hemos trabajado con fuerza para derrotar la pandemia. Conoce la gestión del Gobierno y los hitos más importantes en 📲  https://t.co/mqTkTpTab0 #YoMeVacuno https://t.co/6htkyewXqi"
vetehugo,Tabarnia,"@rorkafracul Si me vacuno puedo salir sin mascarilla?
Evita que contagie?
Evita que me muera por el virus?
Evita que me contagie?
Me exime del distanciamiento?
Los laboratorios me garantizan la inmunidad?
Los laboratorios me garantizan que funcione
No? Pues #YoNoMeVacuno"
CorpColinaSalud,Colina,"#YoMeVacuno Atención vecinos!
💉Hacemos balance diario de vacunaciones contra covid19 en Colina.
➡El 3 de marzo se vacunaron 846 personas con 1ra dosis, un total de 17.349 así.
☝️Mientras que, 457 en 2da dosis.
📌Del 3 febrero hay 17.806 vacunaciones
@mario_olavarria
@MuniColina https://t.co/fBZEohjER7"
SeremimineriaA,"Antofagasta, Chile","🔴Nuestro Seremi  @Alex_Acuna7  conversa con @radioalegria909 
 #Calama #SanPedroDeAtacama temas relacionados de Mesa mujer y Mineria.  Y a 12 meses de pandemia en Chile.
 
Sintoniza 
https://t.co/W7OrMaMJHb

#YoMeVacuno✌🏻 
#SalvemosVidas https://t.co/XAJ06hrbpD"
1anoticiass,"Tunja, Colombia",En la madrugada de hoy llegaron a Colombia 100.000 nuevas dosis de la vacuna de Pfizer. #Tunja #Boyacá https://t.co/1vAfNvbFuY
SeremiSalud_Coq,La Serena,"A un mes del inicio del Plan de Vacunación masivo contra el #Covid_19, nuestros adultos mayores comenzaron a recibir las segundas dosis en #Coquimbo  

#YoMeVacuno 

@ministeriosalud 
@gorecoquimbo 
@VoceriaCoquimbo 
@pdazan https://t.co/uOYouJPxL0"
CatdeArag,Un mundo al reves. Madrid,"Si mi padre viviera en Pernambuco y no me dejaran verlo si no estoy vacunada y me regalan la vacuna ....#YoMeVacuno 
No diré nada más xq con la q esta cayendo desviar la atención con esto es de ser muy pero q muy ....."
Gob_Colchagua,,"📌 A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas y hemos trabajado con fuerza para derrotar la pandemia. Conoce la gestión del Gobierno y los hitos más importantes en 📲 https://t.co/1SONUlR3JX  #YoMeVacuno https://t.co/r9jmkoDAnq"
OSO_ROJOSO,Parque Jellystone,🇨🇱🔴🦠😷VACUNACIÓN calendario para la semana entre el lunes 8 y el viernes 12 de marzo. @ClaudiaAlamo  #YoMeVacuno https://t.co/eKrZrsS9Ra
portalenlace,"Valledupar, Colombia",Llegan a Colombia 100.000 nuevas dosis de la vacuna de Pfizer https://t.co/qs90Ky7QTZ
SergioOlaya_C,,"@djpresident32 @AlexMorte86 @petrogustavo No se que tipo de análisis hizo, si solamente se basó en cantidad de vacuna y no en el porcentaje. Esta claro, hasta ahora sólo el 0.23% de la población de Colombia está vacunada. La meta es el 70% si se sigue así, no van a haber ni 5 millones de vacunados este año."
SSVinaQuillota,De Viña del Mar hasta Petorca,"Desde el Hospital Adriana Cousiño de Quintero , te invitamos a revisar la fecha de tu segunda dosis de la vacuna para protegerte del Covid 19

#YoMeVacuno
#HospitalDeQuintero https://t.co/MxlfKq4yxQ"
tengountigre,,HAY QUE VACUNARSE. QUE TURISMO NI TURISMO. ES SALUD GENTE. SI NO LO HACÉS POR VOS HACELO POR LOS DEMÁS NO SEAS EGOÍSTA #YoMeVacuno
OurGodWithUs7,"Santiago, Chile","Esterilización masiva y obligatoria, es el objetivo. 💉💉 
#YoMeVacuno #vaccine #Covid_19 #VacunasCOVID19"
VoceriaCoquimbo,La Serena,Hoy se cumplió un año desde el primer caso confirmado de Coronavirus en Chile. ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno? Visita https://t.co/WMirFvoXxp y entérate 💉✨ #YoMeVacuno https://t.co/u9Rcu6QiiE
GobiernodeChile,Chile,Hoy se cumplió un año desde el primer caso confirmado de Coronavirus en Chile. ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno? Visita https://t.co/aPBcvEHB5H y entérate 💉✨ #YoMeVacuno https://t.co/ATBrgitPxg
F3liGutierrez,"Santiago, Chile",Pacientes crónicos -46años sigan esperando que aunque tengan muchísimas más probabilidades de enfermarse no nos importa. #YoMeVacuno https://t.co/dnieFRX4aR
Crubiano22,"Bogotá, D.C., Colombia","En la @PoliciaColombia no han terminado de vacunar a los funcionarios del sector salud pero el sábado a los señores generales si los vacunaron junto a sus familias, se suponía q la primera etapa era los trabajadores de la salud  @SectorSalud #YoMeVacuno"
v_the_reaper,En un gentil totalitarismo,"Con un pequeño porcentaje de la población actuando de esta manera, el #Circovid y la plandemia se terminan en cuestión de horas. #YoNoMeVacuno https://t.co/wrLOfebv3J"
ckortega,no soy de aquí ni soy de allá ,"#Desigualdad en la distribución de las #VacunasCOVID19, el famoso ""sálvese quien pueda"" de los países ricos Mientras tanto millones de personas del personal de salud adultos mayores se inscriben en los distintos países para lograr inmunizarse con la 1ra dosis. #DDHH #YoMeVacuno https://t.co/uWovGaR4zh"
gorebiobio,"Concepción, Chile","📌 Hoy se cumplió un año desde el primer caso confirmado de Coronavirus en Chile. ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno? Visita https://t.co/Wdckdage1E y entérate 💉
#YoMeVacuno https://t.co/7trlTITQ3H"
ivanarqui2,"Cali, Colombia","@JorgeIvanOspina La vacunación es lenta por la demora de los biológicos, si Cali no se vacuna el 70% no habrá inmunidad de rebaño y lo mismo para Colombia, por lo tanto el carné de vacunación será obligatorio y requisito para cualquier actividad particular o pública."
_DeBhe,,Ya te vacunaste? Infectólogo afirma que aún puedes contagiar. Aún no hay evidencia suficiente que pruebe su efectividad. #YoMeVacuno #YoNoMeVacuno #Sinovac #Pfizer #coronavirus https://t.co/ky5Pqa0OYc
ANGELVI_Argenta,"Córdoba, Argentina","#YoMeVacuno💉  sigamos cuidandonos
#CuidarteEsCuidarnos https://t.co/GHaXCVD1Op"
PichoHill,Montevideo - Uruguay,#YoMeVacuno a vacunarse! https://t.co/E08rwCtR86
MintrabNuble,"Chillán, Chile","#YoMeVacuno: este miércoles el director del @SenceNuble y la encargada de la @SubdereNuble visitaron el Cesfam San Ramón Nonato de #Chillán 💉, centro de atención clave para la vacunación masiva en la capital regional y donde se comenzó a suministrar la segunda dosis. ✅🇨🇱 https://t.co/b87VWcFiwF"
jatirado_oc,"Madrid, Comunidad de Madrid","#OtrasCiudades Médico fue vacunado con síntomas de covid, ahora está en una UCI https://t.co/KIoONLi4Vh https://t.co/by8PPeBP6J"
MintrabChile,"Santiago, Chile","⚠️ATENCIÓN⚠️ ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno🤔?  A un año de la llegada del Coronavirus a Chile, te invitamos a revisar los detalles en https://t.co/uXSyvDaWdB #YoMeVacuno 💉👍🏻 https://t.co/yWfWP4gsWF"
voceriagobierno,Chile,"💉A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas y hemos trabajado con fuerza para derrotar la pandemia. Conoce la gestión del Gobierno y los hitos más importantes en 📲 https://t.co/4fg3IcTDhN  #YoMeVacuno https://t.co/M5NyILTJXH"
subdere_maule,,"Nuestro jefe subdere maule @carlosrosasvalenz estuvo en #SagradaFamilia viendo como se lleva a cabo el proceso del plan #yomevacuno 
Hoy comenzó la inoculación de la segunda dosis para quienes les correspondía
#mejoresregiones #subdere #carlosrosas #subderemaule #subdereenterreno https://t.co/iv5RmCHyJq"
subdere_maule,,"Nuestro jefe subdere maule @carlosrosasvalenz estuvo en #SagradaFamilia viendo como se lleva a cabo el proceso del plan #yomevacuno 
Hoy comenzó la inoculación de la segunda dosis para quienes les correspondía
#mejoresregiones #subdere #carlosrosas #subderemaule #subdereenterreno https://t.co/LEp417QcIB"
Terenaria,Carabanchel,"Por cierto en esta casa estamos todas vacunadas ,primera dosis.
No con la misma vacuna.
La mamá ha tenido más suerte.
#tuitdebroma
#YoMeVacuno https://t.co/FdC7JyWzgu"
Minjudhatacama,"Copiapó, Chile","📌 A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas y hemos trabajado con fuerza para derrotar la pandemia.
Conoce la gestión del Gobierno y los hitos más importantes en 📲 https://t.co/sIWea0q0Yi
 #YoMeVacuno https://t.co/oXSCBx4CVT"
Winchester_Musk,"Vancouver, Canadá","@rcnradio Posición de Colombia en la OMC obstaculiza petición de liberar patentes de vacuna Covid
110 países pobres impulsan en la OMC una proposición para que la propiedad intelectual sobre las vacunas se considere de interés público mundial (28-Febrero-2021)
https://t.co/lmo9tZUfEU"
Gob_Copiapo,Copiapó,"🗓️Este es el calendario para la semana entre el lunes 8 y el viernes 12 de marzo, que incluye personas con comorbilidades y personas con discapacidad severa o profunda entre 46 y 59 años. Además se incorporan las segundas dosis de las personas ya inoculadas.

#YoMeVacuno ✌️ https://t.co/KgLupQ834B"
Winchester_Musk,"Vancouver, Canadá","@rcnradio Posición de Colombia en la OMC obstaculiza petición de liberar patentes de vacuna Covid
110 países pobres impulsan en la OMC una proposición para que la propiedad intelectual sobre las vacunas se considere de interés público mundial (28-Febrero-2021)
https://t.co/lmo9tZUfEU"
jahn_nee,"Montevideo, Uruguay","¿Te vas a vacunar cuándo te toque?
#YoMeVacuno #UruguaySeVacuna"
Maldonado_1980,Chile,"#3deMarzo 
Hoy se cumplió un año desde el primer caso confirmado de Coronavirus en Chile. 

Acá te dejo los principales hitos del plan del @GobiernodeChile 

Te invito a visitar https://t.co/DWTzDzCbuy y entérate 💉✨ #YoMeVacuno https://t.co/ne2RyQCoDb"
infoenbreves,Caracas,"Estos son los primeros países en Latinoamérica que recibirán la vacuna por COVAX, después de Colombia #03Mar #EnBreve #Salud #News https://t.co/lt9gHmDi7r"
Gore_Tarapaca,"Iquique, Chile","Hoy se cumplió un año desde el primer caso confirmado de Coronavirus en Chile. ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno?

Visita https://t.co/xGxZ12X0rl y entérate 💉✨ #YoMeVacuno #Tarapacá #Iquique #Tamarugal https://t.co/3PVnDpx7qZ"
bertosabino,,"Buenas noches queridísim@s 
Amig@s de Twitter 🤗
que tengan un maravilloso 
descanso con sueños bonitos.
Abrazos y besos!❤️
#Quedateencasa🏠🍀
#CuidarteEsCuidarnos🏠
#YoMeVacuno 🇷🇺💉🇦🇷💫💫💫 https://t.co/2XR1RMF1WM"
MDSNuble,"Chillán, Chile",📌 Hoy se cumplió un año desde el primer caso confirmado de Coronavirus en Chile. ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno? Visita https://t.co/FOUxMbqJYU y entérate 💉✨ #YoMeVacuno https://t.co/mbpdNqJ8IL
jdkellyg,Colombia,"@MinSaludCol @infopresidencia @IvanDuque @INSColombia @ViceColombia @Fruizgomez @Supersalud @MinInterior @UNGRD @urnadecristal Colombia recibe 100.000 dosis de la vacuna de Covid 19, con lo que llega a 509.310 dosis. https://t.co/OuZm4bRI3R"
_rooguerrero,santiago,Hasta ahora la segunda dosis de la vacuna solo me ha provocado dolor leve  en el brazo y un poco de fatiga #vacunas #YoMeVacuno #sinovac
cristianhcd,Santiago de Chile,"@Lorealvarez @AndreaObaid no, los están tratando como pacientes con tratamiento autoinmune, hay un tuit de #yomevacuno

https://t.co/viSsOcY7ro"
ElArielin,"Antofagasta, Chile","Comenzarán a vacunar a los que tienen cormobilidades o ""enfermedades crónicas"" la próxima semana. 

#YoMeVacuno 
#CoronaVirusChile

👇👇👇👇👇👇 https://t.co/SSoEpgeHmt"
MeVacuno,Ministerio de Salud,"@victorarce3110 Pacientes crónicos, con comorbilidades y con discapacidad severa o profunda en los rangos etarios publicados #YoMeVacuno ✌️"
MeVacuno,Ministerio de Salud,"@cicovolche Hola, el calendario de vacunación prioriza a los pacientes crónicos y con comorbilidades. La población general será vacunada durante el primer semestre de este año #YoMeVacuno ✌️"
Ervasa2,,"Perú, Colombia, Ecuador, Venezuela, Reino Unido, Estados Unidos, etc, etc, etc, NO PERMITEN QUE LOS PRIVADOS VENDAN LA VACUNA CONTRA EL COVID-19, sin embargo acá en Perú joden y joden los ricos que están apurados. Dejen ya trabajar al gobierno car.....jo ...(1)"
FuerzaDederecha,Casa blanca,"Para que vacunarme si tengo que pagar 60$ por el PCR para entrar a 🇻🇪
Vacunarme para seguir con el bozal tapa boca? 
Vacunarme para seguir con el aismamiento? 
Vacunarme para seguir distanciandome 1 mt?
#YoNoMeVacuno"
elambito,"Barranquilla, Colombia","Con el fin de incrementar el ritmo de vacunación en el país.

Leer Más:https://t.co/3Ln0yGifHm https://t.co/l3PsAEOrrF"
gorecoquimbo,Región de Coquimbo,Hoy se cumplió un año desde el primer caso confirmado de Coronavirus en Chile. ¿Cómo hemos enfrentado la Pandemia y cuáles han sido los principales hitos del plan de Gobierno? Visita https://t.co/gApvVacGvC y entérate 💉✨ #YoMeVacuno https://t.co/3bj0603lsF
bioandy,"Santiago, Chile",Mañana toca segunda dosis!! 🎉🎉🎉👯‍♀️👯‍♀️👯‍♀️ #YoMeVacuno
Maximiliano__RR,,"@ministeriosalud consulta: ¿es verdad q en el indicador están incluyendo también la 2da dosis? 
En caso de ser verdad, entonces el indicador esta inflado, y la realidad es q menos personas han sido vacunadas
#pacosasesinos #YoMeVacuno @mentiraslared @SeremiSaludRM @alejandramatus https://t.co/RtNZfdyHSs"
SuperDeSalud,Chile,"A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de ocho millones de vacunas y trabajado con fuerza para derrotar la pandemia. 
Conoce la gestión del Gobierno y los hitos más importantes en 🔗 https://t.co/lTioT3TOf1   

#YoMeVacuno✌🏻 https://t.co/idveVTSpbm"
Int_Nuble,,📌 Hoy se cumplió un año desde el primer caso confirmado de Coronavirus en Chile. ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno? Visita https://t.co/DUadW9qvTN y entérate 💉✨ #YoMeVacuno https://t.co/QmThejzsFl
HORCAUCA,"Popayán, Colombia","""Así funciona el mecanismo COVAX, que busca ""asegurar el acceso equitativo"" a la vacuna contra la COVID-19"" Colombia es parte de este mecanismo. https://t.co/OjUT2dzUfz"
sanfelipeinform,"San Felipe de Aconcagua, Valp","[ #YoMeVacuno ✌️]

Este es el calendario para la semana entre el lunes 8 y el viernes 12 de marzo, que incluye personas con comorbilidades y personas con discapacidad severa o profunda entre 46 y 59 años. Además se incorporan las segundas dosis de las personas ya inoculadas. https://t.co/6Tub1K6oXz"
BarbutJaume,,"@Santaflow_fenix Yo ese razonamiento lo he hecho mil veces, sumado a que no te exime de seguir en riesgo de contagio, pero me dicen que deje de pensar así, de discutir todo y que deje de creer todo lo que veo por ahí. No lo ven, pero no me describen a mí, sino a ellos mismos.

#YoNoMeVacuno"
FelipeGuevaraSt,"Santiago, Chile","Hoy se cumplió un año desde el primer caso confirmado de Coronavirus en Chile. ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno? 

Visita https://t.co/H346Czo6Lb y entérate 💉✨ #YoMeVacuno https://t.co/aWK0neU7Ph"
terectld,,Deberían poner en el calendario de vacunación que los pacientes con comorbilidades son los pacientes conocidos como crónicos porque he leído a mucha gente confundida 😬 #YoMeVacuno
Voceriabiobio,"Región del Biobío, Chile",Hoy se cumplió un año desde el primer caso confirmado de coronavirus en Chile. ¿Cómo hemos enfrentado la pandemia y cuáles han sido los principales hitos del plan de Gobierno? Visita https://t.co/Ui8CGfkHFz y entérate 💉✨ #YoMeVacuno https://t.co/tBed5Yuj65
dos_segegob,Chile,"📌 A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de ocho millones de vacunas y trabajado con fuerza para derrotar la pandemia. Conoce la gestión del Gobierno y los hitos más importantes en 📲: https://t.co/Qj3su9SRLh  #YoMeVacuno https://t.co/G3Fwj573qV"
ministeriosalud,Chile,"Al cumplirse un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas y hemos trabajado con fuerza para derrotar la pandemia. Conoce la gestión del Gobierno y los hitos más importantes en 📲 https://t.co/lQK6JRSUCm  #YoMeVacuno https://t.co/mSFK2qOlWs"
