username,location,text
hospital_ortega,,"#YoMeVacuno ✌🏻| Se llevó a cabo la segunda jornada de vacunación contra el Covid-19, aplicada a diferente personal de nuestra Hospital. Cada vez estamos más cerca de ganar esta batalla. #HospitalSanJose https://t.co/rCiU2067vT"
eduregueira,"Montevideo, Uruguay","*Momento exacto donde explica (antes de patear unos penales), porque no hay que tenerle desconfianza o miedo a la vacuna Sinovac, ya que es a virus INACTIVADOS como la antigripal que se nos damos tooooodos los años.
Ídolo.

#YoMeVacuno"
MancipeJD,,"Ojalá Colombia también se posicione como candidato para producirla, tenemos capacidad, experiencia y logística, el gobierno debe atender a estas opciones! ⁦@infopresidencia⁩ ⁦@MinSaludCol⁩  https://t.co/jqSYdVPz8S"
KevinRui_Z,Lima,"Esta madrugada, Colombia recibió 100 mil dosis de la vacuna de Pfzier-BioNTech tras un acuerdo de ambas partes. Hasta el momento, el gobierno colombiano ha adquirido 459,130 dosis entre Pfizer-BioNTech y Sinovac."
lasillavacia,Bogotá,"#ElPaísEnVivo 

Colombia, según datos de Our World in Data, ha aplicado 0,33 dosis de la vacuna por cada 100 habitantes.  

Seguimos por debajo de 7 países: Perú, México, Argentina, Panamá, Costa Rica, Brasil y Chile. 

https://t.co/aOGClgUPqZ"
colfish2k2,Hija #DM1 #BlueDay #WDD  No creo en Dios(es) Ni Religiones.,"@ministeriosalud @MeVacuno @MeVacuno hola, les cuento de que hemos tratado de vacunarnos pero muchos problemas para la Pfizer y autoinmunes, en Maipú no están atendiendo y en Ñuñoa sólo a pacientes Artritis pero no quieren vacunar a Diabetes Tipo 1, ambas autoimmune, que hacer? | @pdazan #Yomevacuno (??)"
colfish2k2,Hija #DM1 #BlueDay #WDD  No creo en Dios(es) Ni Religiones.,"@MeVacuno @adnradiochile @MeVacuno hola, les cuento de que hemos tratado de vacunarnos pero muchos problemas para la Pfizer y autoinmunes, en Maipú no están atendiendo y en Ñuñoa sólo a pacientes Artritis pero no quieren vacunar a Diabetes Tipo 1, ambas autoimmune, que hacer? | @pdazan #Yomevacuno (?)"
icheinTurkoMalo,Extranjero en tierra propia,"@DEBB1D permítame que insista,#YoNoMeVacuno"
colfish2k2,Hija #DM1 #BlueDay #WDD  No creo en Dios(es) Ni Religiones.,"@MeVacuno hola, les cuento de que hemos tratado de vacunarnos pero muchos problemas para la Pfizer y autoinmunes, en Maipú no están atendiendo y en Ñuñoa sólo a pacientes Artritis pero no quieren vacunar a Diabetes Tipo 1, ambas autoimmune, que hacer? | @pdazan #Yomevacuno ....!!"
colfish2k2,Hija #DM1 #BlueDay #WDD  No creo en Dios(es) Ni Religiones.,"@MeVacuno hola, les cuento de que hemos tratado de vacunarnos pero muchos problemas para la Pfizer y autoinmunes, en Maipú no están atendiendo y en Ñuñoa sólo a pacientes Artritis pero no quieren vacunar a Diabetes Tipo 1, ambas autoimmune, que hacer? | @pdazan #Yomevacuno ..!"
colfish2k2,Hija #DM1 #BlueDay #WDD  No creo en Dios(es) Ni Religiones.,"@MeVacuno hola, les cuento de que hemos tratado de vacunarnos pero muchos problemas para la Pfizer y autoinmunes, en Maipú no están atendiendo y en Ñuñoa sólo a pacientes Artritis pero no quieren vacunar a Diabetes Tipo 1, ambas autoimmune, que hacer? | @pdazan #Yomevacuno ."
majoco_86,Uruguay,@luisoli75 Con la que sea y cuando sea #YoMeVacuno 🙌🏻
colfish2k2,Hija #DM1 #BlueDay #WDD  No creo en Dios(es) Ni Religiones.,"@MeVacuno hola, les cuento de que hemos tratado de vacunarnos pero muchos problemas para la Pfizer y autoinmunes, en Maipú no están atendiendo y en Ñuñoa sólo a pacientes Artritis pero no quieren vacunar a Diabetes Tipo 1, ambas autoimmune, que hacer? | @pdazan #Yomevacuno #Chile"
DEBB1D,Spain,@icheinTurkoMalo 😂😂😂😂ya se ya #YoNoMeVacuno
ipsudea,Medellín,"Y tú… ¿Sabes qué hacer antes, durante y después de la aplicación de la vacuna #Covid19? Hoy a las 4:00 p.m. en #CienciaALaMano de @Medicina_UdeA expertos en infectología hablarán de este tema y resolverán dudas frente a este importante proceso.  #YoMeVacuno https://t.co/5opHgQ0rjJ"
piscosommelier,Pisco Elqui,"El mejor SPA, está en medio de las uvas y el vino! 😃👏🏻👌🍇🍷 @vdalcohuaz #ValleDeElqui #Vino #FelizMiercoles #YoMeCuido #YoMeVacuno https://t.co/XGMXT2Enhd"
SaludChiloe,Castro Chiloé  X Región,🔴Seguimos avanzando en el proceso de inmunización masiva contra el #Covid19. Hoy los funcionarios de salud del @HospitalQuellon recibieron las segundas dosis de la vacuna #YoMeVacuno✌#Chiloé https://t.co/czTidcUGbq
pdazan,www.minsal.cl,"Me llegaron estas lindas fotos de Rosa, 97 años; Turmolina, 91 años; y José, de 96 años, que fueron los primeros adultos mayores en recibir la segunda dosis de la vacuna contra el #COVID19 en #PuntaArenas. #YoMeVacuno✌️ https://t.co/rDrAmZD6tG"
vivirpoblado,Medellín - Colombia,"#Noticia | Con la llegada de otras 100 mil dosis de la vacuna 💉 Pfizer al país, este miércoles 3 de marzo, Colombia ajusta un total de 509 mil biológicos recibidos, después de 14 días del inicio del Plan Nacional de Vacunación. Siga leyendo ⬇ https://t.co/t81viN1JxN"
jonarom65,"san juan , Argentina .",#YoMeVacuno ya me aplique la segunda dosis de la SPUTNIK V .. FELIZ !! https://t.co/BYDAUR8n7G
XaviTro,Benissa (País Valencià),"¿@sanidadgob puedo ir este mes de marzo a vacunarme a Emiratos Arabes? A l@s español@s no le costará ni un euro, me lo pagaré yo de mi bolsillo, no quiero que me pague el viaje la @CasaReal de #España #YoMeVacuno #InfantasVacunadas https://t.co/o07r5KB6mU"
Gabisilandia,"Santiago, Chile","🎉 Ready con la 2da dosis 💉🦠😷,
Justo 1 año después del 1er caso en Chile (!!!)... Heavy... 🥺
... Ahora a esperar 2 semanas para retomar algunas actividades  (de a poco y siempre con mascarilla y distancia sosí) #YoMeVacuno✌🏻#Covid19Chile https://t.co/aFuOS0bWfY"
AlmaraSalud,"Madrid, Spain","El equipo Almara ha acudido a su cita en la sede de Madrid del COEM para recibir la primera dosis de la 💉 vacuna covid.

Estamos muy contentos por compartir esta noticia con todos vosotros.

☎️ 917 374 990
 
#Almara #ClinicaAlmara #Madrid #Dentista #yomevacuno #vacuna https://t.co/8hplDMwg9t"
RAMONCHAVEZR,SANTO DOMINGO,"Campaña de concientización @sodomedi

#sodomedi #sodomedisomostodos #VacunateRD #YoMeVacuno #gabinetedesalud #ministeriodesalud #PresidenciaRD #luisabinader #raquelarbaje #raquelpeña

@saludpublicard @presidenciard @vicerdo @gabsocialrd @luisabinader @raquelarbaje @RaquelPenaVice https://t.co/JIAsafzdhQ"
neggrita007, SOY COLOMBIA 🇨🇴,"No se si es verdad pero yo prefiero no despertar monstricos en mi cuerpo. 

Enfermera colombiana está en UCI tras recibir la vacuna china Sinovac | https://t.co/TzpAm1LBuy https://t.co/a3q55VQWPl"
MeVacuno,Ministerio de Salud,"Carmela recibió segunda dosis de vacuna contra el Covid-19: “Yo les digo que se vacunen, porque eso es lo mejor que hay” #YoMeVacuno ✌
 
(vía @adnradiochile)
https://t.co/4FjyTw8bBZ"
figoraya,,"No serán Familia Real pero son y serán siempre hijas del emérito y hermanas del Rey con unos putos privilegios. Como escoltas, algún coche oficial etc. Y se fueron a Dubai a ver a papá y de paso vacunarse. Porque yo lo valgo ""#YoMeVacuno #infantas"
SSVSA,"Av. Brasil 1435, Valparaíso.",Equipo de @cplazajusticia continúa el proceso de vacunación 💉 en la Cruz Roja ubicada en República esquina Municipio S/N en Playa Ancha en Valparaíso. #YoMeVacuno #cuidémonosentretodos https://t.co/HItrmnzfX1
clinica_somer,Rionegro - Antioquia,#YoMeVacuno Nuestra compañera Luisa Naranjo nos comparte a través de la siguiente nota su experiencia después de haberse vacunado contra el #Covid-19  💪💙✨https://t.co/CaqwxXhz5o
GoberArauco,"André Bello 215, Lebu","En el colegio San Felipe de Arauco usuarios llegan a aplicarse la 2@ dosis junto a aquellos que por calendario le corresponde forma ordenada y siguiendo el protocolo establecido. El Gobernador, @oscarmunoz47 visitó el vacunatorio y conversó con los usuarios.
#Yomevacuno https://t.co/3gPTMKkNzH"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 03.03.2021. Cierro hilo con lo que está pasando en el país de al lado, por @latiradeoroz https://t.co/wdlpYUhTgD"
MatiasVillaBott,Coquimbo,✅ Con gran concurrencia y mucho orden continúa el proceso de vacunación contra #Covid_19 en la comuna de #Ovalle. Ya llevamos más de 149 mil dosis suministradas en nuestra región y más de 3.5 millones en todo el país‼️#YoMeVacuno 💉 https://t.co/op8C2bkHYV
AraucaniaSur,"Temuco, Chile","📅📌 Hoy conmemoramos el día mundial de la Salud Auditiva, por ello el SSAS destaca la importancia de la identificación temprana y la prevención para la pérdida auditiva. 👇👇#diamundialsaludauditiva #saludauditiva #CuidémonosEntreTodos #YoMeVacuno https://t.co/fFWMugXfY6"
hablalonoticias,"Cartagena, Colombia","#Salud En un vuelo procedente de Bruselas, llegó otro lote de 100 mil dosis de la vacuna de Pfizer que se adquirió en un acuerdo bilateral. 

Con este nuevo lote, Colombia completa más de 500.000 dosis de vacunas recibidas en cinco envíos. https://t.co/C0Cmvm2vor"
SeremiSalud_Coq,La Serena,"[EN TERRENO] Las #CuadrillasSanitarias siguen recorriendo los puntos de vacunación en la región de #Coquimbo, entregando información sobre las medidas de autocuidado para evitar más contagios de #COVID19. #CuidémonosEntreTodos #YoMeVacuno https://t.co/bSlCFqTQWQ"
ssaludlosrios,"Valdivia, Chile","🔸Porque las vacunas salvan vidas, cuando sea mi turno #YoMeVacuno. Infórmate de los locales de vacunación, las fechas que corresponden por cada rango de edad y responde tus dudas en https://t.co/QRbVloj7HX 
#LosRíos #LosRíosSeCuida #Valdiviacl #ElRanco https://t.co/ghC4HuGgbg"
IntendenciaRM,"Santiago, Chile","¿Cuántos vacunados hay en tu región y en 🇨🇱? Ingresa al Visor #YoMeVacuno y podrás encontrar toda la información respecto al proceso de vacunación en nuestro país
👉 https://t.co/kO41ZP0xBP https://t.co/XVoBNapsWb"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 03.03.2021. @SirCmara @ferranmartin @a_sciammarella https://t.co/wlQwkMj2Gq"
JCzapli,Villa Bosch Bs.Aires ARGENTINA,"@tatianatayl #YoNoMeVacuno por ahora 
No antes de fin de año"
rio_ese,"Magangué, Colombia","Durante el recorrido, en el tiempo de espera de 30 minutos luego de la vacunación, contamos con el personal calificado para monitorear a los usuarios vacunados.
#vᴀᴄᴜɴᴀcᴏᴠɪᴅ19
#yomevacuno #vacúnate #superintendenciadelasalud @MinSaludCol https://t.co/phg5XFDd23"
kai2754,Paraíso neoliberal,"@Ojo_Publico @AmaLlulla_2021 @PNUDperu @IDL_R @ideeleradio @lamula @ConvocaPe @uterope @elbuho_pe @SudacaPeru @elfiltro_pe https://t.co/KpLJ3U2Ctx miren aquí si, están viéndolo en colombia tmb. Como en ecuador https://t.co/HwSGkAjJaR"
GobiernoMalaga,"Málaga, España","#YoMeVacuno #Málaga 

Si tienes dudas👇

🔹¿A qué grupos de población se les está administrando la vacuna? 

🔹¿Qué vacunas hay disponibles en España? 

🔹¿Pueden vacunarse las personas alérgicas?

💁Accede a la web sobre la #VacunaCOVID del Gobierno: https://t.co/wiw8M3dK07"
ppizarrog,Santiago,Han asistido los equipos de salud al 93% de los ELEAM del pais y han vacunado a mas del 83% de los residentes #YoMeVacuno 👴🏼🧓🏼💉💪 https://t.co/eSFwBzjPB4
MindepCoquimbo,,"💠 A un año de la detección del primer caso de Covid-19 en Chile, queremos destacar lo exitoso de nuestro Proceso de Vacunación Masiva 🙌🏻💉 Seguiremos desplegándonos por todo el territorio nacional;¡JUNTOS vamos a superar la pandemia! #YoMeVacuno @jcfritis @ceciperez1@andoterok https://t.co/5McfpkYj7f"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 03.03.2021. @ErnestoRodera (la consejera de #CastillayLeón) @EnekoHumor @Padylla @Humordemorgan https://t.co/Q98utIB90I"
macris_navas,"Medellín, Colombia",#HablemosDeVacunas La #VacunaCovid19 de Sinovac hacer parte del Plan de vacunación de @MinSaludCol 👩🏻‍⚕️Qué tipo de vacuna es ? 🦠😷 #SegurasYEfectivas #YoMeVacuno  @ZulmaCucunuba @EpiPlantPath @AnaMaPorras @EDiegorojas84 @DoctoraFernanda @FatPandora @WSVirology @Chjulian https://t.co/8EWfDyNPw3
piscosommelier,Pisco Elqui,"Un día a la vez. Hoy, con este maravilloso, pisoneo de uvas, junto a los amigos de @vdalcohuaz 😃🍇🍷#FelizMiercoles #YoMeVacuno https://t.co/3fzhHQ6ol2"
GregorioViera,"Turbo, Antioquia","Justo es ésta, la Cinovac, vacuna china, es la que están aplicando en Turbo. Pendiente @felipematurana_
https://t.co/061N0aZquH"
colfish2k2,Hija #DM1 #BlueDay #WDD  No creo en Dios(es) Ni Religiones.,"@MeVacuno hola, les cuento de que hemos tratado de vacunarnos pero muchos problemas para la Pfizer y autoinmunes, en Maipú no están atendiendo y en Ñuñoa sólo a pacientes Artritis pero no quieren vacunar a Diabetes Tipo 1, ambas autoimmune, que hacer? | @pdazan #Yomevacuno"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 03.03.2021. @Sanson__ @gallegoy_rey @PUEBLAdibujante @HUMORJMNIETO https://t.co/vejAW9pLJG"
Elgatoquetuitea,Bajo la cama o en el sofá...,@PiperThread #YoNoMeVacuno una queja menos...
nubes8norte,"8 norte 579, Viña del Mar, Chile","Vive la experiencia boutique de #Hotel #NubesBar, Ubicado en pleno centro de #ViñadelMar y a pasos de las principales #playas, #sol y atardecer junto al #mar a 8 km de #Valparaiso y a 13 km de #Concon https://t.co/JmLfJgCfLw #Santiago #YoMeVacuno https://t.co/vEbGEsKJwf"
luisoli75,"Cerro Largo, Uruguay",Vamosssss. #YoMeVacuno https://t.co/wCShPSILJ2
nancysalas233,"Santiago, Chile","@MariaCBorsotto Te apoyo @MariaCBorsotto !!!😘👍🤝🌹
#YoMeVacuno por los que mas quiero! Gracias a Dios y la buena gestión del @GobiernodeChile las tenemos! 👏👏👏🇨🇱💪🏻🤝🙏❤️🙌🏼"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 03.03.2021. #Peridis #ElRoto @taverinez #Antón https://t.co/UGhibfsU7P"
elirreverentei1,"Ibagué, Colombia","#Nacional Asaltaron en Colombia vehículo que transportaba cajas térmicas para vacuna anticovid
Más detalles: https://t.co/7jTJOsiDpq https://t.co/ge91yjYTFb"
ministeriosalud,Chile,"- Vacunación contra #COVID_19 al 3 de marzo a las 11:00 horas, entre hombres y mujeres. #YoMeVacuno ✌️ https://t.co/Z1k3k7iwpb"
ministeriosalud,Chile,- Total de personas de 60 años y más vacunadas contra el #COVID_19 al 3 de marzo a las 11:00 horas. #YoMeVacuno ✌️ https://t.co/yzTU0vh0Yo
ministeriosalud,Chile,- Total de personas vacunadas contra #COVID_19 al 3 de marzo a las 11:00 horas. #YoMeVacuno ✌️ https://t.co/ZolB6n9Yu2
ministeriosalud,Chile,- Total de personas vacunadas contra #COVID_19 este miércoles 3 de marzo a las 11:00 horas. #YoMeVacuno  ✌️ https://t.co/5VOmH0klPq
ministeriosalud,Chile,"[HILO #YoMeVacuno ✌️]

Balance Vacunación Masiva #COVID_19 – miércoles 3 de marzo - 11:00 horas.

El Ministerio de Salud informa cifras de personas vacunas contra el #COVID_19 en nuestro país.

Más información: https://t.co/uTh4wgnsmE https://t.co/LgXHYPGC9x"
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 03.03.2021. @BeVergara @latiradePostigo @Elkokoparrilla @malagonhumor https://t.co/XAn76ZOFcp"
mintrabcoquimbo,,"🏟En estadio Diaguitas de #Ovalle Seremi @MatiasVillaBott destaca los avances del proceso de vacunación.
Más de 20 mil dosis han sido administradas en la comuna de Ovalle. Hoy son prioritarios personas de 62 años, trabajadores de educación entre 28 y 31 años.
#YoMeVacuno ✌️🇨🇱 https://t.co/iBRhHc4RnR"
SeremiSalud_XII,"Punta Arenas, Chile","💪En la Escuela 18 de Sept. la Sra. Rosa(97),Doña Turmolina (91) y Don Oscar (96) fueron los primeros adultos mayores de #PuntaArenas en recibir 2° dosis vacuna contra Covid-19   #YoMeVacuno 

👏Un gran ejemplo para toda nuestra comunidad #Magallanes 

@pdazan @MeVacuno https://t.co/EplzCKt4wX"
pautachile_cl,,"En qué fase estarán los 74 balnearios más turísticos del país el primer fin de semana de marzo https://t.co/YmFjWVtMqv

#Paso1 #Cuarentena 
#Paso2 #Transición 
 #Coronavirus #FelizMiercoles 
ministro paris
#Covid_19
 #YoMeVacuno
#CuidémonosEntreTodos  #plancoronavirus https://t.co/2eMdAsHboX"
vanguardiacom,Bucaramanga,Una revisión minuciosa de las 471 vacunas chinas de Sinovac es adelantada por profesionales de la Secretaría de Salud de Córdoba y de MinSalud. Esto tras lo ocurrido con la auxiliar de enfermería Yeidis Pérez Martínez. Le contamos qué pasó ⬇️  https://t.co/0dyOop47DK
BurriezaMateos,"Valladolid, España","La #NuevaNormalidad #YoMeVacuno y #COVID19 en viñetas, 03.03.2021. #VacunaCOVID19 #confinamiento #Gobierno #Podemos #PP #Aznar #Democracia #JuanCarlosI #regularizacionfiscal #Monarquía #AbuDabi #Barçagate #paro... Abro hilo con un #balconing por @donTomasSerrano https://t.co/E4QWzgOXLk"
SeremiSalud_Coq,La Serena,"A un mes del inicio del Plan de Vacunación masivo contra el #Covid_19, nuestros adultos mayores de 90 años y más comenzaron a recibir la segunda dosis en el Gimnasio Techado de #Coquimbo  

#YoMeVacuno https://t.co/j3eNvvBjy9"
loqesobrador_,Paracaidista Del Palacio.,"Será la fregada pero #YoNoMeVacuno con #Vacunas #Chafas de #China como #CanSino o #Rusa #SputnikV, alv.

Me vacunaré con Johnson &amp; Johnson, Pfizer o Moderna porque obvio son las mejores.

Noroña es #BarbasMiadas y #BarbasPiojosas, nunca se baña el 🐷🤡

#QueChingueAsuMadreElPeje https://t.co/qFih5d2u1L"
SSaludBoyaca,Tunja - Boyacá,"Las vacunas 💉 contra la COVID-19 son la manera más segura de protegernos del virus, son #SegurasyEfectivas, capaces de prevenir la enfermedad grave y el riesgo de morir. 

#YoMeVacuno https://t.co/Kb7dCg8mzS"
ags_nortedejaen,Norte de Jaén,"@ags_nortedejaen Docente de infantil primer ciclo
MARILO, ilusionada por mi y por mis niños, esta pesadilla debe acabar
#YoMeVacuno
#objetivo70x100vacunados https://t.co/V9sigNE2gf"
JairoJrSandhers,"Cúcuta, Colombia","@ingjairoyanez @FrBarbosaD @PoliciaCucuta @EdgarDiazPaLant @VictorBautistaO @SilvanoSerranoG @concejo_cucuta @castellanos7822 @PlazaHuber @JAIROCRISTO @SetransitoNDS @MARTHAMARIAREYE @AndresCristoB @unnortejoven @JorgeAl73764015 @jorgealbertovil @MarthaM48230946 @millaromerosoto @3Carime @AlicastroCr5 @amartinezortiz @edward_varon @AbrahamArarat @ssaludcucuta @cristbuitrago @cualquierandres @anthocnacional @lgomez4 @ValerioMorenoM @JLEONARDOJACOME @cmNortSantander @idssocial @AlcaldiaCucuta A las 5:34 de la mañana de hoy, a bordo del vuelo procedente de Bruselas (Bélgica) de @DHLexpress, operado por @lascargocol, llegaron al aeropuerto @BOG_ELDORADO, 100.000 nuevas dosis de vacunas contra la #Covid_19🦠 del laboratorio @Pfizer 💉 https://t.co/2EWQ95acWZ https://t.co/ncxEfctLOM"
HospitalArauco,"Arauco, Chile","🏥 ¡Hola Arauco! ✌🏻
Hoy comenzamos con la segunda dosis de la vacunación contra el #Covid19.  El llamado es a respetar la fecha indicada en el carné de vacunación, traer su carné de identidad y usar la respectiva mascarilla. 😷😊👍👌

#CuidémonosEntreTodos #YoMeVacuno #COVID19 https://t.co/lZ3u4XkR5Z"
SENAMAGOB,Santiago. Chile,👉Seguimos avanzando en la protección de las personas mayores que residen en establecimientos de larga estadía en el país y sus cuidadores con la campaña #YoMeVacuno 💉. Recordamos la importancia de mantener las medidas sanitarias establecidas y de autocuidado😷 https://t.co/O0tznaID85
IntendenciaVII,Talca - Chile,"Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMevacuno https://t.co/DubmmGysQC"
jupaca14,"Cucuta, Colombia","Hoy inicia en Ocaña el Plan de Vacunación contra el #Covid_19, noticia que me llena de mucha esperanza y alegría. Confiamos en la unión de todos para terminar ésta pandemia que tanto daño nos ha hecho. #YoMeVacuno #VacunasCOVID19 #UnidosContaElCovid"
HospitalChue,"Curanilahue, R. Bío Bío, Chile","🏥 Hoy comenzamos con la segunda dosis de la vacunación contra el #Covid19.  El llamado es a respetar la fecha indicada en el carné de vacunación, adicional a aquello traer su carné de identidad y usar la respectiva mascarilla. 😷😊👍👌👏

#CuidémonosEntreTodos #YoMeVacuno https://t.co/qoQoOL7VXP"
PatiRodriguez72,"Montevideo, Uruguay",@DrDanielSalinas No hay que dar tantas explicaciones @DrDanielSalinas. Todas las personas de bien lo tenemos claro y es incuestinable al maravillosa gestión que está haciendo el Gobierno. #UnPaisEnMarcha #UruguaySeVacuna #YoMeVacuno
DianeCohn68,,"Presten oído a lo que dice la doctora y las explicaciones del biólogo Fernando López-Mirones.
#YoNoMeVacuno https://t.co/CKpjJU3O74"
ColombiacomTW,Colombia,#Colombia #Vacuna #Pfizer Ya son más de medio millón de dosis de la vacuna contra la COVID-19 las que han llegado a Colombia https://t.co/hnFptSkpEr
CORMUPA,,"📌 Alcalde de la Municipalidad de Punta Arenas Claudio Radonich, informa e invita a los vecinos y vecinas de la comuna a sumarse a la Campaña #YomeVacuno✌🏻en la segunda dosis.
#Cormupa #Puq #Aps https://t.co/Wvo0xHSAwj"
Mayte2061411,,"Vamooooo!!!!
#VacunaEsperanzaYVida 
#YoMeVacuno https://t.co/cckI0axJ36"
CaninaBeatriz,Curacautín / Chile,Lista con mi 2da dosis!!! 😌😌😌 #vacunacion #YoMeVacuno
figoraya,,Es que me la suda lo de se vacunaron en el extranjero y no le quitan la vacuna a ningún español. Son unas caraduras. Si viven en España es aquí donde deberían vacunarse cuando les toque. No el me voy a Dubai aprovechando que son las hijas del Rey. Venga ya Infantas #YoMeVacuno
alherca,Anticorrupción Antiuribista,"@IvanDuque Pero movete @IvanDuque no seas tan inservible, inepto y mediocre, estamos atrasados en vacunas, a hoy somos los últimos y de lejos en dosis administradas, entre los países con más contagios y con más muertes por #COVID19 en el mundo.
#YoMeVacuno pero a este paso en el 2024, VAGO https://t.co/EVADKiN29W"
SaludSsrv,Región Valparaíso,"🔵 A sus 96 años, Rebeca Cabezas hoy recibe su segunda dosis contra el #COVID_19. Oriunda de #Concón, con 2 hijos y 5 nietos, dice sentirse protegida contra el virus para seguir disfrutando de su familia. 

Para más info visita https://t.co/CwEG4qk6Uf #YoMeVacuno ✌🏻 https://t.co/gVh30xUS1a"
cris__carrillo,"Cádiz, España","No es mi mejor foto, pero no sabéis la ilusión que me hace subir esta foto. Primera dosis de la vacuna de AstraZeneca puesta 💪🏻💪🏻💪🏻

#yomevacuno https://t.co/wXL3nM6t8x"
ConvocaPe,Perú,"✍️ La red @AmaLlulla_2021 llegó a esta conclusión tras consultar con especialistas y revisar planes de vacunación de otros países como Argentina, Ecuador y Colombia, donde establece que la vacuna sea provista por el Estado y no comercializada por privados. https://t.co/qY9XTpXwjc https://t.co/3JmE3ZgZpI"
rio_ese,"Magangué, Colombia","#tercerdiadevacunacion Seguimos en el proceso de vacunación contra el COVID-19 en el centro de salud Pastrana.
La población priorizada para esta primera etapa es el cuerpo médico en primera línea y los adultos mayores de 80 años.
@Supersalud
#vᴀᴄᴜɴᴀcᴏᴠɪᴅ19  #yomevacuno https://t.co/S4p8GVRzrw"
ddia7940,,"@monasterioR @EPMadrid Misouri y Texas han terminado con la pandemia.
Se acabó con las restricciones, sin mascarillas,ni distancias ni NADAAAA.
Todo abierto, de vuelta a la vida, a la normalidad de siempre.
No la que pretenden los globalistas, no a la nueva anormalidad.
#NoLeyAuschwitz 
#YoNoMeVacuno"
MarceloGonzalez,"Santiago, Chile.","Efecto vacuna? Naaaa. Me la pusieron ayer a las 16. Hasta ahora, aparte de un poco de dolor en el brazo que pasó en cuestión de un par de horas, pues no veo nada extraño. Eso sí tengo mejor señal de wifi que antes! 🤣
#diabetestipo1 #YoMeVacuno #MiniMed780g https://t.co/JSIKjcyixR"
ppguerra4,🇺🇾,"Vacunarse es una responsabilidad individual xo tb colectiva, solidaria con la familia y el resto de la comunidad.
Si salud de c/u lo permite, #YoMeVacuno cuando me toque y con la que me toque!! https://t.co/o5kN7RZ3Rz"
JefaturaRM,"Zenteno 102, Santiago","Al cumplirse un año de la llegada del #Covid_19 a 🇨🇱, efectivos de la @JefaturaRM siguen cooperando en la correcta implementación de las medidas sanitarias, mediante el apoyo que hacen en los recintos que hoy comenzaron a vacunar a la población con la 2° dosis #YoMeVacuno https://t.co/GFrKRrWIhO"
SaludNuble,"Chillán, Chile","¡Hoy es un gran día para la salud de Ñuble!

🔷 Adultos mayores de 90 años y más comienzan a recibir la segunda dosis de la vacuna contra el #Covid_19. 

📌A un año de que se registrara el primer caso del virus en🇨🇱 , avanzamos firmemente en su contención  🥰 #YoMeVacuno https://t.co/gMI3gvKOhc"
elpaiscali,"Cali, Colombia",Investigan caso de enfermera que convulsionó después de recibir vacuna contra el covid-19 https://t.co/YocmZmoOah
CRSHPC,"Puente Alto, Chile","#YoMeVacuno✌ | Hoy nuestras(os) funcionarias(os) comenzaron a recibir la segunda dosis de la vacuna contra el #COVID19. El proceso involucra cerca dar cobertura a 400 personas, dentro de los próximos días. Y tú, ya te vacunaste? https://t.co/X6a5BcQPPC"
pulso_periodico,Hospital San Vicente Fundación,"#ATENCIÓN | En la madrugada de hoy aterrizó en Bogotá un nuevo lote con 100.000 dosis de la vacuna de Pfizer, exclusivas para continuar con la vacunación de trabajadores de la salud en primera etapa. Con esto Colombia suma un total de 509.000 dosis recibidas.
(Foto: Presidencia) https://t.co/aKNZvif6GO"
Javibqbr,,"@tri33s @Jess21595996 Y una mierda. No se inyectan los asesores de los asesores de los consejeros del ""comité de expertos"", se van a inyectar la infantas. La inyección como el bozal y el distanciamiento es para la chusma crédula y desinformada. #YoNoMeVacuno #Plandemia #CovidSCAM"
trayken2021,"Santiago, Metropolitana de San","Mi mamá ya se vacunó, wiii!!! #YoMeVacuno #Coronavirus #Covid_19"
SSaludOsorno,"Osorno, Chile","Funcionarios/as del Hospital de #Osorno reciben la segunda dosis de la vacuna contra el Covid-19, proceso que se replica en la red asistencial de nuestra provincia. #YoMeVacuno ✌ Conoce más en https://t.co/rfrDhH2i6j https://t.co/0vQeEcKheD"
FdeFacundo,Uruguay,"Soy yo o veo que está medio floja la campaña de vacunación por parte del oficialismo y la oposición? Hay que insistir 24/7 con esto, hasta que la gente se canse y se vacune de una vez.
#YoMeVacuno"
