,Unnamed: 0,Unnamed: 0.1,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
2877,2877,2877,Ricardo Tróstel - Concejal de Concepción,@TrostelxConce,2021-02-05,penquista preciarse tal conocer mireya querido estimar mucho saber hoy vacuno aprender vez andar dudar hablar cuestión infundado corresponder ir vacunar,1
2878,2878,2878,Cristian Rodríguez,@CrisRodriguezl,2021-02-05,imaginar duque rendir vacuna agua sopa jajajaja,1
2879,2879,2879,Daniela,@Danielameh_,2021-02-05,opinar vacuna,1
2880,2880,2880,Jefe Gorgojo.,@Gorgoryhero,2021-02-05,odiar derecha si usar tt gobierno,1
2881,2881,2881,Ivonne Hermosilla,@Ihermobell,2021-02-05,papa vacunado ayer alivio esperanza,1
2882,2882,2882,Jorge #ConstituyentesIndependientes,@jorge_ptm_chile,2021-02-05,hoy igual influenza cero drama ir confianza,1
2883,2883,2883,RIC,@LewDaney,2021-02-05,esperar ir ser vacunar ocurrir poner él tomar alcohol,1
2884,2884,2884,Elyta,@elyta_1106,2021-02-05,inoqliar perder vacunar,1
2885,2885,2885,Danilo Báez,@danilobaezr,2021-02-05,hermano cunada vacunar semana trabajar hospital publico lunes tocar viejo edad esperanzador,1
2886,2886,2886,Jefe Gorgojo.,@Gorgoryhero,2021-02-05,pedir renunciar satan pinera escribir tt gobierno someter gob 4,1
2887,2887,2887,Catalina #SaludMentalEsSalud,@CatalinaBe_,2021-02-05,llegar foto familiar vacunar alegrar dia,1
2888,2888,2888,Constanza Bello,@conibello,2021-02-05,papa mando carnet vacunacion prima odontologa tambien vacuno emocionado seguro faltar mes ir avanzar salir aplaudir él gobierno historia tremendo vacunacion chile,1
2889,2889,2889,Maria Paz Bertoglia,@pinabertoglia,2021-02-05,hoy vacuno hermana trabajar farmacia proximo semana corresponder padre gracias ciencia equipo salud vacuna seguro eficaz prevenir cuadro grave morir covid19 si indicado recibanla,1
2890,2890,2890,Pedro Pablo,@PedroRomvill,2021-02-05,emocion ver tanto persona mayor vacunar él aca listo tambien primero dosis,1
2891,2891,2891,.G,@Guille_AEL,2021-02-05,ano siempre tener criticar pasar chile si sentir él orgulloso pais mayor cantidad vacunado inoculación comprometido,1
2892,2892,2892,𝓝𝓲𝓬𝓸ℓ𝓮,@nicoleconefinal,2021-02-05,esperar medio hora ver si ahora empezar activar 5g,1
2893,2893,2893,Laura Cid Romero,@Lauu_cute,2021-02-05,deber reconocer convencido vacunar yo tanto chato pandemia ahora unico querer vacunar,1
2894,2894,2894,Sandro Sánchez,@rincondesandro,2021-02-05,oír 3y 4 edad estar feliz comprometido vacunacion covid,1
2895,2895,2895,Isa Serey,@IsaSerey,2021-02-05,emocionar ver abuelito hablar vacunacion regalonear abuelito aun tratar llevar él regalito tiempo encerrado cuidandosar,1
2896,2896,2896,Ro MH,@romendozah,2021-02-05,lista vacuno brazo pesado internet mas rapido mas ahora si poder vacunar él deber vacunar él,1
2897,2897,2897,Nico,@NicoMakers,2021-02-05,trabajador supermercado poder vacunar drenriqueparis izkia ministeriosalud pdazan colun,1
2898,2898,2898,marcelamomberg,@marcelamomberg,2021-02-05,confesar esperar paciencia cultivado pandemia turno vacunar yo sueno poder abrazar ser querido amigo alma pitufo,1
2899,2899,2899,Paco Fdez Pastor,@padrequart,2021-02-05,segundo dosis vacuna coronavirus puesta,1
2900,2900,2900,Artesano de la Birra,@KnaRunners,2021-02-05,hoy escuchar alcalde algarrobo decir 7 enfermera poner vacuna seguir labor diario cesfam imposible recurso atender todo poblacion flotante ministeriosalud seguir hacer gil,1
2901,2901,2901,Queen Lora Snow,@LaViudaDeBowie,2021-02-05,papa hoy vacuno ahora seguir cuidar hijo unico,1
2902,2902,2902,marcelamomberg,@marcelamomberg,2021-02-05,hoy tia abuela decir viejita si vacuna pillar bicharraco solo ser resfrio terminar entubado viejita toque ir amar él,1
2903,2903,2903,juankis,@jcborgono,2021-02-05,listo vacunado,1
2904,2904,2904,El Nana #FueraPiñera,@cellogarciad,2021-02-05,tocar,1
2905,2905,2905,C.,@camicid,2021-02-05,sinceramente sentir feliz haber yo vacunar,1
2906,2906,2906,Cristián Herrera H,@c_herrerah,2021-02-05,viejo 84 ano vacuno hoy entender dentro condicion decir vacunar él hacer bien salud ir poder,1
2907,2907,2907,jrly,@JustJirley,2021-02-05,poner vacuna aun sentir espiado internet mejorar aun ninguno mutacion,1
2908,2908,2908,PanchaMoreno,@lagataPancha,2021-02-05,coordinar actividad enfermera instalar vacunatorio enfermera capacitar enfermera retirar vacuna enfermera vacunar enfermera hacer registro personal administrativo tirar flor medico,1
2909,2909,2909,FPC,@tenientedan93,2021-02-05,ver tres persona acordar personal salud solo vacunar él ejercer wnes barsa,1
2910,2910,2910,Santiago Candia,@stgocambia,2021-02-05,ok primero dosis vacuna sinovar covid buen funcionario salud,1
2911,2911,2911,Maya010,@Maya01015,2021-02-05,pedir cuarentena despue alegar cuarentena ahora posibilidad tener vacuna alegar asi chile esperar oportunidad vacunar yo apenas poder,1
2912,2912,2912,Rosamel Fierro,@PepperalboB,2021-02-05,notable proceso vacunacion orgullo,1
2913,2913,2913,Alan Blechman,@alanblech,2021-02-05,chile 19678363 vacunado seguidilla gobierno vendido corrupto nataliaravanal,1
2914,2914,2914,Lupita Clarke,@LupitaClarke33,2021-02-05,pues solo felicitar 600 hdlgp recibir segundo dosis vacuno haber acceder ilegalmente primero incluir condecorado militar tachar ultracatolico negro alzacuello,1
2915,2915,2915,Su Torrealba E.,@Sussyislazy,2021-02-05,querer viejo vacunir aun estar agendar rango edad decir serio segundo quincena febrero esperar asi,1
2916,2916,2916,Antonio Sandoval Cañón,@sandoval_canon,2021-02-05,poder mas feliz viejo vacunar hoy,1
2917,2917,2917,Cote Osorio,@coteosoriog,2021-02-05,onda conteo vacuna falta cambiar nombre vacunaton,1
2918,2918,2918,Nazaret O. Da Costa,@nazaretod,2021-02-05,venir visitar pareja abuelo 87 90 ano respectivamente preguntar si querer vacunar covid19 decir si obediencia ganancia palabra palabra sabios dona,1
2919,2919,2919,Francisco P,@francisand1u,2021-02-05,vacunado casita abrir disco estadio,1
2920,2920,2920,Gonzalo León,@JGonzaloLeon,2021-02-05,hashtag pretender exactamente,1
2921,2921,2921,Fusi Muffak Granero,@fusimuffak,2021-02-05,aunque venir caso medico familia medicina privado seguir vacunar atender presencial quitar presion publicar segundo juliaenlaonda cada dia ver positivo hacer test in situ,1
2922,2922,2922,Javi Martínez F,@javita_m,2021-02-05,dar mucho felicidad proceso vacunacion subir todo foto abuelit luz final tunel,1
2923,2923,2923,Maurice X. Parraud,@mauricexp,2021-02-05,contar bien 156086 persona recibir ayer 1 dosis haber ser vacunar solo despues recibir 2da dosis estar hacer mal estar contar mal aflojar 2da dosis,1
2924,2924,2924,Fran Celedon Bulnes #APRUEBO #MEQUEDOENCASA,@francelebul,2021-02-05,papa vacunado buscar nieta vacunar hacer pasar falta mama,1
2925,2925,2925,Carito Mendez Muñoz,@CaritoMendezMu1,2021-02-05,feliz proceso vacunacer gracias adulto mayor hacer historia pasado seguir dar ejemplo,1
2926,2926,2926,Ronni Villegas,@RonniVillegas,2021-02-05,noticia cerrar manera extraordinario semana papas estar registrado vacuna junto salir,1
2927,2927,2927,Fernando Veas,@fernandoveasg,2021-02-05,entender logica gente q molestar spam gente vacunar él red social accion salvar vida molesto q subir shop chela bar fin odiador pa mundo seguir alumbrar vacunacion necesario,1
2928,2928,2928,Rubith-.,@Rubith_nell,2021-02-05,querer felicitar munisanjoaquin campana vacunacion proceso seguro confiable ordenado expedito hoy acompane padre bien lunes tocar mama esperar pronto turno,1
2929,2929,2929,𝕋𝔸ℕ𝕀𝔸,@t_menap,2021-02-05,vacunar él sinonimo contagio ojo ahi,1
2930,2930,2930,Ilargi,@ilargimaiteona,2021-02-05,ayer poner vacuna covid19 sintoma brutal poder vida terrible sintoma doler brazo fin,1
2931,2931,2931,Lucía Dammert,@LuciaDammert,2021-02-05,dar cuenta recuento vacunacion resaltar buen trato reconocimiento derecho salud ver q aun despue ano esperar encierro tratar justicia discriminacion dialogo posible,1
2932,2932,2932,cari,@carimn,2021-02-05,segundo dosis pzifer dejar juego fiebre pese paracetamol c8h sindrome gripal todo algia imaginable volverir poner,1
2933,2933,2933,Getzabel Bastarrachea,@getzabelbq,2021-02-05,necesidad decir necedad tener brigada correcamino vez infraestructura experta vacunacion covid,1
2934,2934,2934,Andro Kovacic,@kovandro,2021-02-05,pensado hacer tres mes gobierno ir gestionar mas 150000 vacuna diario pais avanzado tremendo gestion,1
2935,2935,2935,PanchaMoreno,@lagataPancha,2021-02-05,saber vacunacion ser impecable liderar enfermera,1
2936,2936,2936,Hans Castorp,@HansCastorp_,2021-02-05,padre vacuno covid,1
2937,2937,2937,Daniel Recasens,@danireca,2021-02-05,apenas poder vacuno negacionista terraplanista demase,1
2938,2938,2938,Marcela Villalobos,@marceladesign,2021-02-05,hermoso madre vacuno faltar lunes padreir si cierto caso hombre mas joven,1
2939,2939,2939,E.G.Miranda,@EGMiranda,2021-02-05,abuela vacuno ahora wifi llegar zona casa haber,1
2940,2940,2940,La Mai,@Maita_izabel,2021-02-05,base dato virus ser actualizar jajaja,1
2941,2941,2941,CarlosEMR,@CarlosEMuozR,2021-02-05,padre vacunado ojo proceso impecable 6ta region costa,1
2942,2942,2942,Barner Versalovic,@barner_,2021-02-05,dia pensar ojala cesfam respaldo electrico caso corte luz mantener temperatura vacuna gobiernodechile ministeriosalud seremisaludrm saludssrv,1
2943,2943,2943,carito,@caritocarola,2021-02-05,importante efectividad vacuno demostrado despues segundo dosis pandemio acabar mantener medida cuidado,1
2944,2944,2944,Beli,@beliplana,2021-02-05,acabar ver persona trabajar clinica sta maria cargo ejecutivo contacto paciente vacunado solo personal medico estudiante salud internado ministeriosalud pdazan,1
2945,2945,2945,vaNNe.-,@VanessaSola,2021-02-05,hoy vacuna abuelita quinto region primero todo familia,1
2946,2946,2946,Marcelita,@marcecontrerasc,2021-02-05,vacunar él,1
2947,2947,2947,Mamba Escarlata,@Anyelinshadows,2021-02-05,hoy tocar vacuna feliz ansioso confiar plenamente vacuno trabajo detra,1
2948,2948,2948,Maria Jose Puga Y.,@MAJOSEPUGA,2021-02-05,hija salir temprano vacunar él hospital alumna 6to medicina ver el alegria recordar tener 6 ano dia cumpleano poder ser participe acabar sufrimiento muerte,1
2949,2949,2949,Fabby ♪,@FabbyPaz27,2021-02-05,ctm quedar dos numero vacunarmeeeeee llevar esperar enero 2020,1
2950,2950,2950,marcelamomberg,@marcelamomberg,2021-02-05,emocionar llegar vacunacion cada rincon chile respecto funcionario salud armadachile fachchile carabdechile ejercitochile traslado apoyo logistico,1
2951,2951,2951,Laura,@Laura17513304,2021-02-05,pues ministeriosalud solver resto calendario vacunacion poder mas ansiedo,1
2952,2952,2952,marta,@mgarciade,2021-02-05,vacunado momento dolor brazo ojalar pronto mucho mas gente,1
2953,2953,2953,whoever whoever,@whoeverwhoever,2021-02-05,fiscalizar proceso refrigeracion vacuna refrigerador estadio,1
2954,2954,2954,Lalala enfermera,@EnfermeraLala,2021-02-05,pues llegar dia modernizado totalmente,1
2955,2955,2955,eduardo katz oltarz,@edukatzoltarz,2021-02-05,feliz viernes disfrutar findeeeee cuidar yo si lograr seguir aplanar curvay volver rojoestar mejor condición llegado vacuna,1
2956,2956,2956,Iñaki Alegria Coll,@InyakiAlegria,2021-02-05,buen dia mascarillo mascara mascarilla servir proteger yo virus persona tampoco justicia mascarilla mascaro,1
2957,2957,2957,Alex Ortiz Salazar,@onlyonejustholy,2021-02-05,mal gente especial trabajador salud burlar subensubir carnet vacuna vez dandoselo el hater deberir hacer mismo apoyar campana suficientemente mal visto poblacion general,1
2958,2958,2958,mariano g.isern/,@rexbor,2021-02-05,hospital clinico madrid tambien inir primero dosis varios reponedor vending ajeno personal capellan centro sanitario,1
2959,2959,2959,Patri,@Pitrusca,2021-02-05,ayer poner seu dar dosis vacuna hoy momento trabajar verdad encuetro catolica ver avanzar dia orgulloso haber él hacer hacer vez necesario,1
2960,2960,2960,Píccola,@sedamori,2021-02-05,llegar dia hoy tocar segundo dosis esperar posible alcance asir poder salir mal sueno buen dia,1
2961,2961,2961,mujeresdelsur,@mujeresdelsur1,2021-02-05,registrar proceso vacunacion adulto mayor mayor,1
2962,2962,2962,Héctor,@hector_flo70,2021-02-05,duda si registro madre senora mas 70 ano vacuna llevar centro salud lugar acondicione él vacunar,1
2963,2963,2963,Ciudadano #FuerzaPresidente,@someone01111111,2021-02-05,pagina funcionar regularidad registrar él,1
2964,2964,2964,la_iguanasranas,@luioro_luisa,2021-02-05,paso banda poner mono marca buscar si saber encantar comprar ropa paco,1
2965,2965,2965,Michael Acuña,@niviejonidiablo,2021-02-05,u estadio asi ir jamon sandwich nini salud hospital aps,1
2966,2966,2966,CARMEN GLORIA,@aup1938,2021-02-05,disculpar ignorancia persona poder acreditar paciente cronico ejemplo diabetico solo atender sistema privado alguno registro él ministeriosalud,1
2967,2967,2967,Play,@luchohks,2021-02-05,perraje vacuna autoridad observar estudiar posible efecto,1
2968,2968,2968,Daniel Villarreal,@danielbachatero,2021-02-05,ver naturalizado hecho imprescindible colocar él vacuna hacer inmune garantizar volver contagiar protegertar virus millón curado necesidad vacuno,1
2969,2969,2969,Pablo Acosta,@jpacosta89,2021-02-05,despues 84 ano poder registrar papas verdad alivio saber poder recibir vacuna,1
2970,2970,2970,Anita,@anitatopisima,2021-02-05,padre 84 ano decir caballero vacuno 8 febrero amar madre vacuna martes obvio senorita tal ir puede,1
2971,2971,2971,Leslie Ayala,@lesliona,2021-02-05,futuro ir poder juntar hacer comunidad negar vacunar él asi simple ir dividir vida pensar ir pedir carne vacunacion laif,1
2972,2972,2972,Kary,@kary_vo,2021-02-05,tanto orgulloso companero salud salud publicar mas gobierno turno reconocer mayor logro presente administracion vacunado ninguno molestia,1
2973,2973,2973,Glo,@cosasdeglo,2021-02-05,mama primero familia vacunar él coronavirus,1
2974,2974,2974,Camila Ormeño Estay,@CamilaOrmeno,2021-02-05,hoy vacuno mama felicidad tranquilidad dejar inconmensurable lograr imaginar miedo vivir persona cronico trabajar sistema salud,1
2975,2975,2975,David Ampuero,@dampuerol,2021-02-05,patriarca ampuero 87 pepa listo,1
2976,2976,2976,Anibal Rucci,@AnibalRucci,2021-02-05,unico ideologia vacuna inmunizar covid cuidar vida sociedad toque turno,1
2977,2977,2977,Cayo Cornelio Tácito,@CayoCornelio,2021-02-05,preferir intubado 49 ser vacunar 951 81 voto resultado final,1
2978,2978,2978,Karina MF,@karinamfi,2021-02-05,2do dia post vacuna sinovar efecto adverso sentir extrano,1
2979,2979,2979,Paulina,@AliciaM,2021-02-05,cpsicologo anuncio tocar vacuna psicologo ahora cada municipio inventar propio regla decidir si vacunar mucho arbitrariedad,1
2980,2980,2980,Catalina,@KataAnto,2021-02-05,q c ir vacunar podriar entregar informacion importantesar inflamar brazo sale1 granito amarillo asi ninez q enfermerao livianitar cuanto dia despue inaculacion poder probar alguno cosita coctel,1
2981,2981,2981,Javier López,@javierlopez2014,2021-02-05,momento caer trampa desinformacion vacuna seguro ser paso decisivo superar pandemia covid19,1
2982,2982,2982,Alexfdez,@Alexfde39368945,2021-02-05,querer preguntar incidencia poder tener vacuna persona sufrir lupus,1
2983,2983,2983,Nolberto,@ngonzalezm,2021-02-05,ver cada vez ver ministro pari acuerdo jose car él querella injuria calumnia,1
2984,2984,2984,Bela Morales Ferrer,@belamoralesf,2021-02-05,vacunado ahora seguir todo medida,1
2985,2985,2985,Pablo Uneru JD(He/Him),@Yo_La_Tengo_,2021-02-05,cuanto alegria visto persona recibido vacuna risa bail lagrima esperanza ir carajo,1
2986,2986,2986,Sun,@Sunshine_H_,2021-02-05,hoy hacer catrasto adulto mayor tener vacunar él calle auto alguien llevar andare chofer todo semana,1
2987,2987,2987,Pau,@politapazc,2021-02-05,definir personal función esencial directo ciudadania atencion supermercado ejemplo,1
2988,2988,2988,Marisol Morales S.,@sulitamaria7,2021-02-05,poner mil vez,1
2989,2989,2989,Cesar Muñoz,@CexarAntonio,2021-02-05,dar gustar like red vacunado momento lucir orgulloso carnet vacunacion,1
2990,2990,2990,Carolina,@CarolinaDenver,2021-02-05,abuelo 97 ano poder ir vacunar él hoy ver manana pasar,1
2991,2991,2991,Javiera Carrasco,@javicarrasco,2021-02-05,1er dia post vacuna muuuuucho sueno sentir brazo pesado bien,1
2992,2992,2992,Fabi Troncoso #Constituyente #Distrito20,@fatroncoso,2021-02-05,don francisco dr ugarte ningunar famosillo mejor comunicacion hacia poblacion importancia vacunar él persona mayor alegria seguridad emocion logrado convencer much aun dudoss,1
2993,2993,2993,𝐆𝐞𝐫𝐚𝐥𝐭 𝐃𝐢 𝐑𝐢𝐯𝐢𝐚,@ElBrujo_29,2021-02-04,saber vacunar dejar publicar carnet covid favor,1
2994,2994,2994,Vergara Tampe,@vergaratampe,2021-02-04,ultimamente poco cosa unir chileno proceso vacunacion hacer independiente politica ideologia bien,1
2995,2995,2995,FUNDACIÓN PARA LA INFANCIA,@aseinco1,2021-02-04,felicitación gobierno alcalde personal salud exito hacer bien cosa ganar,1
2996,2996,2996,Magdalena Alvarez,@magda_alvarez,2021-02-04,mas chanta bacigalupe irresponsable dedicado desinformar sembrar duda atentado bien comar mas encima usar stata r,1
2997,2997,2997,Danilo Callumán,@danilocalluman,2021-02-04,decir cancha clubdepcobresal medio desierto pegar mil chirlito coquimbounido bien feo respeto canchero minero,1
2998,2998,2998,Paul Alonso,@paul892a,2021-02-04,franco salina bancadaap peor partido preguntar vbermudezv pcmperu ultimo pais region recibir vacuna oe rctm sonar tal manuel merino recordar paso noviembre,1
2999,2999,2999,Ma Fca Maldonado W,@Marypanchi,2021-02-04,seguir entender profesor estar contemplado prioritario vacunacion,1
3000,3000,3000,PanchaMoreno,@lagataPancha,2021-02-04,menos mal manana vacuno internet movistar hoyo,1
3001,3001,3001,Cote Osorio,@coteosoriog,2021-02-04,estar vacunar fds rm,1
3002,3002,3002,Alejandra Philippi,@alejandraphi,2021-02-04,chile feliz agradecido experiencia ano pai mas buen planificacion logistico ministeriosalud,1
3003,3003,3003,Marisol Morales S.,@sulitamaria7,2021-02-04,feliz triunfo ciencia tecnologia innovacion,1
3004,3004,3004,Arnaldo Fonseca,@lalofonseca,2021-02-04,hoy adulto manejar entender red social pedir joven ayudar adulto informacion dia edad vacuna,1
3005,3005,3005,Michael Acuña,@niviejonidiablo,2021-02-04,duda funcionario administrativo servicio salud trabajar servicio clinico hospital u atender publico estar comprendido dentro funcionario salud vacunacion esperar ministeriosalud,1
3006,3006,3006,Catalina Pichara,@catypichara,2021-02-04,felicidad saber tres abuelo recibir primero dosis,1
3007,3007,3007,BMG,@GutieBmg,2021-02-04,si entrar pais exigir vacunado asi tener ir vacunatorio pagar cuanto estar obligado quedar él chilito,1
3008,3008,3008,Nilda,@Nildamartz,2021-02-04,recibir primero dosis vacuno feliz poder morir virus ql,1
3009,3009,3009,*Miguel Ángel*,@migueltalka,2021-02-04,casa abuelit vacunado wifi andar mas rapido reportar novedad,1
3010,3010,3010,Felipe,@Feli_Muaddib,2021-02-04,reducir bono aguinaldo mas mitad nivel estre gasto ano pasado mayor normal respuesta mineduc raulfiguersa asibes facil llenar él boca,1
3011,3011,3011,Pachita,@pazitapaz,2021-02-04,lucido campana disponibilidad local vacunacion domicilio poder querer salir casasavison disponibilidad local grupo edad programado acerquenlar idea vacunar yvacunar,1
3012,3012,3012,Betty Boo,@AndreitaCarola,2021-02-04,querer necesitar vacuna ahora virus gran noticia llegar vacuna covid ahora querer nuevo nanochip convertir zombie capitalismo blablablo wea querer,1
3013,3013,3013,Pancho Krebs,@panchokrebs,2021-02-04,abuelo siempre decir secreto llegar 100 ano cuidar él 99,1
3014,3014,3014,Maru,@megm_cl,2021-02-04,si persona vacunado ayer hoy mayorar twitter serio cosa,1
3015,3015,3015,Patricio Castillo Ll,@DHENOC,2021-02-04,ayer hoy persona grande llamar él herir susceptibilidad dejar claro gana ano sabiduria importante facil vacunar yo el mierda teoria conspirativo,1
3016,3016,3016,@fotografoencampana (Fernando Ramírez),@fotografoencampana (Fernando Ramírez),2021-02-04,propuesta tocar vacunar yo ir mejor pinta,1
3017,3017,3017,Fernandita,@FerLeguleya,2021-02-04,abuelito paterno vacunado,1
3018,3018,3018,María Jaraquemada,@majaraquemada,2021-02-04,si cansancio pre vacaciones ver proceso vacunacion emocionar caleta,1
3019,3019,3019,Javier,@javiepser,2021-02-04,hoy estudiante areo salud practicar vacunado 1a dosis vacuna sinovac acuerdo plan vacunacion gobierno vacunar yo bajo circulacion impedir forma grave enfermedad vacunar yo salvar vida poder hazlo,1
3020,3020,3020,Astrid Elena,@AloysiusLeopold,2021-02-04,hoy pensar medio vivido dolor soledad saber comenzar vacunar mundo aca hermoso rayito luz emocionar hoy hermana vacunado semana venir madre hacer feliz feliz,1
3021,3021,3021,Luisana Herrera D,@LuisanitaHD,2021-02-04,hoy fortuna vacunar adulto mayor aca chile poder contar feliz pronto ir poder disfrutar nieto abuelo tomar él foto momento tanto especial,1
3022,3022,3022,Lucas Chavez Grille,@lucasnicoch,2021-02-04,alegria ver mil adulto mayor rebelar él todo campana terror antivacuno politico vocacion minoria estar vacunar unico importar poder,1
3023,3023,3023,mauricio monroy,@monrock,2021-02-04,fin dos abuela vacunado dia feliz ahora toque viejo seguir avanzar si cobresal empatar coquimbo hacer aun mejor dia,1
3024,3024,3024,Fernando Veas,@fernandoveasg,2021-02-04,duda poder centro salud negar vacuna interno medicina fase 1a segun calendario bajo argumento q solo vacunar personal salud centro cesfam/ hospital etcétera si poder dndir hacer reclamo,1
3025,3025,3025,Coriolanus Snow,@cmandresc,2021-02-04,oír heavy igual ser tens ir casa pinochet vacunar viejo lucia miedo torturen matir desaparecer hacer gente despue hacer weón,1
3026,3026,3026,Sebastián Silva,@seba_silva,2021-02-04,inyeccion valer,1
3027,3027,3027,PABLO ANDRÉS PALMA,@PalmaVega71,2021-02-04,oír nadie ocurrir vacunar auto pasar estacionamiento mall estadio similar pobre viejo estar derritir tanto miedo contagio fila ansiedad calor 36 grado,1
3028,3028,3028,Javier Delgado V,@JavierDelgadoV,2021-02-04,hoy acompane equipo vacunacion localidad rural batuco region maule 29 vacuna colocado 29 posible adulto mayor ir poder,1
3029,3029,3029,Lidia MV,@LiidiaaMV17,2021-02-04,vacuna alumno practico uco,1
3030,3030,3030,LaTota,@barbChilena,2021-02-04,18731no numeroson chileno muerto dia hoy covid,1
3031,3031,3031,@PORDIOSER0 •̤̣̈̇,@PORDIOSER0 •̤̣̈̇,2021-02-04,senora decir ayer tocar adulto mayor vacunar él ahora tocar ternura puro,1
3032,3032,3032,ℂ𝕒𝕣𝕝𝕠𝕤 ℝ𝕋,@Rodriguez_VET,2021-02-04,si querer ser entonces dar,1
3033,3033,3033,Visser,@Visser49628646,2021-02-04,decir si dar inmunidad dar inmunidad vacuno gente entonces seguir usar mascarilla poder ir ganar macho solo vacunar recuperar libertad parecer logico,1
3034,3034,3034,Abimelec Jesus M,@2012_Abii,2021-02-04,abuelito vacunar 5g creer q vtr ahora caminar super lento,1
3035,3035,3035,Miguel Cordero Vega,@macordero,2021-02-04,vacuna junto agua potable alcantarillado modificar radicalmente riesgo enfermar universal costo importante reducir inequidad vivo ciencia transformar mundo bien tode,1
3036,3036,3036,PanchaMoreno,@lagataPancha,2021-02-04,molestar infinitamente medico barsa atribuuir él exito vacunacion q saber claro q exito programa inmunización trabajo enfermeria tens enfermera costar reconocer trabajo equipo,1
3037,3037,3037,𝕶𝖗𝖎𝖘 𝕾𝖈𝖍𝖜𝖊𝖓𝖐𝖊,@Xrizzzz,2021-02-04,preguntar serio vacuna pinero sinovac si sebastianpinerar aposto vacuna minimo poner brazo,1
3038,3038,3038,Iridio-192,@_isotopo_,2021-02-04,novio recibir primero dosis vacuno sinovac alegria,1
3039,3039,3039,Nelson Lagos,@nalagoss,2021-02-04,chile profundo 4a region aridez camino tierra agua escasear luz llegar hacer hoy vecino 70 ano enfermedad cronico volver vacunar él ovalle decir si afecto resto si morir pq resistir vacuna,1
3040,3040,3040,Gabriel Escalona Vivas,@gaboescvi,2021-02-04,emocionar mas reencuentro nivel,1
3041,3041,3041,Jorge P. Salgado,@i_m_nobody,2021-02-04,llamar sra madre contar yo pasar cesfam vacunar el domicilio ninguno problema entregar carnet vacunacion 1 mes mas venir nuevamente colocar segundo dosis,1
3042,3042,3042,Ro Villarroel,@ro_villarroel,2021-02-04,fin abuelita 93 ano vacunado san felipe seguir cuidandonar apenas poder tb poner brazo,1
3043,3043,3043,Pablo Torrealba,@ptorrealbam,2021-02-04,alguien poder ayudar favor si recibir 2 dosis vacuna covid deberir dar positivo examen igg igm jmanalich sebasugarte drenriqueparis pdazan izkia,1
3044,3044,3044,cristianvalescuela,@cristianvalescu,2021-02-04,vacuna nuevoordenmundial conspiranoio individualismo sino educacion accion colectivo covid teoria conspirativo,1
3045,3045,3045,Sun,@Sunshine_H_,2021-02-04,43 ano decir abuelatanto color,1
3046,3046,3046,christian olavarria,@chris_orl,2021-02-04,todo tremendo polemica vacuna tambien genero enorme cuestionamiento foto saco justo despue pinchazo,1
3047,3047,3047,El Menos Querido,@elmenosqueridoh,2021-02-04,si ir hacer pcr dar positivo nariz negativo culo pila,1
3048,3048,3048,LUCHO AK7,@LuchoAK7,2021-02-04,gente aconsejar vacunar él adulto mayor haber vacunar,1
3049,3049,3049,Pame,@SoaPam3,2021-02-04,dar envidia ver foto abuelito abuelito vacunandosar,1
3050,3050,3050,José Miguel León U.,@JLeoon89,2021-02-04,tecnica administracion vacuna recordar cuanto minuto deber compartir foto,1
3051,3051,3051,CSTorrejon,@CSTorrejon,2021-02-04,profesional recibido dosis dar gracias hecho posibledesear empezar pronto vacunar poblaciona pesar andavac saludfamiliashu,1
3052,3052,3052,Ro,@R0,2021-02-04,tambien querer alumbrar comprobante vacunir falta pasar chile toque,1
3053,3053,3053,Tata Colores ^,@jimmy79129191,2021-02-04,tata dar ejemplo civilidad llegar hora respetuoso amable ordenado ver nuevo generación,1
3054,3054,3054,Pato,@patodiax,2021-02-04,brazo vacunar él,1
3055,3055,3055,Eduardo,@EduardoCarrier,2021-02-04,bus promedio 43 asiento hoy morir 155 persona x covid querer decir q asimilar choque 36 bus sobreviviente matinal minsal solo ver dato ayer tener solucion x suerte llegar vacuna,1
3056,3056,3056,Lil Nino Michea,@LilMichea,2021-02-04,si vacunar hacer 30 ano,1
3057,3057,3057,AMARlLLO,@amariIIo1,2021-02-04,mas credibilidad fruno bacigalupedr file 261 bacigalupe 478 salfate 87 gemitar buen 174 23 voto resultado final,1
3058,3058,3058,*Miguel Ángel*,@migueltalka,2021-02-04,desmerecer trabajo hacer funcionario salud creer asi prioridad vacunar él recolector basura tambien deber ser prioridad n 1 imaginar sacar basura quedar cag,1
3059,3059,3059,Yolanda MaGo,@yomago80,2021-02-04,vacunado segundo dosis esperar poder llegar mas pronto posible harnaulleida,1
3060,3060,3060,Renate Pinninghoff,@re_pinn,2021-02-04,ahi lei peor pandemia covid antivacuna csm cierto favor digalir gente chip peor coca cola vacuna quitar remedio consultorio mas,1
3061,3061,3061,Marcita,@marciasolisdeo,2021-02-04,zapallar avanzar etapa 3 caso iquique alto hospicio seguir cuarentena caso elevado aunque vivir aco cuidir cuarentena durar mas 1 mes frontera estar cerrado,1
3062,3062,3062,Nicolás Espinoza R.,@elnicoespinoza,2021-02-04,155 fallecido ultimo 24 hora pena cresta,1
3063,3063,3063,Eduardo,@EduardoCarrier,2021-02-04,sentir matinal minsal normalizar muerte covid,1
